,City,Cost_index,"Meal, Inexpensive Restaurant","Meal for 2 People, Mid-range Restaurant, Three-course",McMeal at McDonalds (or Equivalent Combo Meal),Domestic Beer (0.5 liter draught),Imported Beer (0.33 liter bottle),Cappuccino (regular),Coke/Pepsi (0.33 liter bottle),"Milk (regular), (1 liter)",Loaf of Fresh White Bread (500g),"Rice (white), (1kg)",Eggs (regular) (12),Local Cheese (1kg),Chicken Fillets (1kg),Beef Round (1kg) (or Equivalent Back Leg Red Meat),Apples (1kg),Banana (1kg),Oranges (1kg),Tomato (1kg),Potato (1kg),Onion (1kg),Lettuce (1 head),Water (1.5 liter bottle),Bottle of Wine (Mid-Range),Domestic Beer (0.5 liter bottle),Imported Beer (0.33 liter bottle).1,Cigarettes 20 Pack (Marlboro),One-way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Taxi 1km (Normal Tariff),Taxi 1hour Waiting (Normal Tariff),Gasoline (1 liter),Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","Fitness Club, Monthly Fee for 1 Adult",Tennis Court Rent (1 Hour on Weekend),"Cinema, International Release, 1 Seat","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","International Primary School, Yearly for 1 Child",1 Pair of Jeans (Levis 501 Or Similar),"1 Summer Dress in a Chain Store (Zara, H&M, ...)",1 Pair of Nike Running Shoes (Mid-Range),1 Pair of Men Leather Business Shoes,Apartment (1 bedroom) in City Centre,Apartment (1 bedroom) Outside of Centre,Apartment (3 bedrooms) in City Centre,Apartment (3 bedrooms) Outside of Centre,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Average Monthly Net Salary (After Tax)
56,Hanover,61.66,10.0,50.0,8.0,3.5,4.0,2.66,2.38,0.68,1.15,2.09,1.81,8.35,8.85,10.39,2.3,1.61,1.95,2.36,1.13,1.31,0.82,0.33,4.99,0.8,1.23,6.4,2.8,70.0,3.2,2.05,30.0,1.42,18000.0,21450.0,168.08,0.1,31.43,27.19,22.0,12.5,345.5,13333.33,87.43,34.38,78.12,108.43,650.15,500.0,1368.25,1056.44,4308.67,3539.5,2363.33
57,Breda,76.3,20.0,60.0,8.0,5.0,3.5,2.54,2.51,0.82,1.2,1.81,2.14,9.9,8.49,14.24,2.5,1.94,1.77,3.19,1.54,1.31,1.04,0.72,5.99,1.06,1.68,7.0,3.99,130.0,3.0,3.0,33.3,1.63,23500.0,24000.0,150.43,0.2,42.5,32.75,15.0,11.25,1500.0,4000.0,91.5,36.25,94.83,144.8,878.57,684.29,1325.0,1073.75,3175.0,2968.52,2569.44
58,Malta,74.37,18.5,60.0,8.0,3.0,2.5,2.64,1.82,1.06,0.95,2.13,3.27,6.33,10.83,14.67,3.0,1.83,3.75,3.1,1.97,1.65,1.75,1.24,6.0,1.48,2.5,5.9,2.0,30.0,8.25,1.0,22.5,1.39,15500.0,21333.33,88.75,0.41,51.25,61.67,22.0,10.0,399.78,4333.33,110.0,46.25,120.0,166.67,1050.0,857.01,2325.0,1618.75,4050.0,3633.33,1110.37
59,Athens,56.4,10.0,40.0,6.15,4.0,4.5,3.21,1.69,1.31,0.82,1.76,2.96,8.4,7.11,9.34,1.44,1.55,1.17,1.6,0.96,0.92,0.66,0.92,7.25,1.46,2.16,4.6,1.4,30.0,3.5,0.74,11.81,1.58,20000.0,19151.53,148.43,0.39,33.79,30.74,18.26,8.0,383.48,7347.73,70.99,28.88,72.96,92.44,407.57,352.27,731.88,655.25,2054.18,1938.06,779.65
60,Montpellier,69.83,12.0,51.0,8.5,6.0,5.0,2.73,2.31,0.9,1.3,1.58,2.86,16.2,11.75,16.8,2.1,1.8,2.12,2.1,1.5,1.6,1.3,0.47,6.0,2.36,1.5,10.0,1.6,50.0,3.4,0.82,25.0,1.53,22375.0,22916.67,110.51,0.24,32.57,29.14,15.67,11.0,350.0,7860.0,85.0,38.33,75.0,90.0,628.18,481.11,1131.25,944.44,3575.0,2275.0,1450.0
61,Tampere,72.83,12.0,70.0,8.0,6.0,6.0,3.42,2.43,0.94,2.33,2.23,2.25,6.0,11.25,21.25,1.59,1.53,1.72,2.25,1.06,1.25,1.77,1.1,12.0,1.89,2.75,7.7,3.5,51.5,5.95,1.84,44.4,1.53,26000.0,24716.0,72.99,0.07,24.64,39.29,23.0,14.0,272.25,4000.0,84.21,37.67,84.92,133.22,721.05,562.05,1188.08,884.38,4598.33,2969.3,2326.64
62,Rotterdam,69.1,14.0,50.0,8.0,4.0,4.0,2.9,2.24,0.91,1.23,1.73,2.24,9.68,7.98,13.6,2.15,1.75,1.51,2.74,1.3,1.25,1.05,0.75,5.75,0.97,1.63,7.0,4.0,79.0,3.0,2.12,25.0,1.66,23600.0,24082.5,162.23,0.16,39.05,35.09,19.61,12.0,1275.0,11166.67,88.26,31.8,89.79,138.16,1145.17,889.0,1963.64,1302.27,3777.29,2640.95,2334.6
63,Florence,68.09,15.0,60.0,8.0,5.0,4.0,1.29,2.17,1.3,1.51,1.99,3.02,13.83,8.96,15.4,2.03,1.79,2.13,1.75,1.27,1.44,1.17,0.41,5.2,1.34,1.6,5.2,1.5,35.0,4.0,0.99,32.5,1.53,23000.0,22375.0,146.94,0.12,29.0,59.13,18.5,8.5,427.08,11400.0,82.62,29.86,88.33,116.74,819.55,622.31,1602.27,1120.45,5044.12,3279.33,1373.73
64,Podgorica,39.43,6.0,25.0,3.0,1.6,2.0,1.5,1.77,0.83,0.53,1.14,1.52,4.9,5.33,7.94,0.72,1.09,1.17,1.1,0.67,0.84,0.9,0.7,4.0,1.07,1.49,3.2,0.9,25.0,1.0,0.5,6.0,1.33,20000.0,18842.5,111.85,0.13,22.27,30.97,10.67,5.0,142.11,7833.33,58.81,29.76,74.17,83.6,317.08,227.08,573.0,403.46,1419.19,1066.04,493.9
65,Vienna,65.03,10.0,50.0,7.5,4.0,4.0,3.32,2.78,1.09,1.84,1.43,2.61,10.71,9.24,14.54,2.15,1.71,2.19,2.46,1.27,1.24,1.15,0.62,6.75,0.99,1.7,5.5,2.4,50.0,4.0,1.42,27.8,1.26,22250.0,22593.06,182.84,0.05,32.38,30.9,19.96,10.0,240.54,16500.0,78.79,33.12,83.68,116.15,876.59,640.75,1615.67,1168.67,7138.82,4311.28,2089.24
66,Venice,78.28,13.0,75.0,8.0,4.0,5.12,1.63,2.03,1.37,1.64,2.33,2.7,20.0,14.33,16.67,2.5,1.87,2.5,2.43,1.67,1.3,1.07,0.36,5.0,1.57,2.1,5.5,1.5,37.0,5.75,1.6,60.0,1.6,23500.0,24470.0,247.69,0.05,29.0,47.67,21.67,10.5,492.5,6666.67,71.8,27.0,88.2,150.0,861.11,672.5,2118.75,1308.33,5252.8,2850.0,1500.0
67,Gent,71.02,15.0,60.0,8.0,4.0,3.0,2.78,2.47,0.99,1.39,1.67,2.79,13.5,9.08,14.17,2.43,1.82,1.95,2.58,1.0,0.68,0.95,0.7,7.0,1.65,1.6,6.75,3.0,49.0,8.5,2.15,35.5,1.44,25000.0,24800.0,148.0,0.18,42.88,27.06,15.75,12.0,503.33,7000.0,90.59,34.67,88.94,120.44,730.0,583.33,1143.75,909.17,3233.2,2408.33,1864.56
68,Nantes,68.66,12.89,43.0,8.0,5.0,4.5,2.42,2.08,0.87,1.13,1.3,3.5,7.67,8.97,14.33,2.57,2.67,2.67,3.47,2.07,2.67,1.37,0.47,5.0,2.53,1.82,10.0,1.7,60.7,4.5,0.83,38.0,1.47,23000.0,23125.0,145.85,0.08,28.62,35.44,25.0,10.0,606.67,9840.0,84.38,31.78,81.25,103.33,536.25,395.0,1140.0,850.0,3960.0,2622.67,1868.75
69,Klaipeda,45.37,8.0,25.0,5.0,3.0,3.0,2.2,2.0,0.82,0.65,2.09,1.33,7.2,4.95,8.32,0.86,1.07,1.23,1.25,0.45,0.5,1.46,0.68,7.5,1.05,1.38,3.77,1.0,27.5,1.0,0.6,15.0,1.21,18000.0,18333.33,159.02,0.06,12.5,37.33,17.67,7.0,130.0,4078.33,83.33,38.75,85.0,126.67,328.57,222.5,550.0,336.67,1562.5,975.0,802.0
70,Padova,62.9,12.0,55.0,8.0,4.5,3.5,1.42,2.31,0.92,1.48,1.67,2.78,9.25,8.2,7.67,1.97,1.94,2.4,1.9,1.55,1.5,1.23,0.38,5.0,1.85,3.33,5.2,1.3,49.0,6.0,1.13,26.4,1.55,30000.0,20000.0,201.92,0.03,28.22,44.44,15.67,8.0,512.5,11000.0,65.44,26.43,80.7,95.8,533.33,458.57,1055.56,788.89,2342.0,1708.33,1391.25
71,Utrecht,76.08,16.0,70.0,8.0,5.0,4.95,3.21,2.79,0.95,1.18,2.04,2.64,11.48,8.5,16.15,2.23,1.96,1.56,2.59,1.45,1.35,1.06,0.86,6.5,1.17,1.83,7.0,2.76,90.0,5.0,2.3,36.0,1.67,23567.0,33857.12,199.36,0.16,35.82,28.14,23.64,12.0,1606.25,7266.67,104.16,39.0,93.0,127.81,1208.1,959.48,2122.62,1411.3,4655.44,3762.21,2432.74
72,Stuttgart,65.63,12.0,56.5,8.0,3.8,3.5,2.72,2.52,0.84,1.71,2.2,1.9,7.86,8.18,11.7,2.26,1.52,2.2,2.32,1.14,1.32,0.89,0.42,5.0,0.8,1.08,6.4,2.5,71.0,3.05,2.05,30.0,1.42,23000.0,22586.67,208.89,0.12,29.04,32.86,20.57,10.0,286.5,18116.67,77.92,33.0,78.67,104.78,880.0,712.67,1661.15,1241.3,6040.62,4150.0,2574.42
73,Cork,75.63,15.0,65.0,8.0,5.0,5.22,3.05,1.9,0.91,1.85,2.05,2.84,9.33,8.96,10.58,2.3,1.66,2.28,2.75,1.66,1.24,0.95,1.34,10.0,2.68,3.37,13.0,2.4,84.0,4.0,2.0,23.4,1.43,26500.0,27750.0,150.38,0.28,49.0,43.92,14.88,11.0,911.25,9000.0,74.0,35.45,80.0,91.48,1172.97,992.12,1907.14,1579.31,3058.33,2346.86,2227.64
74,Linz,72.77,14.0,60.0,8.0,4.2,4.2,3.25,2.92,1.12,1.94,2.28,2.49,10.47,12.16,17.88,2.74,1.64,2.93,2.24,1.17,1.54,1.6,0.55,10.0,1.36,1.37,5.2,2.3,45.3,5.0,1.23,25.0,1.22,21500.0,21200.0,186.03,0.06,27.95,50.5,20.0,11.0,331.43,9666.67,88.71,35.29,91.82,115.25,666.52,545.91,1367.62,997.14,4070.59,2994.12,1977.73
75,Corunna,52.95,10.0,40.0,7.0,2.5,2.0,1.63,1.91,0.8,1.38,1.2,2.4,6.88,6.25,11.0,1.57,1.85,1.32,1.93,1.23,1.17,1.07,0.65,5.0,1.33,2.45,5.0,1.25,33.0,4.0,1.32,20.5,1.32,20500.0,19750.0,111.71,0.14,39.92,34.67,7.67,7.35,311.67,6000.0,79.4,32.2,82.0,112.5,600.0,462.5,843.75,593.75,3500.0,2333.33,1233.2
76,Naples,61.44,10.0,50.0,7.0,3.0,3.0,1.2,1.39,1.2,1.11,1.57,2.32,12.38,8.12,15.43,1.68,1.59,1.64,1.57,1.07,1.12,0.87,0.56,5.0,1.34,2.31,5.5,1.2,40.0,4.5,1.02,22.5,1.57,22300.0,21300.0,169.1,0.19,31.0,44.32,19.83,8.0,301.43,5666.67,56.3,25.53,69.5,101.71,599.23,413.91,1046.0,729.55,3628.42,2105.0,1114.23
77,Valencia,51.28,9.5,40.0,7.0,2.0,3.0,1.61,1.59,0.65,0.82,0.87,1.65,9.29,6.22,11.33,1.64,1.36,1.07,1.59,0.86,1.2,0.89,0.41,4.0,0.79,1.35,5.25,1.5,42.0,4.0,1.08,19.75,1.29,18000.0,19355.56,125.42,0.18,36.65,30.1,12.58,8.0,469.09,6989.6,75.81,30.82,65.68,87.27,722.93,506.0,1089.06,743.85,2664.18,1510.0,1427.71
78,Savona,0.0,15.0,50.0,7.0,4.0,4.0,1.37,2.0,1.1,1.52,2.0,2.0,15.0,9.14,15.67,1.82,1.56,2.0,1.8,1.43,1.32,1.43,0.45,5.0,1.0,1.98,5.5,2.0,47.5,4.58,2.0,24.0,1.53,16000.0,16500.0,163.17,0.06,30.0,55.0,17.66,8.0,400.0,7200.0,77.5,32.0,71.67,96.0,600.0,466.67,1283.33,916.67,4333.33,3000.0,1400.0
79,Oulu,72.93,10.0,60.0,7.15,6.0,6.0,2.88,1.95,0.84,1.68,1.78,1.56,6.59,13.49,24.83,2.56,2.16,2.25,4.33,0.9,1.16,2.04,1.19,10.0,2.26,2.67,7.4,3.3,52.5,5.9,1.6,47.04,1.53,23502.86,24587.07,88.21,0.06,23.64,30.25,16.5,14.0,293.33,10000.0,81.75,28.12,80.0,99.0,535.0,424.44,950.0,732.22,3333.33,1825.0,2219.64
80,Leipzig,61.04,8.0,44.0,7.0,3.5,3.6,2.66,2.32,0.7,1.26,2.08,1.9,8.28,7.53,10.25,2.31,1.47,1.96,2.32,1.02,1.19,0.83,0.33,4.5,0.81,1.32,6.4,2.7,78.9,3.5,2.0,25.0,1.45,24000.0,23000.0,220.39,0.11,30.89,21.64,21.25,10.0,137.53,9320.0,84.6,30.9,81.08,90.56,518.53,402.24,1003.64,788.77,3483.33,2380.0,1533.29
81,Maastricht,70.9,15.0,65.0,8.0,5.0,3.75,2.91,2.32,0.81,1.09,1.82,2.31,10.06,8.41,15.32,2.28,1.92,1.43,2.39,1.32,1.23,1.03,0.71,6.0,1.06,1.68,7.0,3.4,100.0,7.5,2.1,40.0,1.61,25447.5,22000.0,133.29,0.14,37.22,32.7,10.0,9.0,1172.5,6150.0,77.86,37.5,92.5,110.62,952.82,706.25,1780.0,1278.57,4000.0,2000.0,2225.0
82,Leuven,73.0,15.0,60.0,8.0,4.0,3.5,2.96,2.23,1.18,1.85,1.91,2.75,11.5,7.8,15.25,3.17,2.89,3.17,3.49,0.9,1.46,1.07,1.07,6.0,0.81,2.22,6.0,3.0,39.0,7.5,4.0,40.0,1.46,22500.0,22900.0,131.97,0.1,46.85,30.67,11.67,11.0,456.67,13000.0,82.67,41.67,87.22,160.0,714.69,621.67,1204.17,1005.56,5833.33,2333.33,1876.88
83,Albacete,0.0,10.5,25.0,7.65,2.5,2.25,1.4,1.77,0.65,0.93,0.93,1.89,7.5,5.0,10.9,1.5,1.78,1.62,1.25,1.19,0.97,1.05,0.28,4.5,0.39,1.2,4.92,1.2,15.0,3.0,1.1,10.0,1.28,20000.0,19000.0,132.44,0.18,42.12,25.0,7.25,7.5,300.0,3722.0,74.5,24.5,70.0,90.0,516.67,425.0,700.0,566.67,2000.0,1500.0,1225.0
84,Tallinn,52.05,8.0,50.0,6.0,4.0,4.0,2.7,1.82,0.71,0.88,1.54,1.6,7.33,5.29,8.71,1.19,1.08,1.37,2.12,0.54,0.58,0.97,0.69,8.0,1.41,1.59,4.5,2.0,27.0,2.5,0.6,10.5,1.36,19000.0,18808.62,178.44,0.04,22.91,45.13,26.07,8.0,260.59,7620.29,74.32,31.83,69.51,92.19,541.44,377.55,884.72,630.95,2613.12,1845.91,1209.52
85,Kaunas,42.92,6.0,30.0,5.0,2.9,3.0,2.24,1.37,0.87,1.03,1.14,1.37,7.21,5.61,6.92,0.99,1.04,1.26,1.61,0.47,0.5,1.16,0.77,6.0,1.3,1.75,3.75,1.0,28.0,0.9,0.6,9.5,1.2,18750.0,18767.59,127.46,0.07,10.69,26.0,19.59,7.0,314.67,6257.14,71.04,30.05,73.96,97.3,365.6,260.4,627.27,415.22,2007.62,1261.36,809.12
86,Riga,48.32,7.0,40.0,5.0,3.0,2.3,2.54,0.97,0.91,0.89,1.49,1.77,6.47,5.26,7.62,1.13,1.29,1.45,1.75,0.47,0.48,1.09,0.66,6.0,1.09,1.46,3.92,1.15,50.0,2.13,0.7,8.0,1.28,18713.5,17916.09,183.45,0.09,16.34,33.64,21.27,8.0,358.8,12223.81,62.96,36.23,72.6,91.33,415.9,290.62,767.4,537.5,1988.89,1188.89,831.16
87,Barcelona,58.76,12.0,45.0,8.0,2.75,3.0,1.78,1.75,0.89,1.27,1.2,1.84,11.24,6.59,11.33,1.91,1.57,1.59,1.67,1.09,1.29,0.98,0.71,6.0,0.98,1.68,5.0,2.2,44.0,3.0,1.17,22.1,1.36,22000.0,21421.74,131.34,0.13,43.14,41.98,20.79,9.0,447.5,8081.0,76.13,27.08,79.76,95.49,963.57,733.26,1540.41,1087.5,4524.33,3142.59,1442.04
88,Waterford,69.6,15.0,50.0,8.72,5.0,4.6,2.94,1.4,0.91,1.15,1.36,2.53,7.45,8.02,8.8,2.06,1.48,2.34,2.3,1.37,1.19,0.9,0.82,8.5,2.12,2.83,12.85,2.45,65.0,3.8,1.14,24.0,1.43,27750.0,25500.0,178.48,0.24,51.5,43.75,18.33,9.62,665.33,7833.33,63.75,38.75,78.0,90.0,814.29,698.33,1175.0,1133.33,1500.0,1510.0,1840.0
89,Brussels,69.83,15.0,60.0,8.68,4.0,4.0,3.12,2.57,0.98,1.67,1.97,2.72,13.02,8.96,13.74,2.24,1.71,2.22,2.16,1.56,1.31,1.24,1.02,7.0,1.28,1.77,6.7,2.1,49.0,3.2,2.0,30.0,1.47,21250.0,21958.0,139.33,0.22,43.53,27.21,17.56,11.0,714.12,18557.14,76.5,35.46,78.33,116.11,845.87,698.97,1422.0,1190.0,3322.62,2576.19,2312.38
90,Bremen,62.37,10.0,50.0,7.0,3.5,2.9,2.75,1.9,0.68,1.26,2.28,1.79,8.39,8.26,10.39,2.44,1.49,1.88,2.34,1.0,1.25,0.84,0.37,4.99,0.82,1.34,6.4,2.8,66.15,3.5,2.1,28.2,1.44,23000.0,22633.33,243.92,0.13,31.76,23.08,13.33,8.0,359.25,21500.0,67.14,34.17,78.57,114.99,610.0,488.89,1269.0,816.67,3850.0,2500.0,1878.14
91,Bergamo,68.45,15.0,60.0,8.0,4.5,5.0,1.46,2.17,1.11,1.91,2.28,3.1,13.0,8.83,17.75,1.85,1.49,2.01,2.02,1.5,1.09,1.0,0.34,5.75,1.57,1.83,5.6,1.33,35.0,8.0,2.0,20.0,1.56,22000.0,26166.67,126.19,0.04,29.14,47.0,26.5,10.0,450.0,10666.67,96.88,34.36,71.4,98.75,568.75,427.78,1133.33,662.5,3875.0,2175.0,1462.83
92,Oviedo,0.0,9.0,41.5,8.0,2.2,2.4,1.41,1.92,0.81,0.6,1.23,1.48,9.5,6.78,9.65,1.68,1.58,1.5,2.56,1.25,1.25,1.06,0.66,7.5,0.83,1.84,5.0,1.2,40.0,3.65,0.95,19.3,1.28,19500.0,15250.0,91.14,0.09,47.22,36.0,4.5,8.0,296.67,7666.67,92.5,31.75,75.0,109.0,478.57,338.0,810.0,500.0,3375.0,1337.5,1466.67
93,Aachen,59.74,8.0,40.0,8.0,3.0,3.15,2.28,1.57,0.7,1.38,2.19,1.83,8.29,8.28,10.98,2.26,1.42,1.83,2.33,1.04,1.34,0.78,0.37,4.99,0.81,1.3,6.4,2.7,71.0,3.8,2.0,30.0,1.47,18044.5,19375.0,218.19,0.1,30.64,24.57,21.67,9.0,492.25,10520.0,70.5,33.55,70.0,95.62,547.86,414.55,1032.08,816.67,6140.98,2400.0,2255.56
94,Kosice,43.65,5.7,27.0,5.1,1.5,1.8,1.74,1.34,0.63,0.82,1.0,1.96,8.17,5.04,6.18,1.52,1.43,1.5,1.68,0.93,0.82,0.88,0.54,3.79,0.75,1.22,4.0,0.8,20.0,3.0,0.75,10.2,1.34,16880.0,18523.75,224.69,0.09,17.98,28.38,9.75,6.0,195.0,3000.0,50.0,27.49,56.88,66.66,480.0,372.22,715.62,537.5,1905.56,1463.33,806.15
95,Santander,0.0,12.0,37.5,7.0,2.5,3.5,1.8,1.82,0.8,0.96,0.98,1.81,10.5,6.55,15.5,2.13,1.93,1.37,2.1,0.96,1.18,0.8,0.53,5.0,1.13,1.53,5.0,1.3,34.5,2.25,1.15,20.45,1.29,20500.0,19333.33,131.15,0.31,45.67,41.25,9.0,7.05,250.0,12000.0,89.67,31.25,73.75,75.0,510.0,405.0,840.0,646.0,2333.33,1650.0,1537.5
96,Bilbao,63.66,12.0,50.0,8.0,2.75,3.0,1.52,2.09,1.03,1.2,1.0,2.13,17.25,6.6,14.33,1.98,1.65,1.68,2.07,1.45,1.36,1.0,0.58,5.0,1.13,2.07,5.55,1.5,40.0,4.25,1.0,26.45,1.31,19141.0,18746.67,154.0,0.2,46.5,48.75,12.0,8.0,397.5,3500.0,91.44,39.0,99.29,126.25,812.5,654.67,1246.43,928.54,4436.65,3100.0,1553.43
97,Dresden,64.26,8.0,40.0,7.19,3.15,3.5,2.65,2.69,0.7,1.24,2.24,1.89,8.4,8.67,11.06,2.33,1.49,1.88,2.36,1.0,1.33,0.84,0.36,4.99,0.79,1.2,6.4,2.4,61.4,3.9,2.25,27.0,1.39,19000.0,18996.67,388.69,0.1,35.08,23.85,18.0,10.0,190.0,9600.0,70.0,34.8,79.71,85.0,534.62,426.92,1266.67,771.11,3375.0,2750.0,2364.29
98,Kiel,62.5,7.75,40.0,8.0,3.65,2.7,2.7,2.52,0.68,1.18,2.23,1.8,8.55,8.07,10.4,2.27,1.49,1.85,2.33,1.0,1.34,0.69,0.33,4.99,0.82,1.15,6.4,2.6,59.95,3.4,1.95,30.0,1.47,20500.0,18500.0,247.58,0.1,34.12,38.75,20.0,12.0,340.0,14000.0,86.0,40.0,107.5,132.5,450.0,408.0,978.0,712.5,6166.67,2500.0,2912.5
99,Pamplona,0.0,10.5,37.5,7.0,3.0,3.5,1.3,1.46,0.7,1.05,0.7,2.19,11.5,5.92,11.0,1.55,1.5,1.26,1.55,0.88,0.78,1.0,0.8,6.0,0.6,1.2,5.0,1.35,30.0,4.0,0.95,20.45,1.29,21452.5,23000.0,94.54,0.09,42.86,34.5,8.0,7.05,351.25,8333.33,55.0,31.25,54.0,100.0,664.29,525.0,1000.0,790.0,3848.33,1800.0,1325.0
100,Genoa,70.57,15.0,50.0,8.0,5.0,4.0,1.26,2.47,1.39,1.81,1.98,3.6,17.0,7.31,17.6,2.02,1.79,1.98,2.5,1.25,1.2,1.38,0.5,7.0,1.53,1.8,5.5,1.5,46.0,5.0,1.25,30.0,1.64,23400.0,22000.0,138.55,0.18,27.46,47.5,23.33,8.25,580.0,9500.0,89.92,27.88,96.0,116.11,581.33,419.29,925.0,690.91,3192.86,1287.5,1374.44
101,Malaga,50.38,10.0,40.0,7.0,2.5,2.6,1.51,1.56,0.66,0.91,0.89,1.4,8.56,5.9,10.17,1.85,1.6,1.39,1.68,1.07,0.98,0.94,0.45,4.0,0.68,1.33,5.0,1.3,39.95,3.18,0.93,19.2,1.34,18000.0,22500.0,113.51,0.16,37.37,32.91,13.33,7.95,410.0,8600.0,63.14,27.5,61.75,74.15,704.35,509.09,1104.76,836.36,2983.33,1900.0,1289.92
102,Paris,85.3,15.0,52.5,9.0,7.0,6.0,3.5,3.01,1.22,1.65,2.01,3.59,19.24,13.58,21.94,3.05,2.23,2.87,3.07,2.04,2.43,1.34,1.02,8.0,1.96,2.42,10.0,1.9,75.0,5.0,1.5,40.0,1.59,23000.0,25600.0,167.21,0.22,28.0,45.31,20.6,11.0,851.83,13946.39,87.57,37.22,93.54,130.87,1194.71,870.66,2603.85,1745.0,11470.65,8715.52,2221.18
103,Ingolstadt,69.45,11.0,50.0,8.0,3.5,3.2,3.88,2.83,0.85,1.42,1.95,2.24,9.42,8.66,12.41,2.24,1.54,1.81,2.59,1.5,1.49,1.12,0.46,5.5,0.93,1.49,6.4,2.65,69.0,3.5,2.5,30.0,1.52,20532.5,19745.0,285.0,0.11,36.25,29.38,23.0,12.0,316.67,20000.0,93.33,46.67,87.5,138.33,697.5,592.5,1825.0,1202.5,5766.67,4333.33,2925.0
104,Darmstadt,61.8,10.0,35.0,8.0,3.62,3.75,2.42,2.2,0.7,1.27,2.26,1.76,7.95,8.74,10.4,2.34,1.54,1.85,2.29,1.38,1.29,0.76,0.37,4.99,0.79,1.21,6.4,2.45,48.0,3.5,2.0,33.0,1.68,18200.0,21000.0,159.43,0.1,33.33,34.67,31.0,13.5,286.67,11000.0,100.0,63.33,107.5,137.5,765.62,550.0,1391.67,951.0,5696.0,2648.0,3075.0
105,Marbella,0.0,8.81,30.0,7.0,2.2,3.0,1.45,1.34,0.71,0.8,0.9,1.59,8.0,6.0,10.95,1.47,1.56,0.98,1.3,0.82,0.91,0.69,0.54,3.75,0.54,1.2,5.0,1.2,18.18,2.5,0.94,19.8,1.33,20395.0,17833.33,108.24,0.1,29.86,48.67,26.67,7.0,301.25,6800.0,60.0,24.44,54.09,55.0,768.18,644.44,1487.5,1085.71,3625.0,2760.0,1380.0
106,Vilnius,43.62,7.0,40.0,5.0,3.0,3.0,2.16,1.5,0.86,0.95,1.36,1.56,7.2,4.76,6.63,0.95,1.03,1.18,1.44,0.42,0.56,1.0,0.67,6.0,1.12,1.49,3.95,1.0,29.0,1.13,0.6,8.0,1.2,17741.0,18145.0,122.34,0.1,10.68,28.53,19.37,7.25,359.77,7225.0,54.54,36.26,73.93,100.0,507.91,350.73,841.67,536.77,2693.82,1723.1,945.87
107,Cosenza,0.0,10.0,45.0,7.0,3.0,3.0,1.2,1.39,0.9,0.98,1.4,2.32,11.5,7.38,14.33,1.52,1.5,1.33,1.5,0.86,1.0,0.87,0.31,3.62,1.34,2.0,5.5,1.2,30.0,4.5,0.5,22.5,1.57,17000.0,19000.0,119.55,0.19,27.0,33.5,22.5,7.0,250.0,5666.67,55.0,20.67,69.5,78.33,330.0,245.0,575.0,497.5,1411.0,966.67,940.0
108,Graz,72.49,10.0,45.0,7.9,3.8,3.5,3.05,2.36,1.15,2.2,1.89,3.29,14.88,12.54,18.0,2.12,1.86,2.5,2.43,1.66,1.58,1.59,0.69,7.0,1.13,2.17,5.5,2.5,50.0,3.9,1.6,30.0,1.24,22490.0,24316.67,261.03,0.05,35.02,24.66,21.93,12.0,273.0,5127.33,90.5,28.97,83.62,119.69,589.26,440.75,1024.12,803.75,3691.79,2907.65,1911.25
109,Ljubljana,54.69,8.5,40.0,5.0,2.7,3.5,1.56,2.26,0.92,1.18,1.49,2.37,9.79,7.68,10.56,1.4,1.17,1.59,2.27,0.91,1.24,1.2,0.72,6.0,1.04,1.66,4.2,1.3,37.0,1.0,1.0,14.0,1.3,20000.0,19069.57,205.18,0.08,32.26,43.18,15.55,7.0,388.5,10992.86,65.53,28.77,78.08,89.54,597.31,464.62,1104.44,819.88,3754.05,2729.66,1184.69
110,Parma,70.83,20.0,60.0,8.5,4.5,4.0,1.48,2.33,1.2,1.62,1.88,2.05,14.56,8.5,13.5,1.57,1.73,1.7,1.6,0.8,0.73,0.7,0.76,5.0,1.88,2.75,5.35,1.5,39.24,5.5,1.6,35.0,1.59,25000.0,24000.0,172.92,0.1,30.77,52.5,31.67,10.0,525.0,8133.33,80.56,38.75,92.5,128.75,560.0,433.33,1075.0,787.5,3428.57,2050.0,1494.44
111,Innsbruck,73.94,12.5,60.0,7.9,3.5,3.75,2.86,2.91,1.12,2.56,2.22,3.06,15.83,10.0,15.0,2.32,1.86,2.7,2.26,1.3,1.63,1.01,0.64,8.0,1.18,1.37,5.5,2.8,54.0,6.5,2.0,30.0,1.29,21500.0,23172.5,223.94,0.1,34.75,39.42,19.4,11.5,346.19,4200.0,92.73,35.75,82.5,105.0,779.17,648.33,1527.27,1175.0,6114.44,4622.22,1892.42
