Type,Name,Address,Grade,District,AGA Division,PS/MC/UC,Full_Add,Lat,Lon
Travel Agents,LYCAFLY(PVT)LTD,"NO. 08, KINROSS AVENUE, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 08, KINROSS AVENUE, COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,YA TRADING INTERNATIONAL (PVT)LTD,"NO:187,WARD PLACE,COLOMBO 07",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:187,WARD PLACE,COLOMBO 07, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SPARTON TRAVELS (PVT) LTD,"NO.11,SHOPPINA COMPLEX ""C"" GREENS ROAD,NEGAMBO",,Gampaha,Negombo,Katana Divisional Secretariat,"NO.11,SHOPPINA COMPLEX ""C"" GREENS ROAD,NEGAMBO, Gampaha, Sri Lanka",80.0,7.13333
Travel Agents,MIWAMI HOLDINGS ( PVT ) LTD,"NO 171/1A KOSWATTA ROAD,KALAPALUWAWA,RAJAGIRIYA",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 171/1A KOSWATTA ROAD,KALAPALUWAWA,RAJAGIRIYA, Colombo, Sri Lanka",79.896217547,6.909504175
Travel Agents,THAMBILI ISLAND{PVT}LTD,"NO 49 1/2,COLOMBO ROAD,BORALESGAMUWA",,Colombo,Boralesgamuwa,Dehiwala Divisional Secretariat,"NO 49 1/2,COLOMBO ROAD,BORALESGAMUWA, Colombo, Sri Lanka",79.901702749,6.841059858
Travel Agents,ASIA LEISURE TRAVELS {PVT}LTD,"HOTEL TAJ SAMUDRA,25,GALLFACE CENTER ROAD,COLOMBO 3",,Colombo,Colombo,Colombo Divisional Secretariat,"HOTEL TAJ SAMUDRA,25,GALLFACE CENTER ROAD,COLOMBO 3, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,HEAVENLY VACATIONS{PVT}LTD,"BARBERYN REEF HOTEL LTD, MORAGALLA, BERUWALA",,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,"BARBERYN REEF HOTEL LTD, MORAGALLA, BERUWALA, Kalutara, Sri Lanka",79.982049,6.460387
Travel Agents,PARADISE VOYAGES{PVT}LTD,"91/1OLD QUARRY ROAD,MAUT LAVINIA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"91/1OLD QUARRY ROAD,MAUT LAVINIA, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SHUMS HOLIDAYS{PVT}LTD,"33A QUEENS ROAD,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"33A QUEENS ROAD,COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SERENE VACATIONS LANKA ( PVT ) LTD,"NO 46/1/8 MARINE CITY BUSINESS COMPLEX.STATION ROAD,DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"NO 46/1/8 MARINE CITY BUSINESS COMPLEX.STATION ROAD,DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,OLANKA TRAVELS (PVT) LTD,"87,DUTUGEMUNU ST.,KOLUBOWILA,DEHIWALA.",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"87,DUTUGEMUNU ST.,KOLUBOWILA,DEHIWALA., Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,NATURE LANKA TRAVELS & TOURS,"NO: 163/5/97/M,AWISSAWELLA ROAD,WELLAMPITIYA",,Colombo,Kuliyapitiya,Kolonnawa Divisional Secretariat,"NO: 163/5/97/M,AWISSAWELLA ROAD,WELLAMPITIYA, Colombo, Sri Lanka",79.896185528,6.93722362
Travel Agents,TOUR BLUE HOLDINGS PVT LTD,"NO.20/16,FIFE ROAD,COLOMBO 05.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.20/16,FIFE ROAD,COLOMBO 05., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,BLUESKY HOLIDAY TRAVEL{PVT}LTD,"NO.102/5,KITHULWATTA ROAD,BORELLA,COLOMBO 08",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO.102/5,KITHULWATTA ROAD,BORELLA,COLOMBO 08, Colombo, Sri Lanka",79.8775897733867,6.9148169552909
Travel Agents,SAPPHIRE TRAVELS AND TOURISM,"NO:59-3/2, 3/1, CITY CENTER,SEA STREET,COLOMBO 11",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:59-3/2, 3/1, CITY CENTER,SEA STREET,COLOMBO 11, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SURYA LANKA AYURVEDA HOLIDAYS,"75/1BARES PLACE,COLOMO 7",,Colombo,Colombo,Colombo Divisional Secretariat,"75/1BARES PLACE,COLOMO 7, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SAGAMI HOLYDAYS,"NO 126 C 1/1B, KEELS SUPER GROUND FLOOR ,HIGHLEVEL ROAD, NUGEGODA",,Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,"NO 126 C 1/1B, KEELS SUPER GROUND FLOOR ,HIGHLEVEL ROAD, NUGEGODA, Colombo, Sri Lanka",79.893438,6.877014
Travel Agents,SAFRAN TRAVELS ( PVT ) LTD,"F 43,PEOPLES PARK COMPIEX COLOMBO 11",,Colombo,Colombo,Colombo Divisional Secretariat,"F 43,PEOPLES PARK COMPIEX COLOMBO 11, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,COOL SRI LANKA TOURS & TRAVELS,"NO:1054/2 KUMARAGEWATTA,PANNIPITIYA ROAD,BATTARAMULLA",,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,"NO:1054/2 KUMARAGEWATTA,PANNIPITIYA ROAD,BATTARAMULLA, Colombo, Sri Lanka",79.913892,6.897711
Travel Agents,SUMMER INFINITIY (PVT)LTD,"NO: 411/27 A, ARTIGALA MAWATHA,SRI JAYAWARDENAPUARA ROAD,RAJAGIRIYA",,Colombo,Sri Jayawardenapura-Kotte,Battaramulla,"NO: 411/27 A, ARTIGALA MAWATHA,SRI JAYAWARDENAPUARA ROAD,RAJAGIRIYA, Colombo, Sri Lanka",79.896217547,6.909504175
Travel Agents,AMJL TOURS,"282/3 DEVALA ROAD,KALUWAMODARA ALUTHGAMA",,Colombo,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,"282/3 DEVALA ROAD,KALUWAMODARA ALUTHGAMA, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,BIN BAZ HOLIDAYS (PVT)LTD,"LEVEL 26 & 34 ,EAST TOWER, WORLD TRADE CENTER ,COLOMBO 1",,Colombo,Colombo,Colombo Divisional Secretariat,"LEVEL 26 & 34 ,EAST TOWER, WORLD TRADE CENTER ,COLOMBO 1, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SINO ASIA HOLIDAYS {PVT}LTD,"NO 40,VISAKA ROAD,COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 40,VISAKA ROAD,COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SENLANKA DESTINATIONS {PVT}LTD,"NO 1F AVISSAWELLA ROAD,WELLAMPITIYA",,Colombo,Kolonna Pradeshiya Sabha,Kolonnawa Divisional Secretariat,"NO 1F AVISSAWELLA ROAD,WELLAMPITIYA, Colombo, Sri Lanka",80.212594662,6.952232553
Travel Agents,WINGS FOR WORLD,"NEGOMBO PLAZA , NO: 393/17 , MAIN STREET , NEGOMBO",,Gampaha,Negombo,Negombo Divisional Secretariat,"NEGOMBO PLAZA , NO: 393/17 , MAIN STREET , NEGOMBO, Gampaha, Sri Lanka",79.843249,7.206416
Travel Agents,WIJAYA GEMS AND TOURS,"4TH FLOOR,NO.730,COLOMBO 03.",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"4TH FLOOR,NO.730,COLOMBO 03., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,A.Y.TRAVEL'S & TOURS,"46 B, 3/1,SYMOND ROAD, MARADANA, COLOMBO 10.",,Colombo,Colombo,Colombo West,"46 B, 3/1,SYMOND ROAD, MARADANA, COLOMBO 10., Colombo, Sri Lanka",79.8640038818121,6.92647202862442
Travel Agents,LUXURY TRAVEL LANKA,"UPPER FLOOR 10-1,DUTCH HOSPITAL BUILDING,HOSPITAL STREET,FORT,GALLE",,Galle,Galle,Galle Divisional Secretariat,"UPPER FLOOR 10-1,DUTCH HOSPITAL BUILDING,HOSPITAL STREET,FORT,GALLE, Galle, Sri Lanka",80.223192,6.043279
Travel Agents,FORTUNE LANKA TOURS AND TRAVELS {PVT}LTD,"NO. 623, 3/1, GALLE ROAD, MOUNT LAVINIA",,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,"NO. 623, 3/1, GALLE ROAD, MOUNT LAVINIA, Colombo, Sri Lanka",79.866418,6.842919
Travel Agents,MIDLAND TRAVELS (PVT) LTD,"2ND FLOOR,NO.14, 16TH LANE, COLOMBO 03.",,Colombo,Colombo,Colombo Divisional Secretariat,"2ND FLOOR,NO.14, 16TH LANE, COLOMBO 03., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,KARA TRAVELS & TOURS{PVT}LTD,"6.R.A.DE MEL MAWATHA,COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat,"6.R.A.DE MEL MAWATHA,COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SIDDIQUE TRAVELS & TOURS,"NO.94,MANNAR ROAD,PUTTALAM.",,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,"NO.94,MANNAR ROAD,PUTTALAM., Puttalam, Sri Lanka",79.83367,8.031354
Travel Agents,EMIRATES TRAVELS AND TOURS (PVT) LTD,"18,DE SILVA PLACE,RATMALANA.",,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,"18,DE SILVA PLACE,RATMALANA., Colombo, Sri Lanka",79.874891471,6.81773117
Travel Agents,HAMAS HAJJ TRAVELS,"NO 655/1B,AVISSAWELLA ROAD,WELLAMPITIYA",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 655/1B,AVISSAWELLA ROAD,WELLAMPITIYA, Colombo, Sri Lanka",80.212594662,6.952232553
Travel Agents,ELEPHANTLAND INTERNATIONAL TRAVELS{PVT}LTD,"NO. 27/14A, ROSMEAD PLACE, COLOMBO 07",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 27/14A, ROSMEAD PLACE, COLOMBO 07, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AYURVA TRAVELLER (PVT) LTD,"NO.275,2ND FLOOR,NAWALA ROAD,NAWALA.",,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat,"NO.275,2ND FLOOR,NAWALA ROAD,NAWALA., Colombo, Sri Lanka",79.887192082,6.886982359
Travel Agents,SAFARI LANKA TOURS-COLOMBO 06,NO 01 PERERA LANE WELLAWATTA COLOMBO 06,,Colombo,Colombo,Colombo Divisional Secretariat,"NO 01 PERERA LANE WELLAWATTA COLOMBO 06, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,BEST HOLIDAYS (PVT)LTD,141/7C (SECOND FLOOR) VAUXSHALL STREET COLOMBO 02,,Colombo,Colombo,Colombo Divisional Secretariat,"141/7C (SECOND FLOOR) VAUXSHALL STREET COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,VACATION PLANNERS (PVT) LTD,"NO.351/1,R. A. DE MEL MAWATHA, COLOMBO 03, SRI LANKA.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.351/1,R. A. DE MEL MAWATHA, COLOMBO 03, SRI LANKA., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,CEYLON BEACH TRAVELS.,"19/3, PIERIS ROAD, MOUNT LAVINIA.",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"19/3, PIERIS ROAD, MOUNT LAVINIA., Colombo, Sri Lanka",79.866418,6.842919
Travel Agents,LUCKY LIFE TRAVELS & TOURS (PVT) LTD.,"NO. 56/1, GALLE ROAD, DEHIWALA",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 56/1, GALLE ROAD, DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,HAWK TRAVELS (PVT) LTD,"20 1/2,REGENT FLATS, COLOMBO 02.",,Colombo,Colombo,Colombo Divisional Secretariat,"20 1/2,REGENT FLATS, COLOMBO 02., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,MANGO HOLIDAYS (PVT) LTD,"125/21, PETERSON LANE, COLOMBO 6.",,Colombo,Colombo,Colombo Divisional Secretariat,"125/21, PETERSON LANE, COLOMBO 6., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,ACTION LANKA.COM (PVT) LTD,"NO 366/3 RENDAPOLA,HORAGAHAKANDA LANE,THALANGAMA NORTH KOSWATTE.",,Colombo,Kotte Muncipal Council,Battaramulla,"NO 366/3 RENDAPOLA,HORAGAHAKANDA LANE,THALANGAMA NORTH KOSWATTE., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,DELAIR TRAVELS (PVT)LTD,"101,VINAYALANKARA MAWATHA COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat,"101,VINAYALANKARA MAWATHA COLOMBO 10, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,JIL TOUR LIMITED,"104,BANKSHALL STREET,COLOMBO 11.",,Colombo,Colombo,Colombo Divisional Secretariat,"104,BANKSHALL STREET,COLOMBO 11., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,RESPONSIBLE TRAVEL (PVT) LTD,"40E,NATIONAL HOUSING SCHEME,KIRIBATHGODA,KELANIYA.",,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,"40E,NATIONAL HOUSING SCHEME,KIRIBATHGODA,KELANIYA., Gampaha, Sri Lanka",79.914926,6.951178
Travel Agents,FAR HOLIDAYS (PVT) LTD,"NO. 124, PARK ROAD, COLOMBO 05",,Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,"NO. 124, PARK ROAD, COLOMBO 05, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,I CEYLON LIFESTYLE (PRIVATE) LIMITED,"202 A,SIR JAMES PEIRIS MAWATHA, COLOMBO 2.",,Colombo,Colombo,Colombo Divisional Secretariat,"202 A,SIR JAMES PEIRIS MAWATHA, COLOMBO 2., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,PEARL LANKA TOURS,"330/A,20TH MILE POST,KURANA,KATUNAYAKE.",,Gampaha,Seeduwa,Katana Divisional Secretariat,"330/A,20TH MILE POST,KURANA,KATUNAYAKE., Gampaha, Sri Lanka",79.87166754,7.156773068
Travel Agents,TRAVELWIND HOLIDAYS (PVT) LTD,"272 F,DEHIWALA-MAHARAGAMA ROAD,BELLANWILA, BORALASGAMUWA.",,Colombo,Dehiwala-Mount Lavinia,Kesbewa Divisional Secretariat,"272 F,DEHIWALA-MAHARAGAMA ROAD,BELLANWILA, BORALASGAMUWA., Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,SAVINTA LEISURE (PVT) LTD,"NO.395, GALLE ROAD, COLOMBO 03, SRI LANKA.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.395, GALLE ROAD, COLOMBO 03, SRI LANKA., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,ARALIYA HOLIDAYS (PVT) LTD,"ARALIYA GROUP CO-OPERATE OFFICE,NO.01-07,1ST FLOOR,LIBERTY PLAZA,CLOMBO 03.",,Colombo,Colombo,Colombo Divisional Secretariat,"ARALIYA GROUP CO-OPERATE OFFICE,NO.01-07,1ST FLOOR,LIBERTY PLAZA,CLOMBO 03., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SMILE LEISURE MANAGEMENT & TOUR SERVICE (PVT) LTD,"NO.22,6TH LANE,JAMBUGASMULLA MAWATHA,NUGEGODA.",,Colombo,Maharagama,Maharagama Divisional Secretariat,"NO.22,6TH LANE,JAMBUGASMULLA MAWATHA,NUGEGODA., Colombo, Sri Lanka",79.8928399756551,6.86780807791487
Travel Agents,SAHWAN TRAVELS & TOURS (PVT) LTD,"NO.106, BEACH ROAD, KATTANKUDY 06.",,Batticaloa,Kattankudy,Kattankudy Divisional Secretariat,"NO.106, BEACH ROAD, KATTANKUDY 06., Batticaloa, Sri Lanka",81.7289675306529,7.68048612057532
Travel Agents,SEYLAN ADVENTURES (PVT) LTD,"NO. THE KING BUILDING -67, 4/4, BANDARANAYAKA MAWATHA, COLOMBO 12.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. THE KING BUILDING -67, 4/4, BANDARANAYAKA MAWATHA, COLOMBO 12., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AL JANNAH TRAVELS & TOURS (PVT) LTD,"NO.10/1/2,STATION ROAD,MORATUWA.",,Colombo,Moratuwa,Moratuwa Divisional Secretariat,"NO.10/1/2,STATION ROAD,MORATUWA., Colombo, Sri Lanka",79.888881,6.790527
Travel Agents,AGFORT ASIA (PVT) LTD,"NO.9B1, OLD QUARRY ROAD, MT LAVINIA.",,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,"NO.9B1, OLD QUARRY ROAD, MT LAVINIA., Colombo, Sri Lanka",79.867435852,6.833082021
Travel Agents,IDEAL GETAWAYS (PVT) LTD,"14 M, MOOR ROAD, COLOMBO 06.",,Colombo,Colombo,Colombo Divisional Secretariat,"14 M, MOOR ROAD, COLOMBO 06., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SITA WORLD TRAVEL LANKA (PVT) LTD,"NO.118C, BARNES PLACE, COLOMBO 07.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.118C, BARNES PLACE, COLOMBO 07., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,LUYOU LANKA TOURS (PVT) LTD,"NO.431 A2, PITAKOTTE, KOTTE.",,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,"NO.431 A2, PITAKOTTE, KOTTE., Colombo, Sri Lanka",79.909164319,6.903166337
Travel Agents,ASIAN ESCAPES (PVT) LTD,"NO.22/16, WIJESEKARA MAWATHA, MIRIHANA, NUGEGODA.",,Colombo,Maharagama,Maharagama Divisional Secretariat,"NO.22/16, WIJESEKARA MAWATHA, MIRIHANA, NUGEGODA., Colombo, Sri Lanka",79.893438,6.877014
Travel Agents,TGL TRAVELS & TOURS (PVT) LTD,"NO.90, CHATHAM STREET, COLOMBO 01.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.90, CHATHAM STREET, COLOMBO 01., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AL ZIYAARA TOURS AND TRAVELS (PVT) LTD,"118/2,COLOMBO ROAD,MAHAMODARA,GALLE.",,Galle,Galle,Galle Divisional Secretariat,"118/2,COLOMBO ROAD,MAHAMODARA,GALLE., Galle, Sri Lanka",80.2013240195811,6.04170673409428
Travel Agents,TRAVEL OUTLOOK (PVT) LTD,"NO.98, PAMANKADA ROAD, COLOMBO 06.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.98, PAMANKADA ROAD, COLOMBO 06., Colombo, Sri Lanka",79.8695717286319,6.87735653632839
Travel Agents,ENCOUNTER LANKA TOURS (PVT) LTD,"NO. 16, 2ND LANE, NAWALA, RAJAGIRIYA",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 16, 2ND LANE, NAWALA, RAJAGIRIYA, Colombo, Sri Lanka",79.896217547,6.909504175
Travel Agents,EXPLORE THE WONDERS (PVT) LTD,"NO.424/2B, GALLE ROAD, COLOMBO 03.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.424/2B, GALLE ROAD, COLOMBO 03., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,KAYA VOYAGES (PVT) LTD,"NO.246,PARK ROAD,COLOMBO 05",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO.246,PARK ROAD,COLOMBO 05, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,PELA HOLIDAYS (PVT) LTD,"NO.327, 2ND FLOOR, CEYESTA HOUSE, GALLE ROAD, COLOMBO 03.",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO.327, 2ND FLOOR, CEYESTA HOUSE, GALLE ROAD, COLOMBO 03., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,CLOVER LANKA TRAVEL (PVT) LTD,"NO.1586/1/1,KOTTE ROAD,RAJAGIRIYA.",,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,"NO.1586/1/1,KOTTE ROAD,RAJAGIRIYA., Colombo, Sri Lanka",79.896217547,6.909504175
Travel Agents,AL-QIMMAH TOURS & TRAVELS (PVT) LTD,"M.P.C.S ROAD,MAWADICHENAI,VALAICHENAI,SRI LANKA.",,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,"M.P.C.S ROAD,MAWADICHENAI,VALAICHENAI,SRI LANKA., Batticaloa, Sri Lanka",81.33333,7.83333
Travel Agents,A4 TOURS,"NO.636,COLOMBO ROAD,LIYANAGEMULLA,SEEDUWA.",,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat,"NO.636,COLOMBO ROAD,LIYANAGEMULLA,SEEDUWA., Gampaha, Sri Lanka",79.876243388,7.13117577
Travel Agents,BEYOND BOUNDARIES & YOUR HOLIDAY SPECIALIST,"NO.30,REALITY PLAZA,NAIWALA,WEYANGODA.",,Gampaha,Minuwangoda Pradeshiya Sabha,Attanagalla Divisional Secretariat,"NO.30,REALITY PLAZA,NAIWALA,WEYANGODA., Gampaha, Sri Lanka",80.030899979,7.159373661
Travel Agents,ABDULLAH TRAVELS & TOURS PVT LTD,"NO.28/1,KAHAWATTE,AMBATENNA.",,Ratnapura,Ratnapura,Ratmalana Divisional Secretariat,"NO.28/1,KAHAWATTE,AMBATENNA., Ratnapura, Sri Lanka",80.573264938,6.58317518
Travel Agents,G.G HAPPY TOUR,"YADDEHIMULLA ROAD,UNAWATUNA",,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,"YADDEHIMULLA ROAD,UNAWATUNA, Galle, Sri Lanka",80.2474835794419,6.0201774407775
Travel Agents,LETU TRAVELS (PVT) LTD,"NO. 34-8/4, EBENEZER PLACE, DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,"NO. 34-8/4, EBENEZER PLACE, DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,ILMA HAJJ SERVICE & TRAVEL OPERATORS,"82-1/1, GALLE ROAD, BAMBALAPITIYA, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat,"82-1/1, GALLE ROAD, BAMBALAPITIYA, COLOMBO 04, Colombo, Sri Lanka",79.8552362434566,6.89529655366947
Travel Agents,CEYLON JOY INTERNATIONAL (PVT) LTD,"NO.320,DUPLICATION ROAD, COLOMBO-03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.320,DUPLICATION ROAD, COLOMBO-03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,MARIYAM HAJJ-UMRA TRAVELS & TOURS,"NO.145,MAL 13TH ROAD,MALAYADI GIRAMAM 02,SAMMANTHURAI.",,Ampara,Ampara,Samanthurai Divisional Secretariat,"NO.145,MAL 13TH ROAD,MALAYADI GIRAMAM 02,SAMMANTHURAI., Ampara, Sri Lanka",81.75,7.08333
Travel Agents,SAS TRAVELS AND TOURS (PVT) LTD,"LEVEL-M,NO.26,VAJIRA ROAD,COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat,"LEVEL-M,NO.26,VAJIRA ROAD,COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,BOOKINGMART HOLIDAYS (PVT) LTD,"NO.81,HINNIYAPPUHAMY MAWATHA,COLOMBO 13.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.81,HINNIYAPPUHAMY MAWATHA,COLOMBO 13., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,MERIDIAN ESCAPES (PVT) LTD,"NO.532/3,MADIWELA ROAD,THALAWATHUGODA",,Colombo,Maharagama,Maharagama Divisional Secretariat,"NO.532/3,MADIWELA ROAD,THALAWATHUGODA, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,THE TRAVEL CAFE (PVT) LTD,"NO.85/23,JAWATTE GARDENS,COLOMBO 05",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO.85/23,JAWATTE GARDENS,COLOMBO 05, Colombo, Sri Lanka",79.8672135639936,6.89154821892305
Travel Agents,WISHBONE INNOVATIONS (PVT) LTD,"NO.75,1ST FLOOR,COTTA ROAD,BORELLA,COLOMBO 08",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.75,1ST FLOOR,COTTA ROAD,BORELLA,COLOMBO 08, Colombo, Sri Lanka",79.8775897733867,6.9148169552909
Travel Agents,EIGEN WEG TRAVELS AND TOURS (PVT) LTD,"NO.67/1/1,GALLE ROAD,DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"NO.67/1/1,GALLE ROAD,DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,YARA TRAVELS (PVT) LTD,"1ST FLOOR,TFC BUILDING,MAIN STREET,AKKARAIPATTU.",,Ampara,Ampara,Ampara Divisional Secretariat,"1ST FLOOR,TFC BUILDING,MAIN STREET,AKKARAIPATTU., Ampara, Sri Lanka",81.849685879,7.218416352
Travel Agents,LANKA CULTURE & TRAVELS (PVT) LTD,"LEVEL 13, EAST TOWER, WORLD TRADE CENTER, COLOMBO 1",,Colombo,Colombo,Colombo Divisional Secretariat,"LEVEL 13, EAST TOWER, WORLD TRADE CENTER, COLOMBO 1, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,KATTANKUDY MOSQUES FEDERATION HAJ TRAVELS AND TOURS,"NO.01,METTAIPALLY ROAD,KATTANKUDY-03.",,Batticaloa,Kattankudy,Kattankudy Divisional Secretariat,"NO.01,METTAIPALLY ROAD,KATTANKUDY-03., Batticaloa, Sri Lanka",81.7289675306529,7.68048612057532
Travel Agents,MAIKA HOLIDAY,"NO.106,CHILAW ROAD,NEGOMBO.",,Gampaha,Negombo,Negombo Divisional Secretariat,"NO.106,CHILAW ROAD,NEGOMBO., Gampaha, Sri Lanka",79.843249,7.206416
Travel Agents,TRAVEL LANKA JOURNEYS (PVT) LTD,"NO.1630/4,S.W.PERERA MAWATHA,COTTAH ROAD,RAJAGIRIYA.",,Colombo,Sri Jayawardenapura-Kotte,Kotte Divisional Secretariat,"NO.1630/4,S.W.PERERA MAWATHA,COTTAH ROAD,RAJAGIRIYA., Colombo, Sri Lanka",79.896217547,6.909504175
Travel Agents,AVANT LEISURE HOLIDAYS (PRIVATE) LIMITED,"NO.63,SINHAPURA,BATTARAMULLA.",,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,"NO.63,SINHAPURA,BATTARAMULLA., Colombo, Sri Lanka",79.913892,6.897711
Travel Agents,PLEDGE HOLIDAYS PVT LTD,"NO.86,COLOMBO ROAD,KATUNAYAKE.",,Gampaha,Negombo,Negombo Divisional Secretariat,"NO.86,COLOMBO ROAD,KATUNAYAKE., Gampaha, Sri Lanka",79.87166754,7.156773068
Travel Agents,TRAVEL MISSION (PVT) LTD,"NO;21 DEAL PLACE, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO;21 DEAL PLACE, COLOMBO 03, Colombo, Sri Lanka",,
