Type,Name,Address,Grade,District,AGA Division,PS/MC/UC,Full_Add,Lat,Lon
Restaurants,E.T.S. FOODS,"NO. 21, DE VOS AVENUE, COLOMBO 04",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO. 21, DE VOS AVENUE, COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,EAT ME CHINESEE RESTAURANT,"162,PERADENIYA ROAD,KANDY",A,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,"162,PERADENIYA ROAD,KANDY, Kandy, Sri Lanka",80.625828,7.295044
Restaurants,GREEN GARDEN CHAINSSE RESTAURANT,"NO.1491 N,WEERAGALA BUILDING,KOTTAWA ROAD,PANNIPITIYA",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO.1491 N,WEERAGALA BUILDING,KOTTAWA ROAD,PANNIPITIYA, Colombo, Sri Lanka",79.9652344733477,6.8413884190132
Restaurants,GREEN VIEW CHAINESE RESTAURANT,"ELLA JUNCTION,HAPUTHALE ROAD,WELLAWAYA",A,Moneragala,Matara,Wellawaya Divisional Secretariat,"ELLA JUNCTION,HAPUTHALE ROAD,WELLAWAYA, Moneragala, Sri Lanka",81.101835882,6.731780406
Restaurants,GOODIES KITCHEN,"151/C,TEMPLERS RAOD,MOUNT LAVINIA",A,Colombo,Colombo,Ratmalana Divisional Secretariat,"151/C,TEMPLERS RAOD,MOUNT LAVINIA, Colombo, Sri Lanka",79.866418,6.842919
Restaurants,FARM HOUSE RESTAURANT,"NO.341,GALLE ROAD,HIKKADUWA",A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,"NO.341,GALLE ROAD,HIKKADUWA, Galle, Sri Lanka",80.223192,6.043279
Restaurants,FLORA REGION RESTAURANT,"NO.1/71,MONARAGALA ROAD,WELLAWAYA",A,Moneragala,Weeraketiya Pradeshiya Sabha,Wellawaya Divisional Secretariat,"NO.1/71,MONARAGALA ROAD,WELLAWAYA, Moneragala, Sri Lanka",81.101835882,6.731780406
Restaurants,GIHANS CHINESEE RESTAURANT,"656 A,HIGH LEVAL RAOD,GANGODAVILA,NUGEGODA",A,Colombo,Colombo,Kotte Divisional Secretariat,"656 A,HIGH LEVAL RAOD,GANGODAVILA,NUGEGODA, Colombo, Sri Lanka",79.893438,6.877014
Restaurants,FLOWER DRUM RESTAURANT,"418,PANNIPITIYA ROAD,PELAWATTE,BATTARAMULLA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,"418,PANNIPITIYA ROAD,PELAWATTE,BATTARAMULLA, Colombo, Sri Lanka",79.913892,6.897711
Restaurants,FLOWER CITY CHINESE GUEST HOUSE AND RESTAURANT,"NO.26,T.G JAWARDHANA MW COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO.26,T.G JAWARDHANA MW COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,FLOWER DRUM,"NO.26,THURSTON ROAD,COLOMBO03",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO.26,THURSTON ROAD,COLOMBO03, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,MANGALA RECEPTION HALL & CHINESE RESTAURANT,"NO. 329, ""MUNASINGHE MAHAL"", MAKOLA ROAD, KIRIBATHGODA",A,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,"NO. 329, ""MUNASINGHE MAHAL"", MAKOLA ROAD, KIRIBATHGODA, Gampaha, Sri Lanka",79.927390767,6.978059805
Restaurants,GOLDEN MAID CHINESE RESTAURANT,"352,BASELINE ROAD,COLOMBO 9",A,Colombo,Colombo,Colombo Divisional Secretariat,"352,BASELINE ROAD,COLOMBO 9, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,MAKRIN RESTAURANT AND BAKERY,"NO. 798, HORANA ROAD, BORALESGAMUWA",A,Colombo,Boralesgamuwa,Colombo Divisional Secretariat,"NO. 798, HORANA ROAD, BORALESGAMUWA, Colombo, Sri Lanka",79.901702749,6.841059858
Restaurants,PUBS N PLACES -THE SHORE BY O,"43/14,OFF COLLEGE AVENUE,MOUNT LAVINIA",A,Colombo,Colombo,Dehiwala Divisional Secretariat,"43/14,OFF COLLEGE AVENUE,MOUNT LAVINIA, Colombo, Sri Lanka",79.866418,6.842919
Restaurants,HESHAN RESTAURANT,"178/1 MAHABAGE ROAD,RAGAMA",B,Gampaha,Gampaha,Wattala Divisional Secretariat,"178/1 MAHABAGE ROAD,RAGAMA, Gampaha, Sri Lanka",79.916392,7.031163
Restaurants,FOOD LIFE CONCEPTS,"27A,ANAGARIKA DHARMAPALA MW,KANDY.",A,Kandy,Kandy,Gagawata,"27A,ANAGARIKA DHARMAPALA MW,KANDY., Kandy, Sri Lanka",80.625828,7.295044
Restaurants,NEW MAY FLOWER RESTAURANT,"NO. 5/1/1, OLD KESBAWA ROAD, NUGEGODA",A,Colombo,Kotte Muncipal Council,Sri jayawadanapura,"NO. 5/1/1, OLD KESBAWA ROAD, NUGEGODA, Colombo, Sri Lanka",79.893438,6.877014
Restaurants,METHRA RESTAURANT,"NO. 179, STANLEY THILAKARATHNA MAWATHA, NUGEGODA",A,Colombo,Kotte Muncipal Council,Sri jayawadanapura,"NO. 179, STANLEY THILAKARATHNA MAWATHA, NUGEGODA, Colombo, Sri Lanka",79.893438,6.877014
Restaurants,FLOWER SONG RESTAURANT,"137,KOTUGODELLA VIDIYA,KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat,"137,KOTUGODELLA VIDIYA,KANDY, Kandy, Sri Lanka",80.625828,7.295044
Restaurants,MALWARSHA TOURIST RESTAURANT,"NO. 245, MALWARUSHAWA, DEHIOWITA",B,Kegalle,Dehiowita Pradeshiya Sabha,Dehiovita Divisional Secretariat,"NO. 245, MALWARUSHAWA, DEHIOWITA, Kegalle, Sri Lanka",80.265916558,6.966559764
Restaurants,FREE TOWN RESTAURANT,"NO.05,NEW BUS STAND,A-PURA",B,Anuradhapura,Anuradhapura,Anuradhapura East,"NO.05,NEW BUS STAND,A-PURA, Anuradhapura, Sri Lanka",80.5,8.33333
Restaurants,HAUS ATHULA RESTAURANT,"149 GALLE ROAD,BENTOTA",A,Galle,Galle,Benthota Divisional Secretariat,"149 GALLE ROAD,BENTOTA, Galle, Sri Lanka",80.223192,6.043279
Restaurants,HARITHA RESTAURANT,"86/3A,HIGH LEVAL ROAD,THUNNANA,HANWELLA.",A,Colombo,Colombo,Hanwella,"86/3A,HIGH LEVAL ROAD,THUNNANA,HANWELLA., Colombo, Sri Lanka",80.081710573,6.908836328
Restaurants,JU CHUN YAN CHINESE RESTAURANT,"NO 450 B,R.A DE MEL MAWATHA,KOLLUPITIYA,COLOMBO-03",B,Colombo,Colombo,Colombo Divisional Secretariat,"NO 450 B,R.A DE MEL MAWATHA,KOLLUPITIYA,COLOMBO-03, Colombo, Sri Lanka",79.8508125264198,6.91352637647471
Restaurants,HANGAR BAR,"NO.62D , AT DEPARTURE/TRANSIT AREA,BIA KATUNAYAKE",A,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,"NO.62D , AT DEPARTURE/TRANSIT AREA,BIA KATUNAYAKE, Gampaha, Sri Lanka",79.87166754,7.156773068
Restaurants,FINGARA TOWN & COUNTRY CLUB,"NO. 50/21, OLD KESBEWA ROAD, RATHTHANAPITIYA, BORALESGAMUWA",A,Colombo,Boralesgamuwa,Kesbewa Divisional Secretariat,"NO. 50/21, OLD KESBEWA ROAD, RATHTHANAPITIYA, BORALESGAMUWA, Colombo, Sri Lanka",79.940788569,6.795683175
Restaurants,JOLLY RESTAURANT,"NO.27,PALALY ROAD,THIRUNELVELLY,JAFFNA.",A,Jaffna,Jaffna,Jaffna Divisional Secretariat,"NO.27,PALALY ROAD,THIRUNELVELLY,JAFFNA., Jaffna, Sri Lanka",80.009171823,9.664925571
Restaurants,HAN GOOK GWAN- KOREAN RESTAURANT,"NO.25,HAVELOCK ROAD,COLOMBO 5",B,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO.25,HAVELOCK ROAD,COLOMBO 5, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,MLESNA TEA CASTLE,"NUWARA ELIYA ROAD, PATHANA, TALAWAKELE",A,Nuwara Eliya,Kandy,Yatinuwara Divisional Secretariat,"NUWARA ELIYA ROAD, PATHANA, TALAWAKELE, Nuwara Eliya, Sri Lanka",80.788197,6.960166
Restaurants,HALCYON BEACH,"NO.11,PORUTHOTA ROAD,NEGOMBO",A,Gampaha,Gampaha,Negombo Divisional Secretariat,"NO.11,PORUTHOTA ROAD,NEGOMBO, Gampaha, Sri Lanka",79.843249,7.206416
Restaurants,JANAKALA AVANHALA,"JANAKALA AVANHALA,KANDY ROAD,KURUNEGALA",A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,"JANAKALA AVANHALA,KANDY ROAD,KURUNEGALA, Kurunegala, Sri Lanka",80.366868,7.486218
Restaurants,H.S.RESTAURANT,"NO.103,COLOMBO ROAD,KANDANA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat,"NO.103,COLOMBO ROAD,KANDANA, Gampaha, Sri Lanka",79.894797,7.053406
Restaurants,J.N.A RESTAURANT AND BAR,"NO.26,KANDY ROAD,KIRIBATHGODA,KELANIYA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat,"NO.26,KANDY ROAD,KIRIBATHGODA,KELANIYA, Gampaha, Sri Lanka",79.914926,6.951178
Restaurants,J.L.H.BEACH RESTAURANT,"382/1,GALLE ROAD,HIKKADUWA",A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,"382/1,GALLE ROAD,HIKKADUWA, Galle, Sri Lanka",80.223192,6.043279
Restaurants,MOON RIVER CHINESE SEA FOOD RESTAURANT,"NO. 140, THIMBIRIGASYAYA ROAD, COLOMBO 05",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 140, THIMBIRIGASYAYA ROAD, COLOMBO 05, Colombo, Sri Lanka",79.8696080222726,6.89790460161294
Restaurants,MOSHI MOSHI INTERNATIONAL,"NO. 594/2, GALLE ROAD, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 594/2, GALLE ROAD, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,MLESNA TEA FORTRESS RESTAURANT,"NO. 445, COLOMBO ROAD, KIRIBATHKUMBURA",A,Kandy,Yatinuwara Pradeshiya Sabha,Yatinuwara Divisional Secretariat,"NO. 445, COLOMBO ROAD, KIRIBATHKUMBURA, Kandy, Sri Lanka",80.01667,6.86667
Restaurants,NANKING DELIGHTS CHINESE RESTAURANT,"NO. 885/1A & NO. 885 1/1D, BUTHGAMUWA ROAD, GOTHATUWA, NEWTOWN",A,Colombo,Kotikawatta Mulleriyawa Pradeshiya Sabha,Kolonnawa Divisional Secretariat,"NO. 885/1A & NO. 885 1/1D, BUTHGAMUWA ROAD, GOTHATUWA, NEWTOWN, Colombo, Sri Lanka",79.906060332,6.929658025
Restaurants,NEBULA GARDENS,"NO. 88/1, WELIPENNA ROAD, ALUTHGAMA",B,Galle,Aluthgama,Aluthgama,"NO. 88/1, WELIPENNA ROAD, ALUTHGAMA, Galle, Sri Lanka",80.29806,6.25361
Restaurants,NETHMINA RESTAURANT,"NO. 31/1, DENIYAYA ROAD, AKURESSA",B,Matara,Akuressa Pradeshiya Sabha,Akuressa Divisional Secretariat,"NO. 31/1, DENIYAYA ROAD, AKURESSA, Matara, Sri Lanka",80.560617987,6.342563726
Restaurants,PUBS AND PLACES - PANADURA,"NO. 549, GALLE ROAD, PANADURA",A,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,"NO. 549, GALLE ROAD, PANADURA, Kalutara, Sri Lanka",79.910472,6.714417
Restaurants,NEW CITY RESTAURANT,"NO. 121, D.S. DE.S. JAYASINGHE MAWATHA, KOHUWALA",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 121, D.S. DE.S. JAYASINGHE MAWATHA, KOHUWALA, Colombo, Sri Lanka",79.884735262,6.867054459
Restaurants,NEW SIGIRI RESTAURANT,"EHALAGALA, SIGIRIYA",A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,"EHALAGALA, SIGIRIYA, Matale, Sri Lanka",80.746205,7.942106
Restaurants,NEW SUNSHINE RESTAURANT,"NO. 437, KANDY ROAD, KELANIYA",A,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,"NO. 437, KANDY ROAD, KELANIYA, Gampaha, Sri Lanka",79.914926,6.951178
Restaurants,NEW THISARA CHINESE RESTAURANT,"NO. 22, OLD ROAD, PANNIPITIYA",A,Colombo,Maharagama,Colombo Divisional Secretariat,"NO. 22, OLD ROAD, PANNIPITIYA, Colombo, Sri Lanka",79.945297,6.834129
Restaurants,NICAS RESTAURANT & BAR,"NO. 361, YAKKALA ROAD, BANDARAWATTA, GAMPAHA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat,"NO. 361, YAKKALA ROAD, BANDARAWATTA, GAMPAHA, Gampaha, Sri Lanka",80.033486048,7.085934943
Restaurants,KUDOS RESTAURANT & BAR,"206,HAVELOCK ROAD,COLOMBO-5",A,Colombo,Colombo,Colombo Divisional Secretariat,"206,HAVELOCK ROAD,COLOMBO-5, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,NILAVELI VILLAGE RESTAURANT,"WARD NO.3, GOPALAPURAM, NILAVELI",A,Trincomalee,Trincomalee,Kuchchaveli Divisional Secretariat,"WARD NO.3, GOPALAPURAM, NILAVELI, Trincomalee, Sri Lanka",81.191931618,8.681333816
Restaurants,NIMANSALA RESTAURANT,"NO. 784, HIGH LEVEL ROAD, PANAGODA, HOMAGAMA",A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,"NO. 784, HIGH LEVEL ROAD, PANAGODA, HOMAGAMA, Colombo, Sri Lanka",80.005841693,6.84848797
Restaurants,KOUCHI JAPANESE RESAURANT,"265,NEW KANDY RD,KOSSWATTA,BATTARAMULLA",A,Colombo,Colombo,Colombo Divisional Secretariat,"265,NEW KANDY RD,KOSSWATTA,BATTARAMULLA, Colombo, Sri Lanka",79.913892,6.897711
Restaurants,NIPUNA RESTAURANT,"NO. 57, MAIN STREET, KEGALLE",A,Kegalle,Kegalle,Kegalle Divisional Secretariat,"NO. 57, MAIN STREET, KEGALLE, Kegalle, Sri Lanka",80.34513535,7.25319971
Restaurants,NIRMALA RESTAURANT,"SRI JAYAWARDENAPURA ROAD, DELDUWA, WADDUWA.",A,Kalutara,Kalutara Pradeshiya Sabha,Wadduwa,"SRI JAYAWARDENAPURA ROAD, DELDUWA, WADDUWA., Kalutara, Sri Lanka",79.930510176,6.663972844
Restaurants,PUBS AND PLACES - AMBALANGODA,"NO. 281, MAIN STREET, AMBALANGODA",A,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,"NO. 281, MAIN STREET, AMBALANGODA, Galle, Sri Lanka",80.062884,6.209759
Restaurants,KINJOU CHINESE RESTAURANT,"33,AMARASEKARA MW,COLOMBO-05",A,Colombo,Colombo,Colombo Divisional Secretariat,"33,AMARASEKARA MW,COLOMBO-05, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,KINGS COURT TOURIST RESORT,"THURUVIYANA,PARABAVILA,POTHUHERA",A,Kurunegala,Polgahawela Pradeshiya Sabha,Polgahawela Divisional Secretariat,"THURUVIYANA,PARABAVILA,POTHUHERA, Kurunegala, Sri Lanka",80.328246066,7.419800251
Restaurants,KING PRAWN RESTAURANT,"630.PRINCE OF WALES AVENUE,COLOMBO14",A,Colombo,Colombo,Colombo Divisional Secretariat,"630.PRINCE OF WALES AVENUE,COLOMBO14, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,RAFFLERS RESTAURANT,"NO.35,BAGATALE ROAD,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO.35,BAGATALE ROAD,COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,PARADISE ROAD THE GALLERY CAFE,"NO,02,ALFRED HOUSE ROAD,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO,02,ALFRED HOUSE ROAD,COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,NEW PARADISE TOURIST RESTAURANT,"UTHUWANKANDA, MAWANELLA",A,Kegalle,Kegalle,Mawanella Divisional Secretariat,"UTHUWANKANDA, MAWANELLA, Kegalle, Sri Lanka",80.387154,7.268821
Restaurants,SINHARA & COMPANY,"NO. 340, GALLE ROAD, RATMALANA",A,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,"NO. 340, GALLE ROAD, RATMALANA, Colombo, Sri Lanka",79.874891471,6.81773117
Restaurants,THE CINNAMON HOLIDAY RESORT,"ELPITIYA ROAD,URUGASMANHANDIYA.",A,Galle,Galle,Karandeniya Divisional Secretariat,"ELPITIYA ROAD,URUGASMANHANDIYA., Galle, Sri Lanka",80.161904767,6.291884875
Restaurants,NOBEL RESTAURANT,"NO. 100/12, PORUTOTA ROAD, PALANGATURAI, KOCHCHIKADE",B,Gampaha,Gampaha,Gampaha Divisional Secretariat,"NO. 100/12, PORUTOTA ROAD, PALANGATURAI, KOCHCHIKADE, Gampaha, Sri Lanka",79.84789,7.252517
Restaurants,RANGOON RESTAURANT,"NO. 298, GALLE ROAD, ALUTHGAMA",B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,"NO. 298, GALLE ROAD, ALUTHGAMA, Kalutara, Sri Lanka",79.998898543,6.43264941
Restaurants,RAVI RESTAURANT,"NO.39,ST.ANNE'S ROAD,CHUNDIKULI,JAFFNA",A,Jaffna,Jaffna,Jaffna Divisional Secretariat,"NO.39,ST.ANNE'S ROAD,CHUNDIKULI,JAFFNA, Jaffna, Sri Lanka",80.009171823,9.664925571
Restaurants,RAMPART RESTAURANT,"NO. 31, RAMPART STREET, FORT, GALLE",A,Galle,Galle,Galle Divisional Secretariat,"NO. 31, RAMPART STREET, FORT, GALLE, Galle, Sri Lanka",80.223192,6.043279
Restaurants,RATHNAGIRI RASAHALA,"NO80,PUTTALAM ROAD,KURUNEGALA",B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,"NO80,PUTTALAM ROAD,KURUNEGALA, Kurunegala, Sri Lanka",80.366868,7.486218
Restaurants,ROCK VIEW RESTAURANT,"PAHALA KADUGANNAWA,KADUGANNAWA",B,Kegalle,Kegalle,Mawanella Divisional Secretariat,"PAHALA KADUGANNAWA,KADUGANNAWA, Kegalle, Sri Lanka",80.4889755975455,7.25593187142574
Restaurants,RIVERSIDE PARK RESTAURANT,"REST HOUSE ROAD,HANWELLA",A,Colombo,Colombo,Hanwella,"REST HOUSE ROAD,HANWELLA, Colombo, Sri Lanka",80.081710573,6.908836328
Restaurants,RANMUTHU CHINESE RESTAURANT,"NO. 288/5, AVISAWELLA ROAD, MEGOA, KOLONNAWA, WELLAMPITIYA",A,Colombo,Kotikawatta Mulleriyawa Pradeshiya Sabha,Kolonnawa Divisional Secretariat,"NO. 288/5, AVISAWELLA ROAD, MEGOA, KOLONNAWA, WELLAMPITIYA, Colombo, Sri Lanka",79.896185528,6.93722362
Restaurants,HASARA RESTAURANT,"NO270,DADALLA,GALLE",A,Galle,Galle,Galle Divisional Secretariat,"NO270,DADALLA,GALLE, Galle, Sri Lanka",80.1922284811735,6.04679460553224
Restaurants,PLANET CUZENE,"NO. 143 3/2, MOUNT CITY, GALLE ROAD, MOUNT LAVINIA",A,Colombo,Colombo,Mount Lavinia,"NO. 143 3/2, MOUNT CITY, GALLE ROAD, MOUNT LAVINIA, Colombo, Sri Lanka",79.866418,6.842919
Restaurants,THE PUBLIC HOUSE HOTEL & RESTAURANT,"NO. 255, KANDY ROAD, WARAKAPOLA",A,Kegalle,Kegalle,Warakapola Divisional Secretariat,"NO. 255, KANDY ROAD, WARAKAPOLA, Kegalle, Sri Lanka",80.196539126,7.224960913
Restaurants,THE PAN RESTAURANT,"NO.107,OLD NEGOMBO ROAD,WATTALA",A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,"NO.107,OLD NEGOMBO ROAD,WATTALA, Gampaha, Sri Lanka",79.843249,7.206416
Restaurants,SEVEN ELEVEN RESTAURANT & BAR,"1ST FLOOR,CAPITAL MALL,531MADIWELA RD,THALAWATHUGODA",A,Colombo,Mahara Pradeshiya Sabha,Maharagama Divisional Secretariat,"1ST FLOOR,CAPITAL MALL,531MADIWELA RD,THALAWATHUGODA, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,THE MANGO TREE,"NO.82,DHARMAPALA MAWATHA,COLOMBO-03",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO.82,DHARMAPALA MAWATHA,COLOMBO-03, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,BAYLEAF RESTAURANT,"NO.79, GEGARYS ROAD, COLOMBO 07",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO.79, GEGARYS ROAD, COLOMBO 07, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,PRIYANTHA CHINESE RESTAURANT,"NO. 05, NEW BAY ROAD, AKURESSA",A,Matara,Akuressa Pradeshiya Sabha,Akuressa Divisional Secretariat,"NO. 05, NEW BAY ROAD, AKURESSA, Matara, Sri Lanka",80.477509657,6.100507064
Restaurants,PRIYANGANI RESTAURANT,"NO. 16A, SIDE STREET, HATTON",A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,"NO. 16A, SIDE STREET, HATTON, Nuwara Eliya, Sri Lanka",80.602044,6.90314
Restaurants,THANU RESTAURANT,"KATHIOLLOI,INUVIL EAST,INUVIL.",A,Jaffna,Jaffna,Jaffna Divisional Secretariat,"KATHIOLLOI,INUVIL EAST,INUVIL., Jaffna, Sri Lanka",80.16667,9.66667
Restaurants,PRIMA TASTE MANAGED BY UPALI,"NO. 50, SRI JAYAWARDENAPURA MAWATHA, RAJAGIRIYA.",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,"NO. 50, SRI JAYAWARDENAPURA MAWATHA, RAJAGIRIYA., Colombo, Sri Lanka",79.898096,6.893707
Restaurants,SADRA RESTAURANT,"NO.172/6,KANDY ROAD,KADAWATHA",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO.172/6,KANDY ROAD,KADAWATHA, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,SAVANNAH RESTAURANT,"NO. 385/A/1/1, NEGOMBO ROAD, WATTALA",A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,"NO. 385/A/1/1, NEGOMBO ROAD, WATTALA, Gampaha, Sri Lanka",79.843249,7.206416
Restaurants,SAKURA RESTAURANT,"NO. 14, RHEINLAND PLACE,COLOMBO 03",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO. 14, RHEINLAND PLACE,COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,SAKURA RESTAURANT,"NO. 01, OLD ROAD, AGALAWATHTHA",A,Kalutara,Agalawatta Pradeshiya Sabha,Agalawatta Divisional Secretariat,"NO. 01, OLD ROAD, AGALAWATHTHA, Kalutara, Sri Lanka",80.16667,6.58333
Restaurants,SAKILA RESTAURANT,"NO. 189, KOLONNAWA ROAD, DEMATAGODA, COLOMBO 09.",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO. 189, KOLONNAWA ROAD, DEMATAGODA, COLOMBO 09., Colombo, Sri Lanka",79.890314257,6.932625418
Restaurants,SALIKA INN,"NO. 118, COLOMBO ROAD, KEGALLE",A,Kegalle,Kegalle,Kegalle Divisional Secretariat,"NO. 118, COLOMBO ROAD, KEGALLE, Kegalle, Sri Lanka",80.34513535,7.25319971
Restaurants,SAMANALA PARADISE RESTAURANT,"NO. 293, KANDY ROAD, GALA JUNCTION, KELANIYA",A,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,"NO. 293, KANDY ROAD, GALA JUNCTION, KELANIYA, Gampaha, Sri Lanka",79.914926,6.951178
Restaurants,SAMANALA RESTAURANT (KOTTE),"NO. 327, MADIWELA, KOTTE",A,Colombo,Maharagama,Maharagama Divisional Secretariat,"NO. 327, MADIWELA, KOTTE, Colombo, Sri Lanka",79.909164319,6.903166337
Restaurants,SAMANALA RESTAURANT (KIRIBATHGODA),"NO. 12, KANDY ROAD, KIRIBATHGODA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat,"NO. 12, KANDY ROAD, KIRIBATHGODA, Gampaha, Sri Lanka",79.927390767,6.978059805
Restaurants,SAMANMAL CHINESE RESTAURANT,"NO. 64, UDYANA ROAD, MATARA",A,Matara,Matara,Matara Divisional Secretariat,"NO. 64, UDYANA ROAD, MATARA, Matara, Sri Lanka",80.5,6.16667
Restaurants,SEA FISH RESTAURANT,"NO. 15, SRI CHITTAMPALAM A GARDENER MAWATHA, COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 15, SRI CHITTAMPALAM A GARDENER MAWATHA, COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,SEA LION RESTAURANT,"NO. 25, KANDY ROAD, KIRIBATHGODA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat,"NO. 25, KANDY ROAD, KIRIBATHGODA, Gampaha, Sri Lanka",79.927390767,6.978059805
Restaurants,HOLLYWOOD COLOMBO,"NO. 70, HAVLOCK ROAD, COLOMBO 05",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 70, HAVLOCK ROAD, COLOMBO 05, Colombo, Sri Lanka",80.01667,6.86667
Restaurants,BROADWAY RESTAURANT,"NO. 03 1/1, STATION ROAD, DEHIWALA.",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"NO. 03 1/1, STATION ROAD, DEHIWALA., Colombo, Sri Lanka",79.880242,6.838232
Restaurants,PUBS AND PLACES - HOMAGAMA,"NO. 81 1/1, STATION ROAD, HOMAGAMA",A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,"NO. 81 1/1, STATION ROAD, HOMAGAMA, Colombo, Sri Lanka",80.005841693,6.84848797
Restaurants,SHANGHAI CHINESE RESTAURANT,"NO. 90, GALLE ROAD, MOUNT LAVINIA",B,Colombo,Colombo,Mount Lavinia,"NO. 90, GALLE ROAD, MOUNT LAVINIA, Colombo, Sri Lanka",79.866418,6.842919
Restaurants,HOTEL 198,"NO. 198, PORUTHOTA ROAD,PALANGATHURE, KOCHCHIKADE",B,Gampaha,Negombo,Negombo Divisional Secretariat,"NO. 198, PORUTHOTA ROAD,PALANGATHURE, KOCHCHIKADE, Gampaha, Sri Lanka",79.84789,7.252517
Restaurants,SHAN RESTAURANT,"MARASSANA ROAD, KANDAKULA, THALATHUOYA",A,Kandy,Kandy,Pathadumbara Divisional Secretariat,"MARASSANA ROAD, KANDAKULA, THALATHUOYA, Kandy, Sri Lanka",80.690187374,7.251414263
Restaurants,SENEK VIN RESTAURANT,"NO. 13, GALLE ROAD, AMBALANGODA",A,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,"NO. 13, GALLE ROAD, AMBALANGODA, Galle, Sri Lanka",80.223192,6.043279
Restaurants,SANHINDA LEISURE CENTER,"NO. 247/6, STANLEY THILAKARATHNA MAWATHA, NUGEGODA",A,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 247/6, STANLEY THILAKARATHNA MAWATHA, NUGEGODA, Colombo, Sri Lanka",79.893438,6.877014
