seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
30064,2022,4972,JT Thor,NA,PF,19,1,NBA,CHO,33,262,0.436,15.8,0.509,0.255,0.127,0.073,0.055,0.491,0.607,0.786,0.429,0.25,0.667,0.259,0.706,1,0.145,7,0.111,0.667,0,0
30065,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,TOT,40,445,0.415,17.2,0.349,0.217,0.123,0.009,0,0.651,0.541,0.696,0.308,0,NA,0.348,0.8,1,0.057,5,0.362,0.4,0,0
30066,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,BOS,18,96,0.185,18.6,0.333,0.148,0.148,0.037,0,0.667,0.222,0.5,0,0,NA,0.167,1,1,0,0,0.167,0,0,0
30067,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,SAS,5,51,0.333,13.8,0.5,0.333,0.167,0,0,0.5,0.667,1,0,NA,NA,0,0,NA,0,0,0.333,0,0,0
30068,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,UTA,17,298,0.507,17,0.342,0.233,0.11,0,0,0.658,0.64,0.706,0.5,NA,NA,0.438,0.875,1,0.082,5,0.438,0.476,0,0
30069,2022,4739,Juan Toscano-Anderson,NA,SF,28,3,NBA,GSW,73,994,0.489,11.7,0.63,0.328,0.277,0.013,0.013,0.37,0.588,0.662,0.538,0,0.333,0.322,0.69,0.857,0.102,21,0.253,0.273,1,0
30070,2022,4266,Julius Randle,NA,PF,27,8,NBA,NYK,72,2544,0.411,13.8,0.687,0.254,0.152,0.137,0.144,0.313,0.458,0.627,0.368,0.374,0.335,0.308,0.362,0.8,0.04,43,0.115,0.289,0,0
30071,2022,4337,Justin Anderson,NA,SF,28,6,NBA,TOT,16,316,0.379,18.9,0.379,0.147,0.095,0.042,0.095,0.621,0.583,0.714,0.444,0.25,0.667,0.254,0.667,0.933,0.032,1,0.339,0.4,0,0
30072,2022,4337,Justin Anderson,NA,SF,28,6,NBA,CLE,3,47,0.5,22,0.25,0.125,0,0,0.125,0.75,1,1,NA,NA,1,0.333,1,1,0,0,0.333,0,0,0
30073,2022,4337,Justin Anderson,NA,SF,28,6,NBA,IND,13,269,0.368,18.6,0.391,0.149,0.103,0.046,0.092,0.609,0.559,0.692,0.444,0.25,0.625,0.245,0.632,0.923,0.034,1,0.34,0.444,0,0
30074,2022,4973,Justin Champagnie,NA,SF,20,1,NBA,TOR,36,281,0.463,11.7,0.582,0.358,0.209,0.015,0,0.418,0.538,0.625,0.429,0,NA,0.357,0.571,1,0.06,3,0.536,0.333,0,0
30075,2022,4102,Justin Holiday,NA,SF-SG,32,9,NBA,TOT,74,2057,0.394,20.7,0.272,0.104,0.048,0.044,0.076,0.728,0.467,0.594,0.344,0.483,0.36,0.367,0.786,0.96,0.021,12,0.288,0.388,1,0
30076,2022,4102,Justin Holiday,NA,SF,32,9,NBA,IND,49,1416,0.415,21.1,0.266,0.1,0.037,0.05,0.079,0.734,0.516,0.674,0.353,0.478,0.417,0.378,0.825,0.969,0.017,7,0.292,0.398,1,0
30077,2022,4102,Justin Holiday,NA,SG,32,9,NBA,SAC,25,641,0.348,20,0.284,0.113,0.074,0.029,0.069,0.716,0.362,0.435,0.333,0.5,0.214,0.342,0.667,0.94,0.029,5,0.281,0.366,0,0
30078,2022,4528,Justin Jackson,NA,SF,26,5,NBA,TOT,7,37,0.333,19.9,0.4,0,0.2,0.067,0.133,0.6,0.333,NA,0.667,0,0,0.333,1,1,0,0,0.111,1,0,0
30079,2022,4528,Justin Jackson,NA,SF,26,5,NBA,BOS,1,2,0,20.9,1,0,0,0,1,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,0
30080,2022,4528,Justin Jackson,NA,SF,26,5,NBA,PHO,6,35,0.357,19.8,0.357,0,0.214,0.071,0.071,0.643,0.4,NA,0.667,0,0,0.333,1,1,0,0,0.111,1,0,0
30081,2022,4741,Justin Robinson,NA,PG,24,3,NBA,TOT,25,304,0.301,21.4,0.344,0.065,0.075,0.118,0.086,0.656,0.313,0.833,0.143,0.182,0.25,0.295,0.2,0.778,0,0,0.262,0.375,2,0
30082,2022,4741,Justin Robinson,NA,PG,24,3,NBA,MIL,17,198,0.316,20.9,0.351,0.088,0.07,0.14,0.053,0.649,0.4,1,0.25,0.25,0,0.27,0.25,0.7,0,0,0.216,0.375,1,0
30083,2022,4741,Justin Robinson,NA,PG,24,3,NBA,SAC,3,15,0.125,16.2,0.625,0,0.25,0.25,0.125,0.375,0.2,NA,0,0,1,0,0,NA,0,0,0.333,0,0,0
30084,2022,4741,Justin Robinson,NA,PG,24,3,NBA,DET,5,91,0.321,23.7,0.25,0.036,0.036,0.036,0.143,0.75,0.143,0,0,0,0.25,0.381,0,0.875,0,0,0.333,0.429,1,0
30085,2022,4338,Justise Winslow,NA,SF,25,7,NBA,TOT,48,774,0.428,10.7,0.743,0.354,0.257,0.07,0.062,0.257,0.497,0.681,0.379,0.222,0.25,0.227,0.695,1,0.023,5,0.409,0.222,2,0
30086,2022,4338,Justise Winslow,NA,SF,25,7,NBA,LAC,37,479,0.447,9.5,0.794,0.362,0.319,0.078,0.035,0.206,0.518,0.686,0.422,0.273,0.2,0.172,0.672,1,0.028,3,0.517,0.267,2,0
30087,2022,4338,Justise Winslow,NA,SF,25,7,NBA,POR,11,295,0.405,12,0.681,0.345,0.181,0.06,0.095,0.319,0.468,0.675,0.286,0.143,0.273,0.27,0.73,1,0.017,2,0.324,0.167,0,0
30088,2022,4267,Jusuf Nurkić,NA,C,27,8,NBA,POR,56,1579,0.535,5.9,0.907,0.49,0.35,0.03,0.037,0.093,0.563,0.653,0.481,0.278,0.364,0.268,0.627,0.933,0.062,35,0.018,1,0,0
30089,2022,4743,Juwan Morgan,NA,PF,24,3,NBA,TOT,2,31,0.667,17.1,0.333,0.333,0,0,0,0.667,1,1,NA,NA,NA,0.5,1,1,0,0,0,NA,0,0
30090,2022,4743,Juwan Morgan,NA,PF,24,3,NBA,TOR,1,27,0.667,17.1,0.333,0.333,0,0,0,0.667,1,1,NA,NA,NA,0.5,1,1,0,0,0,NA,0,0
30091,2022,4743,Juwan Morgan,NA,PF,24,3,NBA,BOS,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
30092,2022,4974,Kai Jones,NA,C,21,1,NBA,CHO,21,63,0.643,7.7,0.857,0.5,0.214,0.071,0.071,0.143,0.667,1,0.333,0,0,0.5,0.875,1,0.5,7,0.5,1,0,0
30093,2022,4339,Karl-Anthony Towns,NA,C,26,7,NBA,MIN,74,2476,0.529,11.6,0.699,0.333,0.255,0.049,0.062,0.301,0.58,0.688,0.537,0.35,0.36,0.41,0.537,0.887,0.091,99,0.087,0.344,0,0
30094,2022,4975,Keifer Sykes,NA,PG,28,1,NBA,IND,32,566,0.363,17.3,0.526,0.168,0.079,0.116,0.163,0.474,0.42,0.688,0.333,0.182,0.355,0.3,0.429,0.889,0.021,4,0.3,0.407,0,0
30095,2022,4646,Keita Bates-Diop,NA,SF,26,4,NBA,SAS,59,956,0.517,8.4,0.791,0.502,0.198,0.046,0.046,0.209,0.572,0.682,0.385,0.5,0.25,0.309,0.756,0.941,0.072,19,0.455,0.32,0,0
30096,2022,4744,Kelan Martin,NA,SF,26,3,NBA,TOT,30,450,0.409,15.4,0.561,0.234,0.123,0.088,0.117,0.439,0.5,0.65,0.19,0.467,0.55,0.293,0.646,1,0.023,3,0.347,0.423,1,0
30097,2022,4744,Kelan Martin,NA,SF,26,3,NBA,IND,27,444,0.417,15.4,0.56,0.238,0.119,0.083,0.119,0.44,0.511,0.65,0.2,0.5,0.55,0.297,0.646,1,0.024,3,0.351,0.423,1,0
30098,2022,4744,Kelan Martin,NA,SF,26,3,NBA,BOS,3,6,0,14.4,0.667,0,0.333,0.333,0,0.333,0,NA,0,0,NA,0,NA,NA,0,0,0,NA,0,0
30099,2022,4745,Keldon Johnson,NA,SF,22,3,NBA,SAS,75,2392,0.466,13.4,0.605,0.218,0.295,0.064,0.029,0.395,0.51,0.645,0.45,0.369,0.414,0.398,0.644,0.969,0.028,25,0.228,0.484,1,0
30100,2022,4853,Keljin Blevins,NA,SF,26,2,NBA,POR,31,349,0.306,18.4,0.351,0.207,0.063,0.027,0.054,0.649,0.333,0.391,0.286,0,0.333,0.292,0.615,0.857,0.018,1,0.319,0.217,0,0
30101,2022,4177,Kelly Olynyk,NA,C,30,9,NBA,DET,40,764,0.448,14.2,0.584,0.301,0.175,0.045,0.063,0.416,0.527,0.64,0.38,0.385,0.5,0.336,0.625,0.875,0.052,11,0.017,0.5,1,0
30102,2022,4341,Kelly Oubre Jr.,NA,SF,26,7,NBA,CHO,76,1999,0.44,16.9,0.407,0.231,0.121,0.042,0.013,0.593,0.578,0.716,0.425,0.308,0.417,0.345,0.612,0.932,0.063,53,0.313,0.335,2,0
30103,2022,4034,Kemba Walker,NA,PG,31,11,NBA,NYK,37,948,0.403,18,0.462,0.138,0.13,0.084,0.111,0.538,0.444,0.569,0.375,0.323,0.463,0.367,0.211,0.507,0,0,0.03,0.5,0,0
30104,2022,4647,Kenrich Williams,NA,SF,27,4,NBA,OKC,49,1072,0.461,13.7,0.618,0.243,0.224,0.079,0.073,0.382,0.536,0.649,0.479,0.48,0.391,0.339,0.59,0.829,0.085,24,0.331,0.35,1,0
30105,2022,4104,Kent Bazemore,NA,SF,32,10,NBA,LAL,39,545,0.324,18.1,0.424,0.173,0.094,0.058,0.101,0.576,0.271,0.333,0.308,0.125,0.214,0.363,0.813,0.931,0.014,1,0.525,0.405,2,0
30106,2022,4178,Kentavious Caldwell-Pope,NA,SG,28,9,NBA,WAS,77,2329,0.435,18.1,0.508,0.105,0.117,0.112,0.175,0.492,0.48,0.678,0.361,0.43,0.469,0.39,0.619,0.912,0.011,6,0.346,0.468,0,0
30107,2022,4854,Kenyon Martin Jr.,NA,SF,21,2,NBA,HOU,79,1656,0.533,9.8,0.679,0.455,0.222,0.002,0,0.321,0.617,0.739,0.371,0,NA,0.357,0.735,1,0.256,114,0.274,0.283,0,0
30108,2022,4976,Keon Johnson,NA,SG,19,1,NBA,TOT,37,697,0.353,13.3,0.632,0.276,0.188,0.103,0.066,0.368,0.36,0.507,0.353,0.214,0,0.34,0.484,0.559,0.044,12,0.18,0.167,0,0
30109,2022,4976,Keon Johnson,NA,SG,19,1,NBA,LAC,15,135,0.333,11,0.784,0.294,0.255,0.098,0.137,0.216,0.35,0.6,0.308,0.2,0,0.273,0.714,0.667,0.059,3,0.545,0.167,0,0
30110,2022,4976,Keon Johnson,NA,SG,19,1,NBA,POR,22,562,0.357,13.9,0.597,0.271,0.172,0.104,0.05,0.403,0.364,0.483,0.368,0.217,0,0.348,0.417,0.548,0.041,9,0.135,0.167,0,0
30111,2022,4977,Kessler Edwards,NA,SF,21,1,NBA,BRK,48,987,0.412,15.4,0.491,0.266,0.116,0.071,0.037,0.509,0.473,0.493,0.387,0.526,0.5,0.353,0.645,1,0.094,18,0.456,0.371,1,0
30112,2022,3770,Kevin Durant,NA,PF,33,14,NBA,BRK,55,2047,0.518,15.1,0.731,0.109,0.143,0.319,0.161,0.269,0.568,0.744,0.516,0.528,0.575,0.383,0.499,0.557,0.033,34,0.067,0.55,0,0
30113,2022,4648,Kevin Huerter,NA,SG,23,4,NBA,ATL,74,2188,0.454,18,0.459,0.109,0.136,0.136,0.079,0.541,0.53,0.663,0.485,0.505,0.467,0.389,0.519,0.9,0.004,3,0.26,0.449,2,0
30114,2022,4649,Kevin Knox,NA,SF,22,4,NBA,TOT,30,222,0.365,18.5,0.365,0.153,0.106,0.059,0.047,0.635,0.516,0.769,0.556,0,0.25,0.278,0.75,1,0.082,7,0.315,0.412,1,0
30115,2022,4649,Kevin Knox,NA,SF,22,4,NBA,NYK,13,111,0.375,20,0.3,0.125,0.075,0.075,0.025,0.7,0.417,1,0,0,0,0.357,0.6,1,0.05,2,0.25,0.429,1,0
30116,2022,4649,Kevin Knox,NA,SF,22,4,NBA,ATL,17,111,0.356,17.2,0.422,0.178,0.133,0.044,0.067,0.578,0.579,0.625,0.833,0,0.333,0.192,0.818,1,0.111,5,0.385,0.4,0,0
30117,2022,3830,Kevin Love,NA,PF,33,14,NBA,CLE,74,1665,0.43,19.7,0.373,0.113,0.1,0.084,0.076,0.627,0.493,0.709,0.461,0.391,0.328,0.392,0.571,0.936,0.008,5,0.17,0.358,1,0
30118,2022,4978,Kevin Pangos,NA,PG,29,1,NBA,CLE,24,166,0.326,17.8,0.435,0.109,0.239,0.043,0.043,0.565,0.45,0.6,0.364,0.5,0.5,0.231,0.111,0.333,0,0,0.038,0,0,0
30119,2022,4748,Kevin Porter Jr.,NA,PG,21,3,NBA,HOU,61,1907,0.415,16.5,0.489,0.203,0.157,0.058,0.071,0.511,0.456,0.646,0.291,0.362,0.351,0.375,0.267,0.516,0.052,34,0.107,0.477,0,0
30120,2022,4342,Kevon Looney,NA,C,25,7,NBA,GSW,82,1732,0.571,4.6,0.997,0.541,0.308,0.066,0.082,0.003,0.573,0.675,0.554,0.292,0.2,0,0.736,NA,0.239,83,0,NA,0,0
30121,2022,4531,Khem Birch,NA,C,29,5,NBA,TOR,55,991,0.485,6.4,0.93,0.405,0.36,0.16,0.005,0.07,0.522,0.593,0.5,0.406,0,0,0.804,NA,0.135,24,0.857,0,0,0
30122,2022,4107,Khris Middleton,NA,SF,30,10,NBA,MIL,66,2141,0.443,17.3,0.575,0.104,0.14,0.189,0.142,0.425,0.494,0.736,0.406,0.503,0.393,0.373,0.331,0.63,0.008,6,0.111,0.375,0,0
30123,2022,4855,Killian Hayes,NA,PG,20,2,NBA,DET,66,1647,0.383,14.3,0.636,0.163,0.253,0.135,0.085,0.364,0.452,0.747,0.345,0.387,0.308,0.263,0.341,0.909,0.031,13,0.359,0.333,0,0
30124,2022,4856,Killian Tillie,NA,C,23,2,NBA,MEM,36,461,0.339,18.7,0.323,0.126,0.157,0.039,0,0.677,0.39,0.688,0.2,0.2,NA,0.314,0.625,0.963,0.024,3,0.302,0.269,0,0
30125,2022,4857,Kira Lewis Jr.,NA,PG,20,2,NBA,NOP,24,341,0.404,14.8,0.603,0.267,0.171,0.103,0.062,0.397,0.523,0.718,0.4,0.333,0.333,0.224,0.457,0.846,0.027,3,0.241,0.286,3,0
30126,2022,4036,Klay Thompson,NA,SG,31,9,NBA,GSW,32,941,0.429,18.9,0.483,0.061,0.129,0.162,0.131,0.517,0.477,0.714,0.486,0.409,0.44,0.385,0.636,0.886,0.009,5,0.166,0.367,1,0
30127,2022,4421,Kris Dunn,NA,PG,27,6,NBA,POR,15,336,0.431,9.1,0.892,0.275,0.412,0.108,0.098,0.108,0.473,0.607,0.405,0.455,0.4,0.091,0.14,1,0.049,4,0,NA,0,0
30128,2022,4343,Kristaps Porziņģis,NA,PF,26,6,NBA,TOT,51,1481,0.459,14.3,0.671,0.214,0.183,0.186,0.089,0.329,0.532,0.762,0.414,0.42,0.456,0.31,0.682,0.987,0.124,85,0.028,0.429,1,0
30129,2022,4343,Kristaps Porziņģis,NA,PF,26,6,NBA,DAL,34,1002,0.451,14.3,0.659,0.23,0.161,0.191,0.077,0.341,0.537,0.778,0.427,0.392,0.41,0.283,0.711,1,0.132,60,0.029,0.4,0,0
30130,2022,4343,Kristaps Porziņģis,NA,PF,26,6,NBA,WAS,17,479,0.475,14.3,0.695,0.181,0.224,0.178,0.112,0.305,0.522,0.723,0.397,0.478,0.517,0.367,0.628,0.966,0.108,25,0.025,0.5,1,0
30131,2022,4271,Kyle Anderson,NA,PF,28,8,NBA,MEM,69,1484,0.446,10.7,0.768,0.279,0.303,0.141,0.045,0.232,0.481,0.641,0.437,0.333,0.238,0.33,0.514,0.972,0.043,19,0.422,0.435,0,0
30132,2022,4751,Kyle Guy,NA,SG,24,3,NBA,MIA,19,186,0.4,18.7,0.385,0.108,0.169,0.031,0.077,0.615,0.48,0.857,0.091,0.5,0.8,0.35,0.5,0.786,0,0,0.225,0.444,0,0
30133,2022,4534,Kyle Kuzma,NA,PF,26,5,NBA,WAS,66,2204,0.452,14.8,0.599,0.167,0.26,0.108,0.065,0.401,0.526,0.744,0.498,0.386,0.311,0.341,0.492,0.883,0.024,19,0.227,0.329,1,0
30134,2022,3685,Kyle Lowry,NA,PG,35,16,NBA,MIA,63,2133,0.44,19.8,0.391,0.121,0.091,0.091,0.088,0.609,0.539,0.711,0.456,0.456,0.473,0.377,0.303,0.653,0,0,0.147,0.446,4,0
30135,2022,4037,Kyrie Irving,NA,PG,29,11,NBA,BRK,29,1091,0.469,16.5,0.612,0.093,0.188,0.203,0.128,0.388,0.501,0.702,0.543,0.432,0.405,0.418,0.233,0.59,0.002,1,0.146,0.429,0,0
30136,2022,4752,KZ Okpala,NA,PF,22,3,NBA,MIA,21,244,0.435,12,0.623,0.319,0.232,0.058,0.014,0.377,0.488,0.545,0.5,0.25,0,0.346,0.762,1,0.101,7,0.615,0.5,0,0
30137,2022,4858,Lamar Stevens,NA,PF,24,2,NBA,CLE,63,1015,0.489,9.9,0.796,0.382,0.201,0.125,0.088,0.204,0.543,0.73,0.266,0.475,0.464,0.277,0.601,1,0.113,33,0.585,0.263,0,0
30138,2022,3686,LaMarcus Aldridge,NA,C,36,16,NBA,BRK,47,1050,0.55,12.3,0.9,0.21,0.17,0.24,0.279,0.1,0.578,0.729,0.513,0.509,0.563,0.304,0.748,1,0.039,18,0.283,0.308,0,0
30139,2022,4859,LaMelo Ball,NA,PG,20,2,NBA,CHO,75,2422,0.429,15.9,0.549,0.204,0.176,0.104,0.065,0.451,0.462,0.582,0.398,0.389,0.37,0.389,0.264,0.75,0.023,24,0.152,0.407,2,0
30140,2022,3954,Lance Stephenson,NA,SG-SF,31,10,NBA,TOT,46,814,0.455,14.3,0.721,0.22,0.164,0.08,0.257,0.279,0.515,0.662,0.547,0.423,0.398,0.3,0.2,0.593,0.003,1,0.178,0.375,0,0
30141,2022,3954,Lance Stephenson,NA,SF,31,10,NBA,ATL,6,70,0.385,15.5,0.769,0.231,0,0.154,0.385,0.231,0.5,0.667,NA,0.5,0.4,0,0.6,NA,0,0,0.333,0,0,0
30142,2022,3954,Lance Stephenson,NA,SG,31,10,NBA,IND,40,744,0.458,14.2,0.719,0.219,0.171,0.077,0.252,0.281,0.516,0.662,0.547,0.417,0.397,0.31,0.183,0.593,0.003,1,0.172,0.4,0,0
30143,2022,4652,Landry Shamet,NA,SG,24,4,NBA,PHO,69,1437,0.394,20,0.311,0.089,0.109,0.058,0.056,0.689,0.45,0.628,0.34,0.393,0.444,0.368,0.603,0.951,0.029,13,0.302,0.396,2,0
30144,2022,4272,Langston Galloway,NA,SG,30,8,NBA,TOT,7,107,0.231,19.4,0.385,0.115,0.038,0.115,0.115,0.615,0.4,0.333,0,0.667,0.333,0.125,0.5,0.5,0,0,0.375,0,0,0
30145,2022,4272,Langston Galloway,NA,SG,30,8,NBA,BRK,4,58,0.385,19,0.385,0.154,0,0.154,0.077,0.615,0.6,0.5,NA,1,0,0.25,0.667,0.5,0,0,0.25,0,0,0
30146,2022,4272,Langston Galloway,NA,SG,30,8,NBA,MIL,3,49,0.077,19.9,0.385,0.077,0.077,0.077,0.154,0.615,0.2,0,0,0,0.5,0,0,NA,0,0,0.5,0,0,0
30147,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,TOT,46,1040,0.522,9.9,0.717,0.466,0.17,0.057,0.024,0.283,0.599,0.704,0.476,0.214,0.333,0.329,0.689,1,0.194,43,0.3,0.381,1,0
30148,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,POR,37,858,0.515,10.5,0.687,0.449,0.162,0.051,0.025,0.313,0.61,0.674,0.563,0.3,0.4,0.306,0.663,1,0.202,35,0.274,0.294,1,0
30149,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,NOP,9,182,0.551,7.6,0.837,0.531,0.204,0.082,0.02,0.163,0.561,0.808,0.2,0,0,0.5,0.783,1,0.163,8,0.5,0.75,0,0
30150,2022,4535,Lauri Markkanen,NA,PF,24,5,NBA,CLE,61,1878,0.445,16.5,0.459,0.226,0.144,0.061,0.028,0.541,0.548,0.679,0.446,0.326,0.5,0.358,0.684,0.993,0.081,52,0.2,0.342,0,0
30151,2022,4979,Leandro Bolmaro,NA,SF,21,1,NBA,MIN,35,241,0.315,13.7,0.667,0.352,0.111,0.074,0.13,0.333,0.333,0.474,0.167,0.5,0,0.278,0.583,0.8,0.037,2,0.222,0.25,1,0
30152,2022,3463,LeBron James,NA,SF,37,19,NBA,LAL,56,2084,0.524,13.8,0.633,0.325,0.141,0.073,0.094,0.367,0.62,0.796,0.465,0.382,0.426,0.359,0.407,0.559,0.07,85,0.074,0.303,0,0
30153,2022,4980,Lindell Wigginton,NA,PG,23,1,NBA,MIL,19,199,0.426,12.7,0.574,0.377,0.18,0.016,0,0.426,0.486,0.609,0.273,0,NA,0.346,0.765,1,0.016,0,0.308,0.625,0,0
30154,2022,4981,Lindy Waters III,NA,SG,24,1,NBA,OKC,25,465,0.406,22.4,0.166,0.04,0.097,0.023,0.006,0.834,0.621,0.714,0.647,0.25,1,0.363,0.722,0.887,0.023,4,0.247,0.306,0,0
30155,2022,4653,Lonnie Walker,NA,SG,23,4,NBA,SAS,70,1612,0.407,17,0.538,0.166,0.122,0.093,0.157,0.462,0.487,0.693,0.43,0.366,0.383,0.314,0.54,0.856,0.029,21,0.195,0.362,5,0
30156,2022,4537,Lonzo Ball,NA,PG,24,5,NBA,CHI,35,1212,0.423,19.9,0.321,0.154,0.047,0.057,0.063,0.679,0.423,0.61,0.333,0.273,0.167,0.423,0.404,0.845,0.018,6,0.235,0.475,2,0
30157,2022,3619,Lou Williams,NA,PG,35,17,NBA,ATL,56,799,0.391,15.7,0.681,0.116,0.159,0.241,0.166,0.319,0.404,0.514,0.392,0.377,0.377,0.363,0.341,0.73,0.003,1,0.373,0.421,0,0
30158,2022,4753,Louis King,NA,SF,22,3,NBA,SAC,10,104,0.319,20.1,0.426,0.021,0.128,0.085,0.191,0.574,0.35,1,0.333,0.25,0.333,0.296,0.429,0.75,0,0,0.296,0.375,0,0
30159,2022,4754,Luguentz Dort,NA,SF,22,3,NBA,OKC,51,1665,0.404,16.4,0.461,0.197,0.204,0.029,0.032,0.539,0.487,0.615,0.419,0.238,0.348,0.332,0.491,0.877,0.037,24,0.143,0.429,1,0
30160,2022,4654,Luka Dončić,NA,PG,22,4,NBA,DAL,65,2301,0.457,15.9,0.594,0.128,0.239,0.165,0.062,0.406,0.528,0.778,0.499,0.44,0.356,0.353,0.107,0.219,0.006,7,0.049,0.286,2,0
30161,2022,4982,Luka Garza,NA,C,23,1,NBA,DET,32,389,0.449,12.7,0.667,0.293,0.218,0.068,0.088,0.333,0.51,0.674,0.5,0.2,0.231,0.327,0.52,1,0.027,4,0.061,0,0,0
30162,2022,4538,Luke Kennard,NA,SG,25,5,NBA,LAC,70,1919,0.449,20.8,0.338,0.05,0.086,0.121,0.081,0.662,0.449,0.625,0.455,0.416,0.385,0.449,0.66,0.916,0,0,0.142,0.467,0,0
30163,2022,4539,Luke Kornet,NA,C,26,5,NBA,TOT,15,103,0.481,7.2,0.815,0.519,0.222,0.074,0,0.185,0.591,0.643,0.667,0,NA,0,0.692,NA,0.185,4,0,NA,0,0
30164,2022,4539,Luke Kornet,NA,C,26,5,NBA,CLE,2,15,0.2,7.7,0.8,0.6,0.2,0,0,0.2,0.25,0.333,0,NA,NA,0,1,NA,0,0,0,NA,0,0
30165,2022,4539,Luke Kornet,NA,C,26,5,NBA,MIL,1,3,0,11.9,1,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,0
30166,2022,4539,Luke Kornet,NA,C,26,5,NBA,BOS,12,85,0.571,6.9,0.81,0.524,0.238,0.048,0,0.19,0.706,0.727,0.8,0,NA,0,0.667,NA,0.238,4,0,NA,0,0
30167,2022,4983,M.J. Walker,NA,SG,23,1,NBA,PHO,2,8,0,15.4,0.5,0.25,0.25,0,0,0.5,0,0,0,NA,NA,0,NA,NA,0,0,0.5,0,0,0
30168,2022,4984,Mac McClung,NA,SG-PG,23,1,NBA,TOT,2,25,0.5,16.5,0.5,0.333,0,0,0.167,0.5,0.667,0.5,NA,NA,1,0.333,1,1,0,0,0,NA,0,0
30169,2022,4984,Mac McClung,NA,PG,23,1,NBA,CHI,1,3,1,16,1,0,0,0,1,0,1,NA,NA,NA,1,NA,1,NA,0,0,NA,NA,0,0
30170,2022,4984,Mac McClung,NA,SG,23,1,NBA,LAL,1,22,0.4,16.6,0.4,0.4,0,0,0,0.6,0.5,0.5,NA,NA,NA,0.333,1,1,0,0,0,NA,0,0
30171,2022,4860,Malachi Flynn,NA,PG,23,2,NBA,TOR,44,537,0.393,18.2,0.508,0.12,0.153,0.077,0.158,0.492,0.452,0.545,0.464,0.571,0.31,0.333,0.214,0.8,0,0,0.122,0.727,2,0
30172,2022,4424,Malcolm Brogdon,NA,PG,29,6,NBA,IND,36,1206,0.448,13.2,0.657,0.285,0.192,0.103,0.077,0.343,0.518,0.632,0.452,0.411,0.405,0.312,0.249,0.586,0.009,4,0.167,0.323,1,0
30173,2022,4985,Malcolm Hill,NA,SF-SG,26,1,NBA,TOT,19,212,0.462,19.5,0.308,0.115,0.115,0.019,0.058,0.692,0.688,0.667,0.667,0,1,0.361,0.636,0.846,0,0,0.306,0.636,0,0
30174,2022,4985,Malcolm Hill,NA,SG,26,1,NBA,ATL,3,46,0.625,19,0.375,0.125,0,0.125,0.125,0.625,0.667,1,NA,0,1,0.6,0.5,1,0,0,0.8,0.75,0,0
30175,2022,4985,Malcolm Hill,NA,SF,26,1,NBA,CHI,16,166,0.432,19.6,0.295,0.114,0.136,0,0.045,0.705,0.692,0.6,0.667,NA,1,0.323,0.667,0.8,0,0,0.226,0.571,0,0
30176,2022,4426,Malik Beasley,NA,SG,25,6,NBA,MIN,79,1976,0.391,20.8,0.251,0.088,0.066,0.052,0.045,0.749,0.432,0.587,0.357,0.341,0.342,0.377,0.652,0.904,0.02,16,0.317,0.406,4,0
30177,2022,4861,Malik Fitts,NA,PF,24,2,NBA,TOT,15,63,0.421,16.7,0.474,0.211,0.158,0.053,0.053,0.526,0.333,0.75,0,0,0,0.5,1,1,0.053,1,0.5,0.6,1,1
30178,2022,4861,Malik Fitts,NA,PF,24,2,NBA,UTA,7,35,0.222,18.1,0.556,0.111,0.222,0.111,0.111,0.444,0,0,0,0,0,0.5,NA,1,0,0,0.25,1,1,1
30179,2022,4861,Malik Fitts,NA,PF,24,2,NBA,BOS,8,28,0.6,15.4,0.4,0.3,0.1,0,0,0.6,0.75,1,0,NA,NA,0.5,1,1,0.1,1,0.667,0.5,0,0
30180,2022,4541,Malik Monk,NA,SG,23,5,NBA,LAL,76,2139,0.473,16.3,0.465,0.229,0.162,0.034,0.04,0.535,0.568,0.725,0.448,0.393,0.303,0.391,0.546,0.832,0.069,54,0.172,0.395,0,0
