seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
29477,2021,3698,P.J. Tucker,NA,PF,35,10,NBA,TOT,52,1356,0.373,17.2,0.328,0.186,0.096,0.034,0.011,0.672,0.448,0.515,0.412,0.167,0.5,0.336,0.808,1,0,0,0.849,0.347,0,0
29478,2021,3698,P.J. Tucker,NA,PF,35,10,NBA,HOU,32,959,0.366,16.9,0.344,0.198,0.099,0.031,0.015,0.656,0.467,0.5,0.462,0.25,0.5,0.314,0.81,1,0,0,0.826,0.338,0,0
29479,2021,3698,P.J. Tucker,NA,PF,35,10,NBA,MIL,20,397,0.391,18.1,0.283,0.152,0.087,0.043,0,0.717,0.385,0.571,0.25,0,NA,0.394,0.8,1,0,0,0.909,0.367,0,0
29480,2021,4778,P.J. Washington,NA,PF,22,2,NBA,CHO,64,1954,0.44,13.4,0.577,0.283,0.233,0.036,0.025,0.423,0.48,0.613,0.375,0.28,0.235,0.386,0.805,0.946,0.087,48,0.224,0.415,1,0
29481,2021,4437,Pascal Siakam,NA,PF,26,5,NBA,TOR,56,2006,0.455,11.6,0.744,0.241,0.324,0.091,0.088,0.256,0.509,0.69,0.424,0.425,0.412,0.297,0.341,0.836,0.041,36,0.215,0.283,1,0
29482,2021,4354,Pat Connaughton,NA,SG,28,6,NBA,MIL,69,1575,0.434,19.5,0.297,0.204,0.062,0.013,0.018,0.703,0.583,0.709,0.333,0.4,0.143,0.371,0.791,0.97,0.028,9,0.221,0.383,1,0
29483,2021,4124,Patrick Beverley,NA,PG,32,9,NBA,LAC,37,832,0.423,18.2,0.359,0.173,0.132,0.032,0.023,0.641,0.468,0.5,0.483,0.286,0.4,0.397,0.378,0.929,0,0,0.291,0.463,0,0
29484,2021,4439,Patrick McCaw,NA,SF,25,5,NBA,TOR,5,33,1,1.3,1,1,0,0,0,0,1,1,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0
29485,2021,3968,Patrick Patterson,NA,PF,31,11,NBA,LAC,38,582,0.436,18.6,0.321,0.182,0.079,0.042,0.018,0.679,0.604,0.7,0.462,0.571,0.333,0.357,0.656,0.975,0.048,7,0.446,0.34,1,0
29486,2021,4873,Patrick Williams,NA,PF,19,1,NBA,CHI,71,1983,0.483,12.2,0.739,0.29,0.178,0.133,0.138,0.261,0.515,0.673,0.394,0.443,0.411,0.391,0.736,0.981,0.102,51,0.413,0.421,1,1
29487,2021,3898,Patty Mills,NA,PG,32,12,NBA,SAS,68,1685,0.412,20.7,0.298,0.111,0.057,0.028,0.101,0.702,0.5,0.574,0.457,0.353,0.484,0.375,0.549,0.783,0,0,0.147,0.46,0,0
29488,2021,3969,Paul George,NA,SF,30,11,NBA,LAC,54,1821,0.467,16.2,0.563,0.185,0.146,0.113,0.12,0.437,0.51,0.636,0.403,0.444,0.509,0.411,0.277,0.673,0.024,19,0.18,0.56,4,0
29489,2021,3701,Paul Millsap,NA,PF,35,15,NBA,DEN,56,1162,0.476,12.5,0.643,0.244,0.309,0.08,0.01,0.357,0.55,0.694,0.5,0.375,0,0.343,0.613,0.98,0.04,13,0.196,0.464,0,0
29490,2021,4874,Paul Reed,NA,PF,21,1,NBA,PHI,26,177,0.538,6.2,0.923,0.551,0.244,0.051,0.077,0.077,0.583,0.721,0.316,0.5,0.5,0,0.667,NA,0.205,14,0.333,0,0,0
29491,2021,4779,Paul Watson,NA,SF,26,2,NBA,TOR,27,297,0.463,20.5,0.22,0.098,0.085,0.037,0,0.78,0.444,0.875,0.143,0,NA,0.469,0.375,0.867,0.024,2,0.406,0.5,0,0
29492,2021,4875,Payton Pritchard,NA,SG,23,1,NBA,BOS,66,1268,0.44,18.7,0.407,0.146,0.139,0.065,0.057,0.593,0.482,0.639,0.379,0.37,0.458,0.411,0.378,0.843,0,0,0.153,0.447,1,0
29493,2021,4557,PJ Dozier,NA,SG,24,4,NBA,DEN,50,1088,0.417,14.5,0.58,0.239,0.186,0.076,0.079,0.42,0.49,0.682,0.364,0.259,0.429,0.315,0.564,0.872,0.051,12,0.315,0.298,2,0
29494,2021,4876,Precious Achiuwa,NA,PF,21,1,NBA,MIA,61,737,0.544,3.3,0.996,0.667,0.263,0.039,0.026,0.004,0.546,0.645,0.367,0.333,0.167,0,0.734,NA,0.259,48,0,NA,0,0
29495,2021,4442,Quinn Cook,NA,PG,27,5,NBA,TOT,23,157,0.426,15.5,0.618,0.235,0.103,0.088,0.191,0.382,0.429,0.375,0.571,0.5,0.385,0.423,0.333,0.455,0,0,0.308,0.25,0,0
29496,2021,4442,Quinn Cook,NA,PG,27,5,NBA,LAL,16,62,0.462,18.4,0.5,0.154,0.038,0.115,0.192,0.5,0.538,0.25,1,0.667,0.6,0.385,0.429,0.4,0,0,0.308,0.25,0,0
29497,2021,4442,Quinn Cook,NA,PG,27,5,NBA,CLE,7,95,0.405,13.7,0.69,0.286,0.143,0.071,0.19,0.31,0.379,0.417,0.5,0.333,0.25,0.462,0.273,0.5,0,0,0.308,0.25,0,0
29498,2021,4780,Quinndary Weatherspoon,NA,SG,24,2,NBA,SAS,20,121,0.457,9.6,0.829,0.486,0.114,0.057,0.171,0.171,0.517,0.706,0.25,0.5,0.167,0.167,0.4,1,0.057,2,0,NA,0,0
29499,2021,4877,R.J. Hampton,NA,SG-PG,19,1,NBA,TOT,51,888,0.435,12.3,0.722,0.246,0.272,0.118,0.086,0.278,0.482,0.662,0.376,0.378,0.444,0.31,0.358,0.926,0.045,11,0.253,0.5,1,0
29500,2021,4877,R.J. Hampton,NA,PG,19,1,NBA,DEN,25,233,0.417,12.3,0.7,0.25,0.283,0.15,0.017,0.3,0.476,0.533,0.353,0.556,1,0.278,0.35,1,0.05,3,0.333,0.5,1,0
29501,2021,4877,R.J. Hampton,NA,SG,19,1,NBA,ORL,26,655,0.439,12.3,0.727,0.245,0.269,0.111,0.103,0.273,0.484,0.694,0.382,0.321,0.423,0.319,0.36,0.909,0.043,8,0.232,0.5,0,0
29502,2021,3704,Rajon Rondo,NA,PG,34,15,NBA,TOT,45,770,0.442,13.5,0.586,0.326,0.195,0.023,0.042,0.414,0.468,0.6,0.262,0.4,0.444,0.404,0.136,0.639,0,0,0.112,0.4,0,0
29503,2021,3704,Rajon Rondo,NA,PG,34,15,NBA,ATL,27,402,0.4,13.4,0.591,0.327,0.182,0.036,0.045,0.409,0.415,0.611,0.1,0.25,0.4,0.378,0.148,0.588,0,0,0.133,0.5,0,0
29504,2021,3704,Rajon Rondo,NA,PG,34,15,NBA,LAC,18,368,0.486,13.5,0.581,0.324,0.21,0.01,0.038,0.419,0.525,0.588,0.409,1,0.5,0.432,0.125,0.684,0,0,0.091,0.25,0,0
29505,2021,4358,Raul Neto,NA,PG,28,6,NBA,WAS,64,1403,0.468,13.7,0.633,0.172,0.315,0.105,0.04,0.367,0.512,0.61,0.489,0.511,0.278,0.39,0.421,0.938,0,0,0.274,0.356,2,0
29506,2021,4666,Ray Spalding,NA,C,23,2,NBA,HOU,2,19,0.5,8.1,0.75,0.5,0.25,0,0,0.25,0.667,0.5,1,NA,NA,0,1,NA,0,0,1,0,0,0
29507,2021,4781,Rayjon Tucker,NA,PG,23,2,NBA,PHI,14,68,0.5,11.8,0.611,0.556,0,0,0.056,0.389,0.636,0.7,NA,NA,0,0.286,0.714,0.5,0.167,3,0.286,0,0,0
29508,2021,4194,Reggie Bullock,NA,SF,29,8,NBA,NYK,65,1949,0.442,20.8,0.291,0.087,0.052,0.061,0.091,0.709,0.521,0.633,0.379,0.5,0.51,0.41,0.859,0.975,0.002,1,0.317,0.468,1,0
29509,2021,4050,Reggie Jackson,NA,SG,30,10,NBA,LAC,67,1544,0.45,16.2,0.518,0.188,0.166,0.094,0.07,0.482,0.465,0.609,0.361,0.345,0.488,0.433,0.262,0.844,0.015,8,0.22,0.5,1,0
29510,2021,4878,Reggie Perry,NA,PF,20,1,NBA,BRK,26,211,0.41,8.9,0.731,0.551,0.141,0.026,0.013,0.269,0.491,0.628,0,0.5,0,0.19,0.643,1,0.09,7,0.19,0,0,0
29511,2021,4359,Richaun Holmes,NA,C,27,6,NBA,SAC,61,1782,0.637,6.9,0.981,0.405,0.283,0.257,0.035,0.019,0.645,0.747,0.552,0.622,0.4,0.182,0.816,1,0.165,91,0.182,0,1,0
29512,2021,4051,Ricky Rubio,NA,PG,30,10,NBA,MIN,68,1772,0.388,14.8,0.57,0.221,0.149,0.131,0.07,0.43,0.447,0.582,0.338,0.415,0.314,0.308,0.394,0.939,0.002,1,0.327,0.343,0,0
29513,2021,4782,RJ Barrett,NA,SG,20,2,NBA,NYK,72,2511,0.441,11.5,0.708,0.325,0.228,0.087,0.069,0.292,0.457,0.605,0.318,0.315,0.397,0.401,0.353,0.976,0.04,39,0.427,0.424,1,0
29514,2021,4197,Robert Covington,NA,PF,30,8,NBA,POR,70,2243,0.401,19.6,0.301,0.181,0.075,0.016,0.029,0.699,0.451,0.587,0.211,0.125,0.4,0.379,0.652,0.948,0.031,10,0.126,0.244,1,0
29515,2021,4879,Robert Franks,NA,PF,24,1,NBA,ORL,7,101,0.464,16.4,0.464,0.214,0.143,0.036,0.071,0.536,0.615,1,0.5,0,0,0.333,0.25,1,0,0,0.2,0.333,0,0
29516,2021,4667,Robert Williams,NA,C,23,3,NBA,BOS,52,985,0.721,4.1,0.992,0.643,0.244,0.054,0.05,0.008,0.727,0.801,0.651,0.643,0.231,0,0.737,NA,0.388,93,0,NA,2,0
29517,2021,4880,Robert Woodard,NA,SF,21,1,NBA,SAC,13,45,0.4,14.6,0.7,0.25,0.25,0.1,0.1,0.3,0.5,1,0,0.5,0.5,0.167,0.571,1,0.1,2,0,NA,1,0
29518,2021,3845,Robin Lopez,NA,C,32,13,NBA,WAS,71,1354,0.633,5.4,0.958,0.318,0.595,0.042,0,0.042,0.649,0.696,0.648,0.333,NA,0.278,0.617,1,0.08,32,0.722,0.154,0,0
29519,2021,4668,Rodions Kurucs,NA,SF-PF,22,3,NBA,TOT,21,125,0.344,17.9,0.344,0.25,0.031,0.031,0.031,0.656,0.455,0.625,0,0,0,0.286,0.8,1,0.094,2,0.238,0.4,0,0
29520,2021,4668,Rodions Kurucs,NA,PF,22,3,NBA,BRK,5,16,0.333,23.6,0.333,0,0,0,0.333,0.667,0,NA,NA,NA,0,0.5,NA,1,0,0,0.5,1,0,0
29521,2021,4668,Rodions Kurucs,NA,SF,22,3,NBA,HOU,11,75,0.238,18.2,0.286,0.286,0,0,0,0.714,0.5,0.5,NA,NA,NA,0.133,1,1,0.143,2,0.267,0.25,0,0
29522,2021,4668,Rodions Kurucs,NA,SF,22,3,NBA,MIL,5,34,0.625,15,0.5,0.25,0.125,0.125,0,0.5,0.5,1,0,0,NA,0.75,0.5,1,0,0,0,NA,0,0
29523,2021,4285,Rodney Hood,NA,SF,28,7,NBA,TOT,55,942,0.362,17,0.565,0.092,0.162,0.192,0.119,0.435,0.408,0.583,0.286,0.42,0.419,0.301,0.3,0.794,0.012,2,0.363,0.244,1,0
29524,2021,4285,Rodney Hood,NA,SF,28,7,NBA,POR,38,726,0.363,16.7,0.582,0.095,0.164,0.204,0.119,0.418,0.41,0.526,0.273,0.439,0.458,0.298,0.313,0.76,0.015,2,0.321,0.222,0,0
29525,2021,4285,Rodney Hood,NA,SF,28,7,NBA,TOR,17,216,0.356,17.9,0.508,0.085,0.153,0.153,0.119,0.492,0.4,0.8,0.333,0.333,0.286,0.31,0.25,0.889,0,0,0.483,0.286,1,0
29526,2021,4443,Rodney McGruder,NA,SG,29,5,NBA,DET,16,194,0.529,12.1,0.657,0.257,0.286,0.086,0.029,0.343,0.565,0.722,0.55,0.167,0.5,0.458,0.462,1,0,0,0.542,0.385,0,0
29527,2021,4783,Romeo Langford,NA,SG,21,2,NBA,BOS,18,283,0.356,11.7,0.695,0.339,0.186,0.102,0.068,0.305,0.39,0.65,0.273,0,0,0.278,0.375,1,0.051,3,0.444,0.25,0,0
29528,2021,4360,Rondae Hollis-Jefferson,NA,PF,26,6,NBA,POR,11,107,0.5,4.6,0.944,0.556,0.333,0.056,0,0.056,0.529,0.5,0.5,1,NA,0,0.444,NA,0.056,1,1,0,0,0
29529,2021,4560,Royce O'Neale,NA,SF,27,4,NBA,UTA,71,2241,0.444,19,0.294,0.193,0.079,0.01,0.013,0.706,0.586,0.737,0.323,0.5,0,0.385,0.603,0.981,0.051,18,0.306,0.424,0,0
29530,2021,3713,Rudy Gay,NA,PF,34,15,NBA,SAS,63,1358,0.42,17.1,0.557,0.121,0.139,0.172,0.126,0.443,0.451,0.605,0.448,0.407,0.367,0.381,0.405,0.896,0.037,19,0.183,0.314,2,0
29531,2021,4199,Rudy Gobert,NA,C,28,8,NBA,UTA,71,2187,0.675,2.7,0.993,0.77,0.209,0.005,0.009,0.007,0.68,0.798,0.281,0,0.2,0,0.767,NA,0.432,231,0.25,0,3,0
29532,2021,4784,Rui Hachimura,NA,PF,22,2,NBA,WAS,57,1797,0.478,12.3,0.789,0.221,0.238,0.154,0.176,0.211,0.519,0.748,0.442,0.43,0.412,0.328,0.74,1,0.1,58,0.307,0.286,0,0
29533,2021,3849,Russell Westbrook,NA,PG,32,13,NBA,WAS,65,2369,0.439,13.2,0.779,0.194,0.245,0.117,0.224,0.221,0.475,0.65,0.465,0.379,0.383,0.315,0.164,0.628,0.025,24,0.103,0.429,0,0
29534,2021,4561,Ryan Arcidiacono,NA,PG,26,4,NBA,CHI,44,450,0.419,18.3,0.427,0.154,0.137,0.085,0.051,0.573,0.48,0.556,0.375,0.7,0.167,0.373,0.542,1,0,0,0.224,0.467,1,0
29535,2021,4881,Saben Lee,NA,PG,21,1,NBA,DET,48,781,0.471,6.9,0.89,0.386,0.429,0.062,0.014,0.11,0.487,0.617,0.378,0.462,0.333,0.348,0.352,1,0.043,5,0.348,0.625,0,0
29536,2021,4882,Saddiq Bey,NA,SF,21,1,NBA,DET,70,1909,0.404,19,0.334,0.158,0.097,0.049,0.03,0.666,0.45,0.596,0.313,0.294,0.381,0.38,0.49,0.926,0.035,22,0.228,0.39,2,0
29537,2021,4883,Sam Merrill,NA,SG,24,1,NBA,MIL,30,233,0.444,19.8,0.347,0.139,0.083,0.056,0.069,0.653,0.44,0.5,0,0.75,0.6,0.447,0.545,0.81,0.028,2,0.085,0.75,0,0
29538,2021,4884,Sean McDermott,NA,SF,24,1,NBA,MEM,18,158,0.394,17.8,0.333,0.242,0.03,0.061,0,0.667,0.727,0.75,1,0.5,NA,0.227,0.25,1,0.121,4,0.364,0.25,0,0
29539,2021,4785,Sekou Doumbouya,NA,PF,20,2,NBA,DET,56,869,0.379,12.3,0.592,0.376,0.167,0.039,0.011,0.408,0.485,0.642,0.277,0,0,0.226,0.667,1,0.082,19,0.304,0.257,0,0
29540,2021,4562,Semi Ojeleye,NA,PF,26,4,NBA,BOS,56,950,0.403,19.7,0.285,0.1,0.109,0.054,0.023,0.715,0.492,0.636,0.542,0.25,0.2,0.367,0.613,0.983,0.027,6,0.462,0.342,0,0
29541,2021,3902,Serge Ibaka,NA,C,31,12,NBA,LAC,41,955,0.51,12.9,0.685,0.244,0.268,0.085,0.088,0.315,0.588,0.753,0.469,0.484,0.594,0.339,0.673,1,0.082,25,0.043,0.2,0,0
29542,2021,4203,Seth Curry,NA,SG,30,7,NBA,PHI,57,1638,0.467,19.3,0.493,0.083,0.111,0.096,0.203,0.507,0.485,0.63,0.426,0.509,0.446,0.45,0.591,0.857,0,0,0.157,0.636,1,0
29543,2021,4670,Shai Gilgeous-Alexander,NA,SG,22,3,NBA,OKC,35,1180,0.508,11.6,0.699,0.333,0.225,0.097,0.044,0.301,0.547,0.633,0.528,0.382,0.36,0.418,0.074,0.296,0.018,10,0.076,0.462,0,0
29544,2021,4671,Shake Milton,NA,SG,24,3,NBA,PHI,63,1461,0.45,13.9,0.696,0.193,0.214,0.181,0.106,0.304,0.494,0.62,0.42,0.479,0.437,0.35,0.362,0.803,0,0,0.182,0.432,0,0
29545,2021,4563,Shaquille Harrison,NA,SG,27,4,NBA,TOT,34,333,0.333,9.3,0.795,0.385,0.295,0.051,0.064,0.205,0.371,0.567,0.087,0.25,0.6,0.188,0.304,1,0.026,2,0.563,0.222,0,0
29546,2021,4563,Shaquille Harrison,NA,SG,27,4,NBA,UTA,17,56,0.3,7.5,0.9,0.4,0.35,0.1,0.05,0.1,0.333,0.5,0,0.5,1,0,0.167,NA,0,0,0.5,0,0,0
29547,2021,4563,Shaquille Harrison,NA,SG,27,4,NBA,DEN,17,277,0.345,9.9,0.759,0.379,0.276,0.034,0.069,0.241,0.386,0.591,0.125,0,0.5,0.214,0.353,1,0.034,2,0.571,0.25,0,0
29548,2021,4564,Sindarius Thornwell,NA,SG,26,4,NBA,TOT,21,217,0.326,15.4,0.5,0.13,0.261,0.087,0.022,0.5,0.348,0.667,0.25,0.25,0,0.304,0.5,1,0.043,2,0.391,0.556,0,0
29549,2021,4564,Sindarius Thornwell,NA,SG,26,4,NBA,NOP,14,73,0.333,14,0.571,0.238,0.19,0.095,0.048,0.429,0.333,0.6,0.25,0,0,0.333,0,1,0.048,1,0.667,0.5,0,0
29550,2021,4564,Sindarius Thornwell,NA,SG,26,4,NBA,ORL,7,144,0.32,16.6,0.44,0.04,0.32,0.08,0,0.56,0.364,1,0.25,0.5,NA,0.286,1,1,0.04,1,0.214,0.667,0,0
29551,2021,4885,Skylar Mays,NA,SG,23,1,NBA,ATL,33,269,0.449,13.3,0.592,0.408,0.061,0.051,0.071,0.408,0.517,0.55,0.5,0.4,0.429,0.35,0.4,0.929,0.051,4,0.25,0.5,0,0
29552,2021,4207,Solomon Hill,NA,PF,29,8,NBA,ATL,71,1513,0.359,19,0.289,0.164,0.081,0.017,0.027,0.711,0.453,0.571,0.333,0.2,0.25,0.321,0.59,1,0.027,6,0.392,0.301,1,0
29553,2021,4291,Spencer Dinwiddie,NA,SG,27,7,NBA,BRK,3,64,0.375,12.3,0.563,0.313,0.25,0,0,0.438,0.444,0.6,0.25,NA,NA,0.286,0.5,1,0.063,1,0.143,1,0,0
29554,2021,4364,Stanley Johnson,NA,PF,24,6,NBA,TOR,61,1006,0.382,17.1,0.412,0.193,0.159,0.043,0.017,0.588,0.458,0.489,0.486,0.4,0,0.328,0.318,0.956,0.017,4,0.314,0.349,1,0
29555,2021,3903,Stephen Curry,NA,PG,32,12,NBA,GSW,63,2152,0.482,19.3,0.413,0.148,0.136,0.06,0.069,0.587,0.569,0.663,0.532,0.549,0.457,0.421,0.411,0.588,0,0,0.072,0.397,11,0
29556,2021,4565,Sterling Brown,NA,SG,25,4,NBA,HOU,51,1229,0.448,17.9,0.358,0.206,0.099,0.021,0.033,0.642,0.492,0.623,0.364,0.286,0.182,0.423,0.542,0.912,0.021,6,0.414,0.371,3,0
29557,2021,4208,Steven Adams,NA,C,27,8,NBA,NOP,58,1605,0.614,3.9,0.99,0.646,0.276,0.068,0,0.01,0.62,0.693,0.494,0.429,NA,0,0.598,NA,0.182,51,0,NA,3,0
29558,2021,4672,Sviatoslav Mykhailiuk,NA,SF-SG,23,3,NBA,TOT,66,1324,0.411,17.6,0.379,0.209,0.105,0.04,0.026,0.621,0.536,0.66,0.302,0.5,0.538,0.334,0.563,0.886,0.03,14,0.223,0.414,1,0
29559,2021,4672,Sviatoslav Mykhailiuk,NA,SF,23,3,NBA,DET,36,634,0.377,20.6,0.233,0.13,0.072,0.018,0.013,0.767,0.519,0.655,0.313,0.25,0.667,0.333,0.63,0.895,0,0,0.152,0.308,0,0
29560,2021,4672,Sviatoslav Mykhailiuk,NA,SG,23,3,NBA,OKC,30,690,0.438,15.3,0.495,0.272,0.131,0.057,0.035,0.505,0.543,0.662,0.297,0.563,0.5,0.336,0.539,0.875,0.053,14,0.308,0.477,1,0
29561,2021,4566,T.J. Leaf,NA,PF,23,4,NBA,POR,7,35,0.5,2.9,1,0.7,0.2,0.1,0,0,0.5,0.571,0.5,0,NA,NA,0.6,NA,0.1,1,NA,NA,0,0
29562,2021,4365,T.J. McConnell,NA,PG,28,6,NBA,IND,69,1796,0.559,8.4,0.902,0.331,0.341,0.188,0.043,0.098,0.586,0.654,0.545,0.554,0.524,0.313,0.363,0.8,0,0,0.396,0.421,1,0
29563,2021,4292,T.J. Warren,NA,SF,27,7,NBA,IND,4,117,0.529,10.7,0.863,0.333,0.137,0.196,0.196,0.137,0.614,0.824,0.714,0.3,0.5,0,0.593,NA,0.039,2,0.429,0,0,0
29564,2021,4788,Tacko Fall,NA,C,25,2,NBA,BOS,19,136,0.724,3.4,1,0.621,0.345,0,0.034,0,0.724,0.722,0.7,NA,1,NA,0.619,NA,0.448,12,NA,NA,0,0
29565,2021,3905,Taj Gibson,NA,PF,35,12,NBA,NYK,45,936,0.627,5.8,0.905,0.601,0.184,0.082,0.038,0.095,0.671,0.789,0.414,0.538,0.333,0.2,0.604,1,0.165,23,0.467,0.286,0,0
29566,2021,4789,Talen Horton-Tucker,NA,SG,20,2,NBA,LAL,65,1304,0.458,10.3,0.732,0.413,0.211,0.072,0.037,0.268,0.522,0.639,0.359,0.486,0.222,0.282,0.348,0.73,0.049,15,0.214,0.179,1,0
29567,2021,4450,Taurean Prince,NA,PF,26,5,NBA,TOT,41,905,0.401,15.9,0.526,0.183,0.18,0.104,0.058,0.474,0.401,0.55,0.271,0.382,0.368,0.4,0.536,0.855,0.024,7,0.284,0.523,2,0
29568,2021,4450,Taurean Prince,NA,PF,26,5,NBA,BRK,12,218,0.405,16.8,0.5,0.162,0.176,0.081,0.081,0.5,0.459,0.833,0.231,0.333,0.333,0.351,0.706,0.846,0.027,2,0.27,0.4,1,0
29569,2021,4450,Taurean Prince,NA,PF,26,5,NBA,CLE,29,687,0.399,15.6,0.534,0.19,0.182,0.111,0.051,0.466,0.385,0.479,0.283,0.393,0.385,0.415,0.481,0.857,0.024,5,0.288,0.559,1,0
29570,2021,4791,Terance Mann,NA,SG,24,2,NBA,LAC,67,1263,0.509,10.4,0.74,0.371,0.209,0.109,0.051,0.26,0.541,0.708,0.397,0.342,0.333,0.418,0.507,0.842,0.111,32,0.571,0.442,1,0
29571,2021,4792,Terence Davis,NA,SG,23,2,NBA,TOT,61,1074,0.428,16.6,0.414,0.235,0.136,0.011,0.033,0.586,0.513,0.636,0.323,0.6,0.4,0.367,0.505,0.827,0.044,20,0.217,0.431,0,0
29572,2021,4792,Terence Davis,NA,SG,23,2,NBA,TOR,34,493,0.414,16.5,0.419,0.21,0.167,0.014,0.029,0.581,0.489,0.591,0.4,0.333,0.333,0.361,0.605,0.841,0.038,8,0.262,0.406,0,0
29573,2021,4792,Terence Davis,NA,SG,23,2,NBA,SAC,27,581,0.439,16.7,0.411,0.256,0.11,0.008,0.037,0.589,0.535,0.667,0.222,1,0.444,0.372,0.426,0.815,0.049,12,0.179,0.462,0,0
29574,2021,4567,Terrance Ferguson,NA,SG,22,4,NBA,PHI,13,49,0.143,19.8,0.286,0.143,0,0,0.143,0.714,0.5,1,NA,NA,0,0,1,NA,0.143,1,0.6,0,0,0
29575,2021,4131,Terrence Ross,NA,SG,29,9,NBA,ORL,46,1347,0.412,18.3,0.571,0.063,0.12,0.172,0.216,0.429,0.469,0.744,0.365,0.538,0.391,0.337,0.485,0.775,0.023,11,0.106,0.286,1,0
29576,2021,4366,Terry Rozier,NA,SG,26,6,NBA,CHO,69,2383,0.45,16.6,0.496,0.183,0.15,0.097,0.066,0.504,0.512,0.615,0.418,0.564,0.36,0.389,0.403,0.829,0.011,12,0.243,0.453,2,0
29577,2021,3791,Thaddeus Young,NA,PF,32,14,NBA,CHI,68,1652,0.559,5.7,0.932,0.446,0.424,0.044,0.018,0.068,0.58,0.678,0.505,0.414,0.333,0.267,0.57,1,0.038,22,0.489,0.318,3,0
29578,2021,4367,Thanasis Antetokounmpo,NA,SF,28,3,NBA,MIL,57,551,0.489,8.4,0.788,0.62,0.139,0.015,0.015,0.212,0.556,0.671,0.105,0,0.5,0.241,0.583,0.714,0.255,29,0.31,0.333,4,0
29579,2021,4886,Théo Maledon,NA,PG,19,1,NBA,OKC,65,1778,0.368,16.8,0.49,0.171,0.164,0.107,0.047,0.51,0.402,0.419,0.376,0.424,0.379,0.335,0.331,0.781,0.003,1,0.128,0.375,3,0
29580,2021,4674,Theo Pinson,NA,SG,25,3,NBA,NYK,17,34,0.111,25,0.111,0,0,0.111,0,0.889,1,NA,NA,1,NA,0,0,NA,0,0,0,NA,0,0
29581,2021,4568,Thomas Bryant,NA,C,23,4,NBA,WAS,10,271,0.648,10.3,0.769,0.374,0.231,0.088,0.077,0.231,0.714,0.912,0.762,0.375,0,0.429,0.72,1,0.286,24,0.048,1,0,0
29582,2021,4451,Thon Maker,NA,C,23,5,NBA,CLE,8,76,0.556,7.1,0.889,0.389,0.333,0.111,0.056,0.111,0.625,0.714,0.667,0,1,0,0.4,NA,0.056,1,0.5,0,0,0
29583,2021,4294,Tim Frazier,NA,PG,30,7,NBA,MEM,5,62,0.15,16.8,0.6,0.1,0.15,0.25,0.1,0.4,0.25,1,0,0.2,0,0,0.333,NA,0,0,0.125,0,0,0
29584,2021,4209,Tim Hardaway Jr.,NA,SG,28,8,NBA,DAL,70,1985,0.447,18.5,0.419,0.158,0.099,0.075,0.088,0.581,0.524,0.715,0.4,0.426,0.4,0.391,0.545,0.841,0.036,28,0.185,0.388,3,0
29585,2021,4453,Timothé Luwawu-Cabarrot,NA,SF,25,5,NBA,BRK,58,1050,0.365,18.2,0.329,0.208,0.062,0.028,0.031,0.671,0.47,0.568,0.318,0.1,0.455,0.314,0.691,0.987,0.014,3,0.351,0.31,0,0
29586,2021,4055,Tobias Harris,NA,PF,28,10,NBA,PHI,62,2014,0.512,11.7,0.775,0.22,0.313,0.144,0.098,0.225,0.546,0.709,0.474,0.511,0.462,0.394,0.358,0.817,0.043,35,0.202,0.452,0,0
29587,2021,4454,Tomáš Satoranský,NA,SG,29,5,NBA,CHI,58,1307,0.514,13.3,0.641,0.261,0.213,0.116,0.052,0.359,0.602,0.779,0.457,0.395,0.765,0.356,0.425,1,0.036,11,0.305,0.444,2,0
29588,2021,4569,Tony Bradley,NA,C,23,4,NBA,TOT,42,684,0.665,4.3,0.985,0.569,0.325,0.046,0.046,0.015,0.675,0.741,0.656,0.444,0.222,0,0.687,NA,0.107,20,0.333,0,0,0
29589,2021,4569,Tony Bradley,NA,C,23,4,NBA,PHI,20,287,0.68,3.7,0.987,0.613,0.293,0.053,0.027,0.013,0.689,0.739,0.636,0.5,0.5,0,0.627,NA,0.08,6,1,0,0,0
29590,2021,4569,Tony Bradley,NA,C,23,4,NBA,OKC,22,397,0.656,4.7,0.984,0.541,0.344,0.041,0.057,0.016,0.667,0.742,0.667,0.4,0.143,0,0.725,NA,0.123,14,0,NA,0,0
29591,2021,4212,Tony Snell,NA,SG,29,8,NBA,ATL,47,992,0.515,18.6,0.363,0.076,0.152,0.111,0.023,0.637,0.419,0.615,0.346,0.421,0.25,0.569,0.654,0.984,0.012,2,0.45,0.551,0,0
