Date,City,State,Dead,Injured,Total,Description
2021-06-26,Fort Deposit,Alabama,1,3,4,An argument escalated at a funeral service after an outside group refused to turn down music in their car. A man was killed and three others injured.
2021-06-26,Chicago,Illinois,1,3,4,A man was killed and three others wounded after an argument escalated in the morning in West Rogers Park.
2021-06-26,Houston,Texas,1,3,4,A man was killed and three wounded at a pay-per-view event at a nightclub after a fight broke out.
2021-06-25,Columbus,Ohio,0,4,4,Two children and two adults were shot in an SUV.
2021-06-25,Chicago,Illinois,0,4,4,"Shortly before midnight, two men and two women were injured in a drive-by shooting in Park Manor, in which the shooter drove a moped."
2021-06-25,New York City,New York,0,5,5,Five people were shot in an early morning drive-by at a graduation party in the Bronx.
2021-06-24,Gainesville,Florida,1,4,5,"Two shooters opened fire at a local American Legion Post, which was hosting a teen party. All five injured were teenagers."
2021-06-23,Montgomery,Alabama,2,2,4,Two men were found dead and two more injured by responding police officers.
2021-06-23,Chicago,Illinois,0,4,4,Four motorcycle club members were wounded in Englewood.
2021-06-23,Buffalo,New York,0,4,4,"Two adults and two children were wounded at the local JFK Park, after a man opened fire."
2021-06-23,Chicago,Illinois,0,4,4,Four people were shot while standing outside when two shooters opened fire in South Austin.
2021-06-21,Washington D.C.,Washington D.C.,0,4,4,Minnesota Vikings defensive tackle Jaylen Twyman was shot along with three others while visiting his aunt.
2021-06-21,St. Louis,Missouri,3,4,7,Three people were killed and four injured in a shooting outside a convenience store.
2021-06-20,Richmond,California,3,5,8,"Celebrators of a Marimba; a Guatemalan music and dance party, were shot by multiple shooters who fled in vehicles"
2021-06-20,Granger,Indiana,1,4,5,A man was killed and four others were wounded in an early morning shooting at a local brewing companies parking lot.
2021-06-20,Dallas,Texas,0,8,8,"Eight people were wounded in a shootout between two groups after an argument escalated. Each group had rented a party space, and two of the injured were children."
2021-06-20,Atlantic City,New Jersey,1,3,4,One man was killed and three others injured while standing on a porch after a bicyclist opened fire.
2021-06-20,Wildwood,Florida,1,10,11,A woman was killed and ten others injured at an annual community Fathers Day celebration. The shooter was shortly arrested.
2021-06-20,Cincinnati,Ohio,1,3,4,A woman was killed and three others injured shortly after midnight.
2021-06-20,Aurora,Colorado,1,4,5,A man was killed and four others wounded during an early morning Juneteenth celebration at a local strip mall.
2021-06-20,Richmond,Virginia,1,3,4,A man was killed and three wounded while leaving Shockoe Bottom after someone opened fire on a group of people.
2021-06-19,Anchorage,Alaska,1,4,5,Four people wounded and one killed in a shooting.
2021-06-19,Oakland,California,1,6,7,A man was killed and five others injured at Lake Merritt near the city's Juneteenth celebration.
2021-06-19,Baton Rouge,Louisiana,2,4,6,Two people were killed and four injured in a parking lot after an argument escalated between unknown people and partygoers leaving a concert.
2021-06-19,Newark,New Jersey,0,4,4,Responding officers found two wounded men in an early morning shooting. Shortly after two more were identified at a local hospital.
2021-06-18,Minneapolis,Minnesota,0,5,5,Shortly before midnight five people were wounded in Dinkytown.
2021-06-17,Durham,North Carolina,2,2,4,A shooting killed two and wounded another two.
2021-06-17,Petersburg,Virginia,0,4,4,Four men were wounded in a shooting.
2021-06-17,Paterson,New Jersey,0,4,4,Four people were wounded in a shooting.
2021-06-17,Glendale,Peoria,1,12,13,"One person was killed and twelve others injured in eight drive-by shootings in the West Valley area. A male suspect was taken into custody. Of the injuries, three were wounded by gunfire, while nine others sustained indirect injuries, such as shrapnel from broken glass due to a car crash."
2021-06-16,Baltimore,Maryl,1,5,6,"Six people were shot, one fatally, in West Baltimore."
2021-06-15,Chicago,Illinois,0,5,5,Five people were wounded at West Garfield Park.
2021-06-15,Chicago,Illinois,5,3,8,Four women were killed and three others injured after gunfire erupted in a South Side residence. Another woman died in a hospital.
2021-06-15,Albertville,Alabama,2,2,4,A shooting at a Mueller Water Products factory killed two and injured two others.
2021-06-14,Lansing,Michigan,2,2,4,Two people were killed and two others injured at a city park.
2021-06-14,Boynton Beach,Florida,1,3,4,A drive-by shooting on Interstate 95 killed one and injured three.
2021-06-13,Louisville,Kentucky,1,3,4,One man was killed and three other people were injured after a shooting in a Newburg neighborhood.
2021-06-13,West Salem,Ohio,1,5,6,An altercation resulted in a shooting that killed one and injured five others at a racetrack.
2021-06-12,Cleveland,Ohio,3,4,7,Three men were killed while three women and another man were injured in the Kinsman neighborhood.
2021-06-12,Austin,Texas,1,13,14,"At least 14 people were shot in Downtown Austin in the early morning hours, leaving one dead. A suspect has been arrested while police are still looking for another."
2021-06-12,Chicago,Illinois,1,9,10,A shooting in Chatham on the South Side left one dead and nine injured.
2021-06-12,Cincinnati,Ohio,0,4,4,Four people were wounded in a drive-by. Two of the victims were children caught in crossfire.
2021-06-11,Savannah,Georgia,1,7,8,One person was killed and seven others wounded in a shooting at a housing project.
2021-06-11,Dallas,Texas,0,5,5,"A shooting left five people injured, including a four-year-old girl."
2021-06-11,Winston-Salem,North Carolina,1,3,4,A shooting left one man dead and four others injured.
2021-06-11,White Center,Washington,2,2,4,Two people were killed and two others hurt in a shooting in White Center near West Seattle.
2021-06-10,Detroit,Michigan,1,3,4,"A drive by shooting on the west side left one dead and three injured, including a six-year-old boy."
2021-06-10,Yonkers,New York,0,4,4,Four people were wounded in a drive by shooting that was potential gang activity.
2021-06-08,Memphis,Tennessee,1,4,5,Four people were wounded and one killed in an afternoon shooting. The suspect is known to the victims.
2021-06-08,Nashville,Tennessee,1,3,4,Three teenagers were wounded and an adult woman was killed after their cars were boxed in by other vehicles and fired upon. A fourth teenager was injured in a car accident as one of the cars attempted to flee the gunfire.
2021-06-08,Houston,Texas,0,5,5,"Four people were shot, and a fifth wounded by bullet fragments in the early morning at a bar. The shooting was believed to be in retaliation of three men being denied entry into the bar."
2021-06-07,Homestead,Florida,3,3,6,"A man killed his girlfriend, and another man, and injured three teenagers in a Florida home. The man committed suicide upon police arrival."
2021-06-07,Cleveland,Ohio,0,6,6,Six people were wounded in an early morning shooting while standing on a porch.
2021-06-06,Salt Lake City,Utah,1,4,5,One person was killed and four more injured in a drive-by shooting.
2021-06-06,Portland,Oregon,4,0,4,Four people were shot dead at a home in southeast Portland.
2021-06-06,Chicago,Illinois,0,8,8,"Two shooters opened fire on a group in Chatham, injuring eight."
2021-06-06,Oakland,California,0,5,5,Five men were wounded in the Fremont neighborhood in a drive-by shooting.
2021-06-06,St. Louis,Missouri,0,4,4,"Three shooters opened fire on a group of teenagers near Kiener Plaza, injuring four."
2021-06-06,Maury,North Carolina,0,4,4,Four people were injured by gunfire at a party in a trailer park.
2021-06-06,Kendall,Florida,3,6,9,Three people were killed and six more injured at a graduation party inside of a restaurant/hookah lounge.
2021-06-05,New Orleans,Louisiana,0,8,8,Eight people were wounded in an evening shooting while standing outside a vacant hotel.
2021-06-05,Indianapolis,Indiana,2,2,4,Two people were killed and two more injured while exiting a Boston Market earlier in the morning in northeastern Indianapolis.
2021-06-04,Fruitport Township,Michigan,1,3,4,One person was killed and three injured.
2021-06-02,Magnolia,Arkansas,0,4,4,Police responding to a fight at a local park were then notified of gunfire. Four people were wounded and one of the shooters was arrested after a car chase.
2021-06-02,Springfield,Ohio,0,6,6,Two people are in custody after six people were injured in an overnight shooting at a wake.
2021-06-02,Wilmington,Delaware,1,3,4,"A shooter opened fire on officers during a domestic dispute in an apartment, injuring three. The shooter was found dead from a self-inflicted gunshot wound the next day."
2021-06-02,Toledo,Ohio,0,4,4,Four people were shot and one other was seriously injured after being run over by a car outside a bar.
2021-05-31,New York City,New York,0,5,5,Five people were shot in the Bushwick area of Brooklyn.
2021-05-31,St. Louis,Missouri,0,4,4,Four men were wounded in a drive-by shooting.
2021-05-31,Garfield Heights,Ohio,1,4,5,"One person was killed and four others, including two teenagers, were injured in a shooting during a block party."
2021-05-30,Chicago,Illinois,0,4,4,Four teens injured in drive-by.
2021-05-30,Aliceville,Alabama,1,4,5,One person was killed and four others were injured at a residence.
2021-05-30,Hialeah,Florida,3,20,23,"2021 Hialeah shooting: Three shooters stepped out of a white SUV, using assault rifles and handguns, and opened fire on a billiards club. Some of the gunmen are still at large."
2021-05-29,San Antonio,Texas,2,2,4,"Two people were killed and two others injured in a drive-by shooting, after leaving a memorial service at a North Side bar."
