"","Bat1","Runs","BF","SR","4s","6s","Opposition","Ground","Start Date","Match_ID","Batsman","Player_ID"
"1298","7","7","18","38.88","1","0","v South Africa","Centurion","10 Feb 2017","ODI # 3834","Jeffrey Vandersay",370040
"1299","25","25","47","53.19","1","0","v Pakistan","Dubai (DSC)","13 Oct 2017","ODI # 3922","Jeffrey Vandersay",370040
"1300","22","22","55","40.00","0","0","v Pakistan","Abu Dhabi","16 Oct 2017","ODI # 3924","Jeffrey Vandersay",370040
"1301","0","0","4","0.00","0","0","v Pakistan","Abu Dhabi","18 Oct 2017","ODI # 3926","Jeffrey Vandersay",370040
"1302","2","2","10","20.00","0","0","v Pakistan","Sharjah","23 Oct 2017","ODI # 3930","Jeffrey Vandersay",370040
"1303","DNB","-","-","-","-","-","v India","Hambantota","24 Jul 2012","ODI # 3292","Isuru Udana",328026
"1304","DNB","-","-","-","-","-","v India","Colombo (RPS)","28 Jul 2012","ODI # 3293","Isuru Udana",328026
"1305","0*","0","9","0.00","0","0","v South Africa","Durban","10 Mar 2019","ODI # 4112","Isuru Udana",328026
"1306","78","78","57","136.84","7","4","v South Africa","Port Elizabeth","13 Mar 2019","ODI # 4114","Isuru Udana",328026
"1307","32","32","29","110.34","3","1","v South Africa","Cape Town","16 Mar 2019","ODI # 4115","Isuru Udana",328026
"1308","31","31","14","221.42","4","1","v India","Kolkata","24 Dec 2009","ODI # 2935","Thisara Perera",233514
"1309","DNB","-","-","-","-","-","v India","Delhi","27 Dec 2009","ODI # 2936","Thisara Perera",233514
"1310","36*","36","15","240.00","6","1","v India","Dhaka","5 Jan 2010","ODI # 2938","Thisara Perera",233514
"1311","DNB","-","-","-","-","-","v Bangladesh","Dhaka","8 Jan 2010","ODI # 2940","Thisara Perera",233514
"1312","11","11","17","64.70","2","0","v India","Dhaka","10 Jan 2010","ODI # 2941","Thisara Perera",233514
"1313","6*","6","6","100.00","1","0","v India","Dhaka","13 Jan 2010","ODI # 2943","Thisara Perera",233514
"1314","32","32","23","139.13","2","1","v India","Bulawayo","30 May 2010","ODI # 2983","Thisara Perera",233514
"1315","DNB","-","-","-","-","-","v Zimbabwe","Bulawayo","1 Jun 2010","ODI # 2985","Thisara Perera",233514
"1316","DNB","-","-","-","-","-","v India","Harare","5 Jun 2010","ODI # 2988","Thisara Perera",233514
"1317","8","8","16","50.00","0","0","v Zimbabwe","Harare","7 Jun 2010","ODI # 2989","Thisara Perera",233514
"1318","DNB","-","-","-","-","-","v India","Dambulla","22 Aug 2010","ODI # 3038","Thisara Perera",233514
"1319","6","6","8","75.00","0","0","v India","Dambulla","28 Aug 2010","ODI # 3040","Thisara Perera",233514
"1320","0","0","4","0.00","0","0","v Australia","Melbourne","3 Nov 2010","ODI # 3065","Thisara Perera",233514
"1321","DNB","-","-","-","-","-","v Australia","Sydney","5 Nov 2010","ODI # 3066","Thisara Perera",233514
"1322","3","3","7","42.85","0","0","v Australia","Brisbane","7 Nov 2010","ODI # 3068","Thisara Perera",233514
"1323","6","6","8","75.00","0","0","v West Indies","Colombo (SSC)","6 Feb 2011","ODI # 3099","Thisara Perera",233514
"1324","11","11","11","100.00","1","0","v Canada","Hambantota","20 Feb 2011","ODI # 3102","Thisara Perera",233514
"1325","8","8","6","133.33","1","0","v Pakistan","Colombo (RPS)","26 Feb 2011","ODI # 3109","Thisara Perera",233514
"1326","3","3","5","60.00","0","0","v Zimbabwe","Pallekele","10 Mar 2011","ODI # 3125","Thisara Perera",233514
"1327","22*","22","9","244.44","3","1","v India","Mumbai","2 Apr 2011","ODI # 3148","Thisara Perera",233514
"1328","9","9","17","52.94","0","0","v Scotland","Edinburgh","13 Jul 2011","ODI # 3172","Thisara Perera",233514
"1329","13","13","12","108.33","0","1","v Pakistan","Dubai (DSC)","14 Nov 2011","ODI # 3213","Thisara Perera",233514
"1330","4","4","5","80.00","0","0","v Pakistan","Dubai (DSC)","18 Nov 2011","ODI # 3214","Thisara Perera",233514
"1331","7","7","11","63.63","1","0","v Pakistan","Sharjah","20 Nov 2011","ODI # 3215","Thisara Perera",233514
"1332","25","25","18","138.88","0","1","v Pakistan","Abu Dhabi","23 Nov 2011","ODI # 3216","Thisara Perera",233514
"1333","69*","69","44","156.81","3","5","v South Africa","Kimberley","20 Jan 2012","ODI # 3228","Thisara Perera",233514
"1334","2","2","8","25.00","0","0","v South Africa","Johannesburg","22 Jan 2012","ODI # 3229","Thisara Perera",233514
"1335","7","7","12","58.33","0","0","v India","Perth","8 Feb 2012","ODI # 3233","Thisara Perera",233514
"1336","5","5","9","55.55","0","0","v India","Adelaide","14 Feb 2012","ODI # 3239","Thisara Perera",233514
"1337","DNB","-","-","-","-","-","v Australia","Sydney","17 Feb 2012","ODI # 3241","Thisara Perera",233514
"1338","10","10","7","142.85","1","0","v India","Brisbane","21 Feb 2012","ODI # 3246","Thisara Perera",233514
"1339","21*","21","11","190.90","2","1","v Australia","Hobart","24 Feb 2012","ODI # 3248","Thisara Perera",233514
"1340","3","3","3","100.00","0","0","v India","Hobart","28 Feb 2012","ODI # 3251","Thisara Perera",233514
"1341","5","5","7","71.42","0","0","v Australia","Melbourne","2 Mar 2012","ODI # 3253","Thisara Perera",233514
"1342","17","17","33","51.51","1","0","v Pakistan","Pallekele","7 Jun 2012","ODI # 3272","Thisara Perera",233514
"1343","24*","24","14","171.42","2","2","v Pakistan","Pallekele","9 Jun 2012","ODI # 3273","Thisara Perera",233514
"1344","TDNB","-","-","-","-","-","v Pakistan","Colombo (RPS)","13 Jun 2012","ODI # 3274","Thisara Perera",233514
"1345","8","8","9","88.88","1","0","v Pakistan","Colombo (RPS)","16 Jun 2012","ODI # 3275","Thisara Perera",233514
"1346","0","0","5","0.00","0","0","v Pakistan","Colombo (RPS)","18 Jun 2012","ODI # 3277","Thisara Perera",233514
"1347","44","44","28","157.14","3","1","v India","Hambantota","21 Jul 2012","ODI # 3291","Thisara Perera",233514
"1348","DNB","-","-","-","-","-","v India","Hambantota","24 Jul 2012","ODI # 3292","Thisara Perera",233514
"1349","DNB","-","-","-","-","-","v India","Colombo (RPS)","28 Jul 2012","ODI # 3293","Thisara Perera",233514
"1350","2","2","3","66.66","0","0","v India","Colombo (RPS)","31 Jul 2012","ODI # 3294","Thisara Perera",233514
"1351","18","18","19","94.73","2","0","v India","Pallekele","4 Aug 2012","ODI # 3295","Thisara Perera",233514
"1352","DNB","-","-","-","-","-","v New Zealand","Pallekele","4 Nov 2012","ODI # 3305","Thisara Perera",233514
"1353","DNB","-","-","-","-","-","v New Zealand","Pallekele","6 Nov 2012","ODI # 3306","Thisara Perera",233514
"1354","DNB","-","-","-","-","-","v New Zealand","Hambantota","10 Nov 2012","ODI # 3307","Thisara Perera",233514
"1355","11","11","10","110.00","2","0","v New Zealand","Hambantota","12 Nov 2012","ODI # 3308","Thisara Perera",233514
"1356","4","4","8","50.00","0","0","v Australia","Melbourne","11 Jan 2013","ODI # 3317","Thisara Perera",233514
"1357","DNB","-","-","-","-","-","v Australia","Adelaide","13 Jan 2013","ODI # 3319","Thisara Perera",233514
"1358","4*","4","2","200.00","1","0","v Australia","Brisbane","18 Jan 2013","ODI # 3321","Thisara Perera",233514
"1359","DNB","-","-","-","-","-","v Australia","Sydney","20 Jan 2013","ODI # 3324","Thisara Perera",233514
"1360","7","7","6","116.66","1","0","v Australia","Hobart","23 Jan 2013","ODI # 3326","Thisara Perera",233514
"1361","DNB","-","-","-","-","-","v Bangladesh","Hambantota","23 Mar 2013","ODI # 3349","Thisara Perera",233514
"1362","DNB","-","-","-","-","-","v Bangladesh","Hambantota","25 Mar 2013","ODI # 3351","Thisara Perera",233514
"1363","4","4","8","50.00","0","0","v Bangladesh","Pallekele","28 Mar 2013","ODI # 3352","Thisara Perera",233514
"1364","15","15","29","51.72","2","0","v New Zealand","Cardiff","9 Jun 2013","ODI # 3366","Thisara Perera",233514
"1365","0","0","4","0.00","0","0","v India","Cardiff","20 Jun 2013","ODI # 3376","Thisara Perera",233514
"1366","16*","16","7","228.57","2","1","v South Africa","Colombo (RPS)","20 Jul 2013","ODI # 3392","Thisara Perera",233514
"1367","11","11","14","78.57","1","0","v South Africa","Colombo (RPS)","23 Jul 2013","ODI # 3394","Thisara Perera",233514
"1368","65","65","49","132.65","5","5","v South Africa","Pallekele","26 Jul 2013","ODI # 3398","Thisara Perera",233514
"1369","DNB","-","-","-","-","-","v South Africa","Pallekele","28 Jul 2013","ODI # 3400","Thisara Perera",233514
"1370","17*","17","14","121.42","2","0","v South Africa","Colombo (RPS)","31 Jul 2013","ODI # 3401","Thisara Perera",233514
"1371","8","8","14","57.14","0","0","v New Zealand","Dambulla","16 Nov 2013","ODI # 3435","Thisara Perera",233514
"1372","6","6","6","100.00","1","0","v Pakistan","Sharjah","18 Dec 2013","ODI # 3445","Thisara Perera",233514
"1373","5","5","14","35.71","0","0","v Pakistan","Dubai (DSC)","20 Dec 2013","ODI # 3446","Thisara Perera",233514
"1374","2","2","6","33.33","0","0","v Pakistan","Sharjah","22 Dec 2013","ODI # 3447","Thisara Perera",233514
"1375","80*","80","57","140.35","4","6","v Bangladesh","Dhaka","17 Feb 2014","ODI # 3469","Thisara Perera",233514
"1376","0","0","3","0.00","0","0","v Bangladesh","Dhaka","20 Feb 2014","ODI # 3470","Thisara Perera",233514
"1377","DNB","-","-","-","-","-","v Bangladesh","Dhaka","22 Feb 2014","ODI # 3471","Thisara Perera",233514
"1378","6","6","9","66.66","0","0","v Pakistan","Fatullah","25 Feb 2014","ODI # 3473","Thisara Perera",233514
"1379","11*","11","18","61.11","0","0","v India","Fatullah","28 Feb 2014","ODI # 3476","Thisara Perera",233514
"1380","19*","19","23","82.60","0","0","v Afghanistan","Dhaka","3 Mar 2014","ODI # 3481","Thisara Perera",233514
"1381","15","15","23","65.21","0","0","v Bangladesh","Dhaka","6 Mar 2014","ODI # 3485","Thisara Perera",233514
"1382","DNB","-","-","-","-","-","v Pakistan","Dhaka","8 Mar 2014","ODI # 3486","Thisara Perera",233514
"1383","2","2","6","33.33","0","0","v England","The Oval","22 May 2014","ODI # 3492","Thisara Perera",233514
"1384","13","13","10","130.00","1","1","v Pakistan","Hambantota","23 Aug 2014","ODI # 3512","Thisara Perera",233514
"1385","65","65","36","180.55","5","4","v Pakistan","Hambantota","26 Aug 2014","ODI # 3515","Thisara Perera",233514
"1386","DNB","-","-","-","-","-","v Pakistan","Dambulla","30 Aug 2014","ODI # 3519","Thisara Perera",233514
"1387","29","29","27","107.40","4","0","v India","Cuttack","2 Nov 2014","ODI # 3539","Thisara Perera",233514
"1388","10","10","11","90.90","0","1","v India","Ahmedabad","6 Nov 2014","ODI # 3540","Thisara Perera",233514
"1389","1","1","4","25.00","0","0","v India","Hyderabad (Deccan)","9 Nov 2014","ODI # 3543","Thisara Perera",233514
"1390","29","29","29","100.00","1","3","v India","Kolkata","13 Nov 2014","ODI # 3544","Thisara Perera",233514
"1391","6","6","5","120.00","1","0","v India","Ranchi","16 Nov 2014","ODI # 3547","Thisara Perera",233514
"1392","4","4","6","66.66","0","0","v England","Colombo (RPS)","26 Nov 2014","ODI # 3554","Thisara Perera",233514
"1393","DNB","-","-","-","-","-","v England","Colombo (RPS)","29 Nov 2014","ODI # 3557","Thisara Perera",233514
"1394","8","8","10","80.00","0","1","v England","Hambantota","3 Dec 2014","ODI # 3561","Thisara Perera",233514
"1395","DNB","-","-","-","-","-","v England","Colombo (RPS)","7 Dec 2014","ODI # 3563","Thisara Perera",233514
"1396","27","27","17","158.82","4","1","v England","Pallekele","10 Dec 2014","ODI # 3565","Thisara Perera",233514
"1397","16","16","10","160.00","3","0","v England","Pallekele","13 Dec 2014","ODI # 3567","Thisara Perera",233514
"1398","54","54","26","207.69","7","1","v England","Colombo (RPS)","16 Dec 2014","ODI # 3569","Thisara Perera",233514
"1399","0","0","1","0.00","0","0","v New Zealand","Christchurch","11 Jan 2015","ODI # 3574","Thisara Perera",233514
"1400","DNB","-","-","-","-","-","v New Zealand","Hamilton","15 Jan 2015","ODI # 3577","Thisara Perera",233514
"1401","TDNB","-","-","-","-","-","v New Zealand","Auckland","17 Jan 2015","ODI # 3580","Thisara Perera",233514
"1402","5","5","6","83.33","0","0","v New Zealand","Nelson","20 Jan 2015","ODI # 3585","Thisara Perera",233514
"1403","0","0","1","0.00","0","0","v New Zealand","Dunedin","23 Jan 2015","ODI # 3588","Thisara Perera",233514
"1404","2","2","4","50.00","0","0","v New Zealand","Dunedin","25 Jan 2015","ODI # 3590","Thisara Perera",233514
"1405","20","20","12","166.66","1","1","v New Zealand","Wellington","29 Jan 2015","ODI # 3594","Thisara Perera",233514
"1406","47*","47","26","180.76","6","1","v Afghanistan","Dunedin","22 Feb 2015","ODI # 3609","Thisara Perera",233514
"1407","DNB","-","-","-","-","-","v Bangladesh","Melbourne","26 Feb 2015","ODI # 3615","Thisara Perera",233514
"1408","DNB","-","-","-","-","-","v England","Wellington","1 Mar 2015","ODI # 3619","Thisara Perera",233514
"1409","8","8","3","266.66","2","0","v Australia","Sydney","8 Mar 2015","ODI # 3629","Thisara Perera",233514
"1410","7","7","11","63.63","0","0","v Scotland","Hobart","11 Mar 2015","ODI # 3632","Thisara Perera",233514
"1411","0","0","3","0.00","0","0","v South Africa","Sydney","18 Mar 2015","ODI # 3640","Thisara Perera",233514
"1412","1","1","3","33.33","0","0","v Pakistan","Dambulla","11 Jul 2015","ODI # 3664","Thisara Perera",233514
"1413","15","15","22","68.18","0","0","v Pakistan","Pallekele","15 Jul 2015","ODI # 3669","Thisara Perera",233514
"1414","12","12","33","36.36","0","0","v Pakistan","Colombo (RPS)","19 Jul 2015","ODI # 3670","Thisara Perera",233514
"1415","DNB","-","-","-","-","-","v Pakistan","Hambantota","26 Jul 2015","ODI # 3672","Thisara Perera",233514
"1416","TDNB","-","-","-","-","-","v New Zealand","Nelson","2 Jan 2016","ODI # 3718","Thisara Perera",233514
"1417","15","15","13","115.38","0","1","v New Zealand","Mount Maunganui","5 Jan 2016","ODI # 3721","Thisara Perera",233514
"1418","21","21","14","150.00","3","0","v Australia","Colombo (RPS)","21 Aug 2016","ODI # 3768","Thisara Perera",233514
"1419","12","12","6","200.00","1","1","v Australia","Colombo (RPS)","24 Aug 2016","ODI # 3769","Thisara Perera",233514
"1420","9","9","10","90.00","0","0","v Australia","Dambulla","28 Aug 2016","ODI # 3772","Thisara Perera",233514
"1421","13","13","26","50.00","2","0","v Australia","Dambulla","31 Aug 2016","ODI # 3774","Thisara Perera",233514
"1422","55","55","35","157.14","4","2","v Bangladesh","Dambulla","25 Mar 2017","ODI # 3855","Thisara Perera",233514
"1423","9","9","6","150.00","1","0","v Bangladesh","Dambulla","28 Mar 2017","ODI # 3856","Thisara Perera",233514
"1424","52","52","40","130.00","4","1","v Bangladesh","Colombo (SSC)","1 Apr 2017","ODI # 3858","Thisara Perera",233514
"1425","DNB","-","-","-","-","-","v India","The Oval","8 Jun 2017","ODI # 3882","Thisara Perera",233514
"1426","1","1","5","20.00","0","0","v Pakistan","Cardiff","12 Jun 2017","ODI # 3888","Thisara Perera",233514
"1427","0","0","5","0.00","0","0","v India","Dambulla","20 Aug 2017","ODI # 3905","Thisara Perera",233514
"1428","21","21","29","72.41","1","1","v Pakistan","Dubai (DSC)","13 Oct 2017","ODI # 3922","Thisara Perera",233514
"1429","7","7","5","140.00","1","0","v Pakistan","Abu Dhabi","16 Oct 2017","ODI # 3924","Thisara Perera",233514
"1430","38","38","37","102.70","5","0","v Pakistan","Abu Dhabi","18 Oct 2017","ODI # 3926","Thisara Perera",233514
"1431","0","0","1","0.00","0","0","v Pakistan","Sharjah","20 Oct 2017","ODI # 3927","Thisara Perera",233514
"1432","25","25","29","86.20","3","1","v Pakistan","Sharjah","23 Oct 2017","ODI # 3930","Thisara Perera",233514
"1433","DNB","-","-","-","-","-","v India","Dharamsala","10 Dec 2017","ODI # 3939","Thisara Perera",233514
"1434","5","5","3","166.66","1","0","v India","Mohali","13 Dec 2017","ODI # 3941","Thisara Perera",233514
"1435","6","6","6","100.00","0","0","v India","Visakhapatnam","17 Dec 2017","ODI # 3942","Thisara Perera",233514
"1436","64","64","37","172.97","5","3","v Zimbabwe","Dhaka","17 Jan 2018","ODI # 3955","Thisara Perera",233514
"1437","29","29","14","207.14","3","2","v Bangladesh","Dhaka","19 Jan 2018","ODI # 3959","Thisara Perera",233514
"1438","39*","39","26","150.00","1","3","v Zimbabwe","Dhaka","21 Jan 2018","ODI # 3962","Thisara Perera",233514
"1439","DNB","-","-","-","-","-","v Bangladesh","Dhaka","25 Jan 2018","ODI # 3965","Thisara Perera",233514
"1440","2","2","10","20.00","0","0","v Bangladesh","Dhaka","27 Jan 2018","ODI # 3967","Thisara Perera",233514
"1441","49","49","30","163.33","8","0","v South Africa","Dambulla","29 Jul 2018","ODI # 4025","Thisara Perera",233514
"1442","19","19","20","95.00","2","0","v South Africa","Dambulla","1 Aug 2018","ODI # 4027","Thisara Perera",233514
"1443","16","16","14","114.28","2","0","v South Africa","Pallekele","5 Aug 2018","ODI # 4029","Thisara Perera",233514
"1444","51*","51","45","113.33","3","2","v South Africa","Pallekele","8 Aug 2018","ODI # 4030","Thisara Perera",233514
"1445","13","13","15","86.66","0","0","v South Africa","Colombo (RPS)","12 Aug 2018","ODI # 4031","Thisara Perera",233514
"1446","6","6","9","66.66","1","0","v Bangladesh","Dubai (DSC)","15 Sep 2018","ODI # 4036","Thisara Perera",233514
"1447","28","28","36","77.77","2","0","v Afghanistan","Abu Dhabi","17 Sep 2018","ODI # 4038","Thisara Perera",233514
"1448","TDNB","-","-","-","-","-","v England","Dambulla","10 Oct 2018","ODI # 4052","Thisara Perera",233514
"1449","44*","44","49","89.79","1","3","v England","Dambulla","13 Oct 2018","ODI # 4053","Thisara Perera",233514
"1450","0","0","1","0.00","0","0","v England","Pallekele","17 Oct 2018","ODI # 4054","Thisara Perera",233514
"1451","44","44","41","107.31","2","1","v England","Pallekele","20 Oct 2018","ODI # 4055","Thisara Perera",233514
"1452","11","11","12","91.66","0","1","v England","Colombo (RPS)","23 Oct 2018","ODI # 4058","Thisara Perera",233514
"1453","4","4","5","80.00","0","0","v New Zealand","Mount Maunganui","3 Jan 2019","ODI # 4074","Thisara Perera",233514
"1454","140","140","74","189.18","8","13","v New Zealand","Mount Maunganui","5 Jan 2019","ODI # 4075","Thisara Perera",233514
"1455","80","80","63","126.98","7","3","v New Zealand","Nelson","8 Jan 2019","ODI # 4076","Thisara Perera",233514
"1456","7","7","9","77.77","0","0","v South Africa","Johannesburg","3 Mar 2019","ODI # 4104","Thisara Perera",233514
"1457","23","23","23","100.00","2","1","v South Africa","Centurion","6 Mar 2019","ODI # 4107","Thisara Perera",233514
"1458","12","12","14","85.71","0","0","v South Africa","Durban","10 Mar 2019","ODI # 4112","Thisara Perera",233514
"1459","12","12","17","70.58","0","0","v South Africa","Port Elizabeth","13 Mar 2019","ODI # 4114","Thisara Perera",233514
"1460","2","2","7","28.57","0","0","v South Africa","Cape Town","16 Mar 2019","ODI # 4115","Thisara Perera",233514
"1461","14*","14","16","87.50","1","1","v Australia","Adelaide","13 Jan 2013","ODI # 3319","Kusal Perera ",300631
"1462","22*","22","28","78.57","4","0","v Australia","Brisbane","18 Jan 2013","ODI # 3321","Kusal Perera ",300631
"1463","DNB","-","-","-","-","-","v Australia","Sydney","20 Jan 2013","ODI # 3324","Kusal Perera ",300631
"1464","14","14","30","46.66","1","0","v Australia","Hobart","23 Jan 2013","ODI # 3326","Kusal Perera ",300631
"1465","42","42","36","116.66","5","1","v Bangladesh","Hambantota","23 Mar 2013","ODI # 3349","Kusal Perera ",300631
"1466","18*","18","21","85.71","3","0","v Bangladesh","Hambantota","25 Mar 2013","ODI # 3351","Kusal Perera ",300631
"1467","56","56","66","84.84","5","1","v Bangladesh","Pallekele","28 Mar 2013","ODI # 3352","Kusal Perera ",300631
"1468","0","0","1","0.00","0","0","v New Zealand","Cardiff","9 Jun 2013","ODI # 3366","Kusal Perera ",300631
"1469","6","6","11","54.54","1","0","v England","The Oval","13 Jun 2013","ODI # 3370","Kusal Perera ",300631
"1470","4","4","3","133.33","1","0","v Australia","The Oval","17 Jun 2013","ODI # 3374","Kusal Perera ",300631
"1471","4","4","8","50.00","1","0","v India","Cardiff","20 Jun 2013","ODI # 3376","Kusal Perera ",300631
"1472","DNB","-","-","-","-","-","v India","Kingston","2 Jul 2013","ODI # 3382","Kusal Perera ",300631
"1473","2","2","4","50.00","0","0","v India","Port of Spain","11 Jul 2013","ODI # 3388","Kusal Perera ",300631
"1474","9","9","16","56.25","2","0","v South Africa","Colombo (RPS)","31 Jul 2013","ODI # 3401","Kusal Perera ",300631
"1475","64","64","68","94.11","5","1","v Pakistan","Sharjah","18 Dec 2013","ODI # 3445","Kusal Perera ",300631
"1476","16","16","24","66.66","2","0","v Pakistan","Dubai (DSC)","20 Dec 2013","ODI # 3446","Kusal Perera ",300631
"1477","7","7","13","53.84","0","0","v Pakistan","Sharjah","22 Dec 2013","ODI # 3447","Kusal Perera ",300631
"1478","8","8","8","100.00","1","0","v Pakistan","Abu Dhabi","25 Dec 2013","ODI # 3448","Kusal Perera ",300631
"1479","47","47","41","114.63","3","4","v Pakistan","Abu Dhabi","27 Dec 2013","ODI # 3450","Kusal Perera ",300631
"1480","20","20","18","111.11","2","1","v Bangladesh","Dhaka","17 Feb 2014","ODI # 3469","Kusal Perera ",300631
"1481","8","8","7","114.28","2","0","v Bangladesh","Dhaka","20 Feb 2014","ODI # 3470","Kusal Perera ",300631
"1482","106","106","124","85.48","6","5","v Bangladesh","Dhaka","22 Feb 2014","ODI # 3471","Kusal Perera ",300631
"1483","14","14","26","53.84","3","0","v Pakistan","Fatullah","25 Feb 2014","ODI # 3473","Kusal Perera ",300631
"1484","64","64","81","79.01","4","2","v India","Fatullah","28 Feb 2014","ODI # 3476","Kusal Perera ",300631
"1485","33","33","49","67.34","4","1","v Afghanistan","Dhaka","3 Mar 2014","ODI # 3481","Kusal Perera ",300631
"1486","0","0","2","0.00","0","0","v Bangladesh","Dhaka","6 Mar 2014","ODI # 3485","Kusal Perera ",300631
"1487","42","42","37","113.51","6","1","v Pakistan","Dhaka","8 Mar 2014","ODI # 3486","Kusal Perera ",300631
"1488","0","0","4","0.00","0","0","v Ireland","Dublin","6 May 2014","ODI # 3490","Kusal Perera ",300631
"1489","19","19","15","126.66","2","1","v England","Lord's","31 May 2014","ODI # 3495","Kusal Perera ",300631
"1490","19","19","29","65.51","2","0","v England","Birmingham","3 Jun 2014","ODI # 3496","Kusal Perera ",300631
"1491","34","34","33","103.03","6","0","v South Africa","Colombo (RPS)","6 Jul 2014","ODI # 3500","Kusal Perera ",300631
"1492","7","7","9","77.77","1","0","v South Africa","Pallekele","9 Jul 2014","ODI # 3501","Kusal Perera ",300631
"1493","37","37","25","148.00","4","2","v South Africa","Hambantota","12 Jul 2014","ODI # 3502","Kusal Perera ",300631
"1494","0","0","6","0.00","0","0","v India","Ahmedabad","6 Nov 2014","ODI # 3540","Kusal Perera ",300631
"1495","4","4","6","66.66","1","0","v India","Hyderabad (Deccan)","9 Nov 2014","ODI # 3543","Kusal Perera ",300631
"1496","0","0","3","0.00","0","0","v India","Kolkata","13 Nov 2014","ODI # 3544","Kusal Perera ",300631
"1497","59","59","74","79.72","5","1","v England","Colombo (RPS)","26 Nov 2014","ODI # 3554","Kusal Perera ",300631
"1498","9","9","10","90.00","1","0","v England","Colombo (RPS)","29 Nov 2014","ODI # 3557","Kusal Perera ",300631
"1499","0","0","4","0.00","0","0","v England","Hambantota","3 Dec 2014","ODI # 3561","Kusal Perera ",300631
"1500","31","31","41","75.60","3","0","v England","Colombo (RPS)","7 Dec 2014","ODI # 3563","Kusal Perera ",300631
"1501","0","0","2","0.00","0","0","v England","Pallekele","10 Dec 2014","ODI # 3565","Kusal Perera ",300631
"1502","24","24","13","184.61","2","2","v Scotland","Hobart","11 Mar 2015","ODI # 3632","Kusal Perera ",300631
"1503","3","3","10","30.00","0","0","v South Africa","Sydney","18 Mar 2015","ODI # 3640","Kusal Perera ",300631
"1504","26","26","35","74.28","4","0","v Pakistan","Dambulla","11 Jul 2015","ODI # 3664","Kusal Perera ",300631
"1505","68","68","25","272.00","13","2","v Pakistan","Pallekele","15 Jul 2015","ODI # 3669","Kusal Perera ",300631
"1506","20","20","18","111.11","3","0","v Pakistan","Colombo (RPS)","19 Jul 2015","ODI # 3670","Kusal Perera ",300631
"1507","0","0","2","0.00","0","0","v Pakistan","Colombo (RPS)","22 Jul 2015","ODI # 3671","Kusal Perera ",300631
"1508","116","116","109","106.42","9","4","v Pakistan","Hambantota","26 Jul 2015","ODI # 3672","Kusal Perera ",300631
"1509","14","14","16","87.50","2","0","v West Indies","Colombo (RPS)","1 Nov 2015","ODI # 3701","Kusal Perera ",300631
"1510","99","99","92","107.60","6","4","v West Indies","Colombo (RPS)","4 Nov 2015","ODI # 3702","Kusal Perera ",300631
"1511","50","50","47","106.38","2","2","v West Indies","Pallekele","7 Nov 2015","ODI # 3704","Kusal Perera ",300631
"1512","32","32","38","84.21","4","0","v Ireland","Dublin (Malahide)","16 Jun 2016","ODI # 3748","Kusal Perera ",300631
"1513","135","135","128","105.46","16","2","v Ireland","Dublin (Malahide)","18 Jun 2016","ODI # 3749","Kusal Perera ",300631
"1514","24","24","23","104.34","4","0","v England","Nottingham","21 Jun 2016","ODI # 3751","Kusal Perera ",300631
"1515","37","37","45","82.22","3","0","v England","Birmingham","24 Jun 2016","ODI # 3753","Kusal Perera ",300631
"1516","9","9","25","36.00","0","0","v England","Bristol","26 Jun 2016","ODI # 3755","Kusal Perera ",300631
"1517","1","1","1","100.00","0","0","v England","The Oval","29 Jun 2016","ODI # 3757","Kusal Perera ",300631
"1518","6","6","15","40.00","0","0","v England","Cardiff","2 Jul 2016","ODI # 3758","Kusal Perera ",300631
"1519","1","1","2","50.00","0","0","v Australia","Colombo (RPS)","21 Aug 2016","ODI # 3768","Kusal Perera ",300631
"1520","54","54","53","101.88","5","1","v Australia","Colombo (RPS)","24 Aug 2016","ODI # 3769","Kusal Perera ",300631
"1521","11","11","20","55.00","1","0","v Australia","Dambulla","28 Aug 2016","ODI # 3772","Kusal Perera ",300631
"1522","6","6","14","42.85","0","0","v Australia","Dambulla","31 Aug 2016","ODI # 3774","Kusal Perera ",300631
"1523","14","14","27","51.85","2","0","v Australia","Pallekele","4 Sep 2016","ODI # 3776","Kusal Perera ",300631
"1524","21","21","27","77.77","4","0","v Zimbabwe","Harare","14 Nov 2016","ODI # 3804","Kusal Perera ",300631
"1525","4","4","11","36.36","1","0","v West Indies","Harare","16 Nov 2016","ODI # 3805","Kusal Perera ",300631
"1526","TDNB","-","-","-","-","-","v Zimbabwe","Bulawayo","21 Nov 2016","ODI # 3807","Kusal Perera ",300631
"1527","7","7","7","100.00","1","0","v West Indies","Bulawayo","23 Nov 2016","ODI # 3808","Kusal Perera ",300631
"1528","14","14","13","107.69","2","0","v Zimbabwe","Bulawayo","27 Nov 2016","ODI # 3810","Kusal Perera ",300631
"1529","44*","44","66","66.66","5","0","v South Africa","The Oval","3 Jun 2017","ODI # 3877","Kusal Perera ",300631
"1530","47*","47","44","106.81","5","0","v India","The Oval","8 Jun 2017","ODI # 3882","Kusal Perera ",300631
"1531","80","80","83","96.38","8","2","v Zimbabwe","Dhaka","17 Jan 2018","ODI # 3955","Kusal Perera ",300631
"1532","1","1","3","33.33","0","0","v Bangladesh","Dhaka","19 Jan 2018","ODI # 3959","Kusal Perera ",300631
"1533","49","49","57","85.96","4","1","v Zimbabwe","Dhaka","21 Jan 2018","ODI # 3962","Kusal Perera ",300631
