"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"782","-","-","-","-","-","-","-","v Australia","Adelaide","9 Feb 2010","ODI # 2952","Chris Gayle ",51880
"783","1.0","0","7","0","7.00","-","-","v Australia","Sydney","12 Feb 2010","ODI # 2954","Chris Gayle ",51880
"784","1.0","0","9","0","9.00","-","-","v Australia","Brisbane","14 Feb 2010","ODI # 2955","Chris Gayle ",51880
"785","3.0","0","17","0","5.66","-","-","v Australia","Melbourne","19 Feb 2010","ODI # 2960","Chris Gayle ",51880
"786","-","-","-","-","-","-","-","v Zimbabwe","Providence","4 Mar 2010","ODI # 2967","Chris Gayle ",51880
"787","10.0","0","25","1","2.50","25.00","60.0","v Zimbabwe","Providence","6 Mar 2010","ODI # 2970","Chris Gayle ",51880
"788","-","-","-","-","-","-","-","v Zimbabwe","Kingstown","10 Mar 2010","ODI # 2972","Chris Gayle ",51880
"789","-","-","-","-","-","-","-","v Zimbabwe","Kingstown","12 Mar 2010","ODI # 2974","Chris Gayle ",51880
"790","-","-","-","-","-","-","-","v Zimbabwe","Kingstown","14 Mar 2010","ODI # 2976","Chris Gayle ",51880
"791","5.0","0","27","0","5.40","-","-","v South Africa","North Sound","22 May 2010","ODI # 2979","Chris Gayle ",51880
"792","7.1","0","41","0","5.72","-","-","v South Africa","North Sound","24 May 2010","ODI # 2980","Chris Gayle ",51880
"793","-","-","-","-","-","-","-","v South Africa","Roseau","28 May 2010","ODI # 2982","Chris Gayle ",51880
"794","10.0","0","60","1","6.00","60.00","60.0","v South Africa","Roseau","30 May 2010","ODI # 2984","Chris Gayle ",51880
"795","10.0","1","38","2","3.80","19.00","30.0","v South Africa","Port of Spain","3 Jun 2010","ODI # 2987","Chris Gayle ",51880
"796","-","-","-","-","-","-","-","v Sri Lanka","Colombo (SSC)","31 Jan 2011","ODI # 3092","Chris Gayle ",51880
"797","4.0","0","18","0","4.50","-","-","v Sri Lanka","Colombo (SSC)","3 Feb 2011","ODI # 3096","Chris Gayle ",51880
"798","10.0","0","34","0","3.40","-","-","v Sri Lanka","Colombo (SSC)","6 Feb 2011","ODI # 3099","Chris Gayle ",51880
"799","6.0","0","26","0","4.33","-","-","v South Africa","Delhi","24 Feb 2011","ODI # 3106","Chris Gayle ",51880
"800","-","-","-","-","-","-","-","v Netherlands","Delhi","28 Feb 2011","ODI # 3112","Chris Gayle ",51880
"801","-","-","-","-","-","-","-","v Bangladesh","Dhaka","4 Mar 2011","ODI # 3118","Chris Gayle ",51880
"802","-","-","-","-","-","-","-","v England","Chennai","17 Mar 2011","ODI # 3135","Chris Gayle ",51880
"803","-","-","-","-","-","-","-","v Pakistan","Dhaka","23 Mar 2011","ODI # 3142","Chris Gayle ",51880
"804","-","-","-","-","-","-","-","v England","The Oval","19 Jun 2012","ODI # 3278","Chris Gayle ",51880
"805","-","-","-","-","-","-","-","v New Zealand","Kingston","5 Jul 2012","ODI # 3283","Chris Gayle ",51880
"806","-","-","-","-","-","-","-","v New Zealand","Kingston","7 Jul 2012","ODI # 3285","Chris Gayle ",51880
"807","-","-","-","-","-","-","-","v New Zealand","Basseterre","11 Jul 2012","ODI # 3288","Chris Gayle ",51880
"808","-","-","-","-","-","-","-","v New Zealand","Basseterre","14 Jul 2012","ODI # 3289","Chris Gayle ",51880
"809","-","-","-","-","-","-","-","v New Zealand","Basseterre","16 Jul 2012","ODI # 3290","Chris Gayle ",51880
"810","-","-","-","-","-","-","-","v Bangladesh","Khulna","30 Nov 2012","ODI # 3309","Chris Gayle ",51880
"811","-","-","-","-","-","-","-","v Bangladesh","Khulna","2 Dec 2012","ODI # 3310","Chris Gayle ",51880
"812","10.0","1","36","1","3.60","36.00","60.0","v Bangladesh","Dhaka","5 Dec 2012","ODI # 3311","Chris Gayle ",51880
"813","-","-","-","-","-","-","-","v Bangladesh","Dhaka","7 Dec 2012","ODI # 3312","Chris Gayle ",51880
"814","-","-","-","-","-","-","-","v Bangladesh","Dhaka","8 Dec 2012","ODI # 3313","Chris Gayle ",51880
"815","-","-","-","-","-","-","-","v Australia","Perth","1 Feb 2013","ODI # 3330","Chris Gayle ",51880
"816","-","-","-","-","-","-","-","v Australia","Perth","3 Feb 2013","ODI # 3331","Chris Gayle ",51880
"817","5.0","0","36","0","7.20","-","-","v Australia","Canberra","6 Feb 2013","ODI # 3332","Chris Gayle ",51880
"818","-","-","-","-","-","-","-","v Pakistan","The Oval","7 Jun 2013","ODI # 3364","Chris Gayle ",51880
"819","1.0","0","11","0","11.00","-","-","v India","The Oval","11 Jun 2013","ODI # 3368","Chris Gayle ",51880
"820","-","-","-","-","-","-","-","v South Africa","Cardiff","14 Jun 2013","ODI # 3371","Chris Gayle ",51880
"821","-","-","-","-","-","-","-","v Sri Lanka","Kingston","28 Jun 2013","ODI # 3378","Chris Gayle ",51880
"822","-","-","-","-","-","-","-","v India","Kingston","30 Jun 2013","ODI # 3380","Chris Gayle ",51880
"823","-","-","-","-","-","-","-","v India","Port of Spain","5 Jul 2013","ODI # 3383","Chris Gayle ",51880
"824","-","-","-","-","-","-","-","v Sri Lanka","Port of Spain","7 Jul 2013","ODI # 3385","Chris Gayle ",51880
"825","-","-","-","-","-","-","-","v Pakistan","Providence","14 Jul 2013","ODI # 3389","Chris Gayle ",51880
"826","-","-","-","-","-","-","-","v Pakistan","Providence","16 Jul 2013","ODI # 3390","Chris Gayle ",51880
"827","-","-","-","-","-","-","-","v Pakistan","Gros Islet","19 Jul 2013","ODI # 3391","Chris Gayle ",51880
"828","-","-","-","-","-","-","-","v Pakistan","Gros Islet","21 Jul 2013","ODI # 3393","Chris Gayle ",51880
"829","-","-","-","-","-","-","-","v Pakistan","Gros Islet","24 Jul 2013","ODI # 3396","Chris Gayle ",51880
"830","-","-","-","-","-","-","-","v India","Kochi","21 Nov 2013","ODI # 3436","Chris Gayle ",51880
"831","4.0","0","19","1","4.75","19.00","24.0","v Bangladesh","St George's","20 Aug 2014","ODI # 3509","Chris Gayle ",51880
"832","-","-","-","-","-","-","-","v Bangladesh","St George's","22 Aug 2014","ODI # 3511","Chris Gayle ",51880
"833","8.0","0","58","0","7.25","-","-","v Bangladesh","Basseterre","25 Aug 2014","ODI # 3514","Chris Gayle ",51880
"834","-","-","-","-","-","-","-","v South Africa","Durban","16 Jan 2015","ODI # 3579","Chris Gayle ",51880
"835","-","-","-","-","-","-","-","v South Africa","Johannesburg","18 Jan 2015","ODI # 3583","Chris Gayle ",51880
"836","0.4","0","5","0","7.50","-","-","v South Africa","East London","21 Jan 2015","ODI # 3587","Chris Gayle ",51880
"837","1.0","0","4","0","4.00","-","-","v South Africa","Port Elizabeth","25 Jan 2015","ODI # 3591","Chris Gayle ",51880
"838","-","-","-","-","-","-","-","v South Africa","Centurion","28 Jan 2015","ODI # 3593","Chris Gayle ",51880
"839","8.0","0","41","1","5.12","41.00","48.0","v Ireland","Nelson","16 Feb 2015","ODI # 3603","Chris Gayle ",51880
"840","-","-","-","-","-","-","-","v Pakistan","Christchurch","21 Feb 2015","ODI # 3608","Chris Gayle ",51880
"841","6.0","0","35","2","5.83","17.50","18.0","v Zimbabwe","Canberra","24 Feb 2015","ODI # 3612","Chris Gayle ",51880
"842","4.0","0","21","2","5.25","10.50","12.0","v South Africa","Sydney","27 Feb 2015","ODI # 3616","Chris Gayle ",51880
"843","-","-","-","-","-","-","-","v India","Perth","6 Mar 2015","ODI # 3625","Chris Gayle ",51880
"844","-","-","-","-","-","-","-","v New Zealand","Wellington","21 Mar 2015","ODI # 3643","Chris Gayle ",51880
"845","-","-","-","-","-","-","-","v England","Manchester","19 Sep 2017","ODI # 3911","Chris Gayle ",51880
"846","-","-","-","-","-","-","-","v England","Bristol","24 Sep 2017","ODI # 3915","Chris Gayle ",51880
"847","-","-","-","-","-","-","-","v England","The Oval","27 Sep 2017","ODI # 3916","Chris Gayle ",51880
"848","-","-","-","-","-","-","-","v England","Southampton","29 Sep 2017","ODI # 3918","Chris Gayle ",51880
"849","-","-","-","-","-","-","-","v New Zealand","Whangarei","20 Dec 2017","ODI # 3943","Chris Gayle ",51880
"850","-","-","-","-","-","-","-","v New Zealand","Christchurch","26 Dec 2017","ODI # 3945","Chris Gayle ",51880
"851","-","-","-","-","-","-","-","v U.A.E.","Harare","6 Mar 2018","ODI # 3987","Chris Gayle ",51880
"852","-","-","-","-","-","-","-","v Ireland","Harare","10 Mar 2018","ODI # 3993","Chris Gayle ",51880
"853","-","-","-","-","-","-","-","v Afghanistan","Harare","15 Mar 2018","ODI # 3997","Chris Gayle ",51880
"854","2.0","0","14","0","7.00","-","-","v Zimbabwe","Harare","19 Mar 2018","ODI # 4002","Chris Gayle ",51880
"855","-","-","-","-","-","-","-","v Scotland","Harare","21 Mar 2018","ODI # 4004","Chris Gayle ",51880
"856","5.4","0","38","2","6.70","19.00","17.0","v Afghanistan","Harare","25 Mar 2018","ODI # 4007","Chris Gayle ",51880
"857","-","-","-","-","-","-","-","v Bangladesh","Providence","22 Jul 2018","ODI # 4022","Chris Gayle ",51880
"858","7.0","0","26","0","3.71","-","-","v Bangladesh","Providence","25 Jul 2018","ODI # 4023","Chris Gayle ",51880
"859","2.0","0","14","0","7.00","-","-","v Bangladesh","Basseterre","28 Jul 2018","ODI # 4024","Chris Gayle ",51880
"860","-","-","-","-","-","-","-","v England","Bridgetown","20 Feb 2019","ODI # 4096","Chris Gayle ",51880
"861","2.0","0","15","0","7.50","-","-","v England","Bridgetown","22 Feb 2019","ODI # 4097","Chris Gayle ",51880
"862","-","-","-","-","-","-","-","v England","St George's","25 Feb 2019","ODI # 4098","Chris Gayle ",51880
"863","-","-","-","-","-","-","-","v England","St George's","27 Feb 2019","ODI # 4099","Chris Gayle ",51880
"864","-","-","-","-","-","-","-","v England","Gros Islet","2 Mar 2019","ODI # 4103","Chris Gayle ",51880
"865","4.2","0","18","1","4.15","18.00","26.0","v Australia","Perth","1 Feb 2013","ODI # 3330","Jason Holder ",391485
"866","10.0","1","56","1","5.60","56.00","60.0","v Australia","Perth","3 Feb 2013","ODI # 3331","Jason Holder ",391485
"867","8.0","0","50","2","6.25","25.00","24.0","v Sri Lanka","Port of Spain","7 Jul 2013","ODI # 3385","Jason Holder ",391485
"868","10.0","4","13","4","1.30","3.25","15.0","v Pakistan","Providence","14 Jul 2013","ODI # 3389","Jason Holder ",391485
"869","7.0","2","30","0","4.28","-","-","v Pakistan","Providence","16 Jul 2013","ODI # 3390","Jason Holder ",391485
"870","10.0","0","40","2","4.00","20.00","30.0","v Pakistan","Gros Islet","19 Jul 2013","ODI # 3391","Jason Holder ",391485
"871","5.0","0","41","1","8.20","41.00","30.0","v Pakistan","Gros Islet","21 Jul 2013","ODI # 3393","Jason Holder ",391485
"872","9.5","0","47","1","4.77","47.00","59.0","v Pakistan","Gros Islet","24 Jul 2013","ODI # 3396","Jason Holder ",391485
"873","8.0","0","48","2","6.00","24.00","24.0","v India","Kochi","21 Nov 2013","ODI # 3436","Jason Holder ",391485
"874","10.0","0","63","1","6.30","63.00","60.0","v India","Visakhapatnam","24 Nov 2013","ODI # 3437","Jason Holder ",391485
"875","6.0","0","47","0","7.83","-","-","v India","Kanpur","27 Nov 2013","ODI # 3439","Jason Holder ",391485
"876","7.1","1","21","2","2.93","10.50","21.5","v New Zealand","Auckland","26 Dec 2013","ODI # 3449","Jason Holder ",391485
"877","4.0","0","48","2","12.00","24.00","12.0","v New Zealand","Queenstown","1 Jan 2014","ODI # 3451","Jason Holder ",391485
"878","10.0","2","58","1","5.80","58.00","60.0","v New Zealand","Nelson","4 Jan 2014","ODI # 3452","Jason Holder ",391485
"879","5.0","0","35","2","7.00","17.50","15.0","v New Zealand","Hamilton","8 Jan 2014","ODI # 3453","Jason Holder ",391485
"880","9.0","1","34","3","3.77","11.33","18.0","v Ireland","Kingston","23 Feb 2014","ODI # 3472","Jason Holder ",391485
"881","4.0","0","27","0","6.75","-","-","v England","North Sound","28 Feb 2014","ODI # 3477","Jason Holder ",391485
"882","9.0","0","39","1","4.33","39.00","54.0","v Bangladesh","St George's","20 Aug 2014","ODI # 3509","Jason Holder ",391485
"883","6.0","0","17","1","2.83","17.00","36.0","v Bangladesh","St George's","22 Aug 2014","ODI # 3511","Jason Holder ",391485
"884","8.0","0","47","1","5.87","47.00","48.0","v Bangladesh","Basseterre","25 Aug 2014","ODI # 3514","Jason Holder ",391485
"885","9.0","0","52","1","5.77","52.00","54.0","v India","Dharamsala","17 Oct 2014","ODI # 3535","Jason Holder ",391485
"886","9.0","1","52","1","5.77","52.00","54.0","v South Africa","Durban","16 Jan 2015","ODI # 3579","Jason Holder ",391485
"887","9.0","0","91","0","10.11","-","-","v South Africa","Johannesburg","18 Jan 2015","ODI # 3583","Jason Holder ",391485
"888","5.0","1","14","1","2.80","14.00","30.0","v South Africa","East London","21 Jan 2015","ODI # 3587","Jason Holder ",391485
"889","10.0","1","53","4","5.30","13.25","15.0","v South Africa","Port Elizabeth","25 Jan 2015","ODI # 3591","Jason Holder ",391485
"890","9.0","0","77","2","8.55","38.50","27.0","v South Africa","Centurion","28 Jan 2015","ODI # 3593","Jason Holder ",391485
"891","9.0","1","44","0","4.88","-","-","v Ireland","Nelson","16 Feb 2015","ODI # 3603","Jason Holder ",391485
"892","7.0","2","23","1","3.28","23.00","42.0","v Pakistan","Christchurch","21 Feb 2015","ODI # 3608","Jason Holder ",391485
"893","7.0","0","48","3","6.85","16.00","14.0","v Zimbabwe","Canberra","24 Feb 2015","ODI # 3612","Jason Holder ",391485
"894","10.0","2","104","1","10.40","104.00","60.0","v South Africa","Sydney","27 Feb 2015","ODI # 3616","Jason Holder ",391485
"895","7.0","0","29","0","4.14","-","-","v India","Perth","6 Mar 2015","ODI # 3625","Jason Holder ",391485
"896","10.0","1","27","4","2.70","6.75","15.0","v U.A.E.","Napier","15 Mar 2015","ODI # 3638","Jason Holder ",391485
"897","8.0","0","76","0","9.50","-","-","v New Zealand","Wellington","21 Mar 2015","ODI # 3643","Jason Holder ",391485
"898","5.0","1","29","0","5.80","-","-","v Sri Lanka","Colombo (RPS)","1 Nov 2015","ODI # 3701","Jason Holder ",391485
"899","7.0","0","44","2","6.28","22.00","21.0","v Sri Lanka","Pallekele","7 Nov 2015","ODI # 3704","Jason Holder ",391485
"900","10.0","1","37","1","3.70","37.00","60.0","v South Africa","Providence","3 Jun 2016","ODI # 3739","Jason Holder ",391485
"901","3.0","0","21","1","7.00","21.00","18.0","v Australia","Providence","5 Jun 2016","ODI # 3740","Jason Holder ",391485
"902","10.0","0","44","2","4.40","22.00","30.0","v Australia","Basseterre","13 Jun 2016","ODI # 3745","Jason Holder ",391485
"903","6.0","0","51","0","8.50","-","-","v South Africa","Basseterre","15 Jun 2016","ODI # 3747","Jason Holder ",391485
"904","2.0","0","20","0","10.00","-","-","v Australia","Bridgetown","21 Jun 2016","ODI # 3752","Jason Holder ",391485
"905","10.0","1","33","1","3.30","33.00","60.0","v South Africa","Bridgetown","24 Jun 2016","ODI # 3754","Jason Holder ",391485
"906","10.0","1","51","2","5.10","25.50","30.0","v Australia","Bridgetown","26 Jun 2016","ODI # 3756","Jason Holder ",391485
"907","7.0","0","35","1","5.00","35.00","42.0","v Pakistan","Sharjah","30 Sep 2016","ODI # 3784","Jason Holder ",391485
"908","8.0","1","51","2","6.37","25.50","24.0","v Pakistan","Sharjah","2 Oct 2016","ODI # 3788","Jason Holder ",391485
"909","10.0","0","63","1","6.30","63.00","60.0","v Pakistan","Abu Dhabi","5 Oct 2016","ODI # 3789","Jason Holder ",391485
"910","8.0","0","16","2","2.00","8.00","24.0","v Sri Lanka","Harare","16 Nov 2016","ODI # 3805","Jason Holder ",391485
"911","10.0","0","47","2","4.70","23.50","30.0","v Zimbabwe","Bulawayo","19 Nov 2016","ODI # 3806","Jason Holder ",391485
"912","10.0","0","57","3","5.70","19.00","20.0","v Sri Lanka","Bulawayo","23 Nov 2016","ODI # 3808","Jason Holder ",391485
"913","10.0","0","58","2","5.80","29.00","30.0","v Zimbabwe","Bulawayo","25 Nov 2016","ODI # 3809","Jason Holder ",391485
"914","9.0","1","46","0","5.11","-","-","v England","North Sound","3 Mar 2017","ODI # 3845","Jason Holder ",391485
"915","10.0","0","46","0","4.60","-","-","v England","North Sound","5 Mar 2017","ODI # 3848","Jason Holder ",391485
"916","10.0","1","41","3","4.10","13.66","20.0","v England","Bridgetown","9 Mar 2017","ODI # 3849","Jason Holder ",391485
"917","10.0","0","58","1","5.80","58.00","60.0","v Pakistan","Providence","7 Apr 2017","ODI # 3861","Jason Holder ",391485
"918","9.0","0","48","0","5.33","-","-","v Pakistan","Providence","9 Apr 2017","ODI # 3862","Jason Holder ",391485
"919","8.1","1","37","1","4.53","37.00","49.0","v Pakistan","Providence","11 Apr 2017","ODI # 3863","Jason Holder ",391485
"920","10.0","0","65","1","6.50","65.00","60.0","v Afghanistan","Gros Islet","9 Jun 2017","ODI # 3884","Jason Holder ",391485
"921","9.0","1","38","2","4.22","19.00","27.0","v Afghanistan","Gros Islet","11 Jun 2017","ODI # 3887","Jason Holder ",391485
"922","-","-","-","-","-","-","-","v Afghanistan","Gros Islet","14 Jun 2017","ODI # 3890","Jason Holder ",391485
"923","8.0","0","34","1","4.25","34.00","48.0","v India","Port of Spain","23 Jun 2017","ODI # 3895","Jason Holder ",391485
"924","8.5","0","76","1","8.60","76.00","53.0","v India","Port of Spain","25 Jun 2017","ODI # 3896","Jason Holder ",391485
"925","10.0","1","53","1","5.30","53.00","60.0","v India","North Sound","30 Jun 2017","ODI # 3898","Jason Holder ",391485
"926","9.4","2","27","5","2.79","5.40","11.6","v India","North Sound","2 Jul 2017","ODI # 3900","Jason Holder ",391485
"927","8.0","1","35","0","4.37","-","-","v India","Kingston","6 Jul 2017","ODI # 3902","Jason Holder ",391485
"928","3.0","0","18","0","6.00","-","-","v England","Manchester","19 Sep 2017","ODI # 3911","Jason Holder ",391485
"929","1.2","0","11","0","8.25","-","-","v England","Nottingham","21 Sep 2017","ODI # 3913","Jason Holder ",391485
"930","10.0","0","81","2","8.10","40.50","30.0","v England","Bristol","24 Sep 2017","ODI # 3915","Jason Holder ",391485
