"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"1660","-","-","-","-","-","-","-","v South Africa","Colombo (RPS)","23 Jul 2013","ODI # 3394","Lahiru Thirimanne",301236
"1661","-","-","-","-","-","-","-","v South Africa","Pallekele","28 Jul 2013","ODI # 3400","Lahiru Thirimanne",301236
"1662","-","-","-","-","-","-","-","v South Africa","Colombo (RPS)","31 Jul 2013","ODI # 3401","Lahiru Thirimanne",301236
"1663","-","-","-","-","-","-","-","v New Zealand","Hambantota","10 Nov 2013","ODI # 3432","Lahiru Thirimanne",301236
"1664","-","-","-","-","-","-","-","v New Zealand","Hambantota","12 Nov 2013","ODI # 3434","Lahiru Thirimanne",301236
"1665","-","-","-","-","-","-","-","v New Zealand","Dambulla","16 Nov 2013","ODI # 3435","Lahiru Thirimanne",301236
"1666","-","-","-","-","-","-","-","v Pakistan","Sharjah","18 Dec 2013","ODI # 3445","Lahiru Thirimanne",301236
"1667","-","-","-","-","-","-","-","v Bangladesh","Dhaka","22 Feb 2014","ODI # 3471","Lahiru Thirimanne",301236
"1668","-","-","-","-","-","-","-","v Pakistan","Fatullah","25 Feb 2014","ODI # 3473","Lahiru Thirimanne",301236
"1669","-","-","-","-","-","-","-","v India","Fatullah","28 Feb 2014","ODI # 3476","Lahiru Thirimanne",301236
"1670","-","-","-","-","-","-","-","v Afghanistan","Dhaka","3 Mar 2014","ODI # 3481","Lahiru Thirimanne",301236
"1671","-","-","-","-","-","-","-","v Bangladesh","Dhaka","6 Mar 2014","ODI # 3485","Lahiru Thirimanne",301236
"1672","-","-","-","-","-","-","-","v Pakistan","Dhaka","8 Mar 2014","ODI # 3486","Lahiru Thirimanne",301236
"1673","-","-","-","-","-","-","-","v Ireland","Dublin","6 May 2014","ODI # 3490","Lahiru Thirimanne",301236
"1674","-","-","-","-","-","-","-","v England","The Oval","22 May 2014","ODI # 3492","Lahiru Thirimanne",301236
"1675","-","-","-","-","-","-","-","v England","Chester-le-Street","25 May 2014","ODI # 3493","Lahiru Thirimanne",301236
"1676","-","-","-","-","-","-","-","v England","Manchester","28 May 2014","ODI # 3494","Lahiru Thirimanne",301236
"1677","-","-","-","-","-","-","-","v England","Lord's","31 May 2014","ODI # 3495","Lahiru Thirimanne",301236
"1678","-","-","-","-","-","-","-","v England","Birmingham","3 Jun 2014","ODI # 3496","Lahiru Thirimanne",301236
"1679","-","-","-","-","-","-","-","v South Africa","Colombo (RPS)","6 Jul 2014","ODI # 3500","Lahiru Thirimanne",301236
"1680","-","-","-","-","-","-","-","v South Africa","Pallekele","9 Jul 2014","ODI # 3501","Lahiru Thirimanne",301236
"1681","-","-","-","-","-","-","-","v South Africa","Hambantota","12 Jul 2014","ODI # 3502","Lahiru Thirimanne",301236
"1682","-","-","-","-","-","-","-","v India","Kolkata","13 Nov 2014","ODI # 3544","Lahiru Thirimanne",301236
"1683","-","-","-","-","-","-","-","v India","Ranchi","16 Nov 2014","ODI # 3547","Lahiru Thirimanne",301236
"1684","-","-","-","-","-","-","-","v England","Colombo (RPS)","26 Nov 2014","ODI # 3554","Lahiru Thirimanne",301236
"1685","-","-","-","-","-","-","-","v England","Colombo (RPS)","29 Nov 2014","ODI # 3557","Lahiru Thirimanne",301236
"1686","-","-","-","-","-","-","-","v England","Hambantota","3 Dec 2014","ODI # 3561","Lahiru Thirimanne",301236
"1687","-","-","-","-","-","-","-","v England","Colombo (RPS)","7 Dec 2014","ODI # 3563","Lahiru Thirimanne",301236
"1688","-","-","-","-","-","-","-","v England","Pallekele","10 Dec 2014","ODI # 3565","Lahiru Thirimanne",301236
"1689","-","-","-","-","-","-","-","v England","Pallekele","13 Dec 2014","ODI # 3567","Lahiru Thirimanne",301236
"1690","-","-","-","-","-","-","-","v England","Colombo (RPS)","16 Dec 2014","ODI # 3569","Lahiru Thirimanne",301236
"1691","-","-","-","-","-","-","-","v New Zealand","Christchurch","11 Jan 2015","ODI # 3574","Lahiru Thirimanne",301236
"1692","-","-","-","-","-","-","-","v New Zealand","Hamilton","15 Jan 2015","ODI # 3577","Lahiru Thirimanne",301236
"1693","-","-","-","-","-","-","-","v New Zealand","Auckland","17 Jan 2015","ODI # 3580","Lahiru Thirimanne",301236
"1694","-","-","-","-","-","-","-","v New Zealand","Nelson","20 Jan 2015","ODI # 3585","Lahiru Thirimanne",301236
"1695","7.0","0","36","2","5.14","18.00","21.0","v New Zealand","Dunedin","23 Jan 2015","ODI # 3588","Lahiru Thirimanne",301236
"1696","2.0","0","17","0","8.50","-","-","v New Zealand","Dunedin","25 Jan 2015","ODI # 3590","Lahiru Thirimanne",301236
"1697","-","-","-","-","-","-","-","v New Zealand","Wellington","29 Jan 2015","ODI # 3594","Lahiru Thirimanne",301236
"1698","-","-","-","-","-","-","-","v New Zealand","Christchurch","14 Feb 2015","ODI # 3599","Lahiru Thirimanne",301236
"1699","-","-","-","-","-","-","-","v Afghanistan","Dunedin","22 Feb 2015","ODI # 3609","Lahiru Thirimanne",301236
"1700","-","-","-","-","-","-","-","v Bangladesh","Melbourne","26 Feb 2015","ODI # 3615","Lahiru Thirimanne",301236
"1701","-","-","-","-","-","-","-","v England","Wellington","1 Mar 2015","ODI # 3619","Lahiru Thirimanne",301236
"1702","-","-","-","-","-","-","-","v Australia","Sydney","8 Mar 2015","ODI # 3629","Lahiru Thirimanne",301236
"1703","-","-","-","-","-","-","-","v Scotland","Hobart","11 Mar 2015","ODI # 3632","Lahiru Thirimanne",301236
"1704","-","-","-","-","-","-","-","v South Africa","Sydney","18 Mar 2015","ODI # 3640","Lahiru Thirimanne",301236
"1705","-","-","-","-","-","-","-","v Pakistan","Dambulla","11 Jul 2015","ODI # 3664","Lahiru Thirimanne",301236
"1706","-","-","-","-","-","-","-","v Pakistan","Pallekele","15 Jul 2015","ODI # 3669","Lahiru Thirimanne",301236
"1707","-","-","-","-","-","-","-","v Pakistan","Colombo (RPS)","19 Jul 2015","ODI # 3670","Lahiru Thirimanne",301236
"1708","-","-","-","-","-","-","-","v Pakistan","Colombo (RPS)","22 Jul 2015","ODI # 3671","Lahiru Thirimanne",301236
"1709","-","-","-","-","-","-","-","v Pakistan","Hambantota","26 Jul 2015","ODI # 3672","Lahiru Thirimanne",301236
"1710","-","-","-","-","-","-","-","v West Indies","Colombo (RPS)","1 Nov 2015","ODI # 3701","Lahiru Thirimanne",301236
"1711","-","-","-","-","-","-","-","v West Indies","Colombo (RPS)","4 Nov 2015","ODI # 3702","Lahiru Thirimanne",301236
"1712","-","-","-","-","-","-","-","v West Indies","Pallekele","7 Nov 2015","ODI # 3704","Lahiru Thirimanne",301236
"1713","-","-","-","-","-","-","-","v New Zealand","Christchurch","26 Dec 2015","ODI # 3714","Lahiru Thirimanne",301236
"1714","-","-","-","-","-","-","-","v New Zealand","Christchurch","28 Dec 2015","ODI # 3715","Lahiru Thirimanne",301236
"1715","-","-","-","-","-","-","-","v New Zealand","Nelson","31 Dec 2015","ODI # 3717","Lahiru Thirimanne",301236
"1716","-","-","-","-","-","-","-","v New Zealand","Nelson","2 Jan 2016","ODI # 3718","Lahiru Thirimanne",301236
"1717","-","-","-","-","-","-","-","v New Zealand","Mount Maunganui","5 Jan 2016","ODI # 3721","Lahiru Thirimanne",301236
"1718","-","-","-","-","-","-","-","v India","Pallekele","27 Aug 2017","ODI # 3907","Lahiru Thirimanne",301236
"1719","-","-","-","-","-","-","-","v India","Colombo (RPS)","31 Aug 2017","ODI # 3908","Lahiru Thirimanne",301236
"1720","-","-","-","-","-","-","-","v India","Colombo (RPS)","3 Sep 2017","ODI # 3909","Lahiru Thirimanne",301236
"1721","-","-","-","-","-","-","-","v Pakistan","Dubai (DSC)","13 Oct 2017","ODI # 3922","Lahiru Thirimanne",301236
"1722","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","16 Oct 2017","ODI # 3924","Lahiru Thirimanne",301236
"1723","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","18 Oct 2017","ODI # 3926","Lahiru Thirimanne",301236
"1724","-","-","-","-","-","-","-","v Pakistan","Sharjah","20 Oct 2017","ODI # 3927","Lahiru Thirimanne",301236
"1725","-","-","-","-","-","-","-","v Pakistan","Sharjah","23 Oct 2017","ODI # 3930","Lahiru Thirimanne",301236
"1726","-","-","-","-","-","-","-","v India","Dharamsala","10 Dec 2017","ODI # 3939","Lahiru Thirimanne",301236
"1727","-","-","-","-","-","-","-","v India","Mohali","13 Dec 2017","ODI # 3941","Lahiru Thirimanne",301236
"1728","-","-","-","-","-","-","-","v Australia","Dambulla","31 Aug 2016","ODI # 3774","Avishka Fernando",784369
"1729","-","-","-","-","-","-","-","v South Africa","Centurion","6 Mar 2019","ODI # 4107","Avishka Fernando",784369
"1730","-","-","-","-","-","-","-","v South Africa","Durban","10 Mar 2019","ODI # 4112","Avishka Fernando",784369
"1731","-","-","-","-","-","-","-","v South Africa","Port Elizabeth","13 Mar 2019","ODI # 4114","Avishka Fernando",784369
"1732","-","-","-","-","-","-","-","v South Africa","Cape Town","16 Mar 2019","ODI # 4115","Avishka Fernando",784369
"1733","8.0","1","24","0","3.00","-","-","v Zimbabwe","Harare","28 Nov 2008","ODI # 2784","Angelo Mathews",49764
"1734","2.0","0","13","0","6.50","-","-","v Zimbabwe","Harare","30 Nov 2008","ODI # 2785","Angelo Mathews",49764
"1735","6.0","0","19","1","3.16","19.00","36.0","v Zimbabwe","Dhaka","12 Jan 2009","ODI # 2791","Angelo Mathews",49764
"1736","1.0","0","12","0","12.00","-","-","v Bangladesh","Dhaka","14 Jan 2009","ODI # 2793","Angelo Mathews",49764
"1737","3.0","0","24","0","8.00","-","-","v India","Colombo (RPS)","5 Feb 2009","ODI # 2815","Angelo Mathews",49764
"1738","5.0","0","22","0","4.40","-","-","v Pakistan","Dambulla","30 Jul 2009","ODI # 2864","Angelo Mathews",49764
"1739","7.0","1","15","1","2.14","15.00","42.0","v Pakistan","Dambulla","1 Aug 2009","ODI # 2866","Angelo Mathews",49764
"1740","10.0","0","41","2","4.10","20.50","30.0","v Pakistan","Dambulla","3 Aug 2009","ODI # 2867","Angelo Mathews",49764
"1741","8.0","0","48","0","6.00","-","-","v Pakistan","Colombo (RPS)","7 Aug 2009","ODI # 2868","Angelo Mathews",49764
"1742","6.0","0","30","1","5.00","30.00","36.0","v Pakistan","Colombo (RPS)","9 Aug 2009","ODI # 2870","Angelo Mathews",49764
"1743","5.0","0","19","0","3.80","-","-","v New Zealand","Colombo (RPS)","8 Sep 2009","ODI # 2884","Angelo Mathews",49764
"1744","6.0","0","20","6","3.33","3.33","6.0","v India","Colombo (RPS)","12 Sep 2009","ODI # 2887","Angelo Mathews",49764
"1745","3.0","0","15","0","5.00","-","-","v India","Colombo (RPS)","14 Sep 2009","ODI # 2889","Angelo Mathews",49764
"1746","8.0","1","43","2","5.37","21.50","24.0","v South Africa","Centurion","22 Sep 2009","ODI # 2893","Angelo Mathews",49764
"1747","8.0","2","26","0","3.25","-","-","v England","Johannesburg","25 Sep 2009","ODI # 2896","Angelo Mathews",49764
"1748","6.0","0","33","2","5.50","16.50","18.0","v New Zealand","Johannesburg","27 Sep 2009","ODI # 2899","Angelo Mathews",49764
"1749","7.0","0","60","1","8.57","60.00","42.0","v India","Rajkot","15 Dec 2009","ODI # 2932","Angelo Mathews",49764
"1750","10.0","1","60","1","6.00","60.00","60.0","v India","Nagpur","18 Dec 2009","ODI # 2933","Angelo Mathews",49764
"1751","-","-","-","-","-","-","-","v India","Bulawayo","30 May 2010","ODI # 2983","Angelo Mathews",49764
"1752","4.0","0","14","0","3.50","-","-","v Zimbabwe","Harare","9 Jun 2010","ODI # 2990","Angelo Mathews",49764
"1753","10.0","1","38","2","3.80","19.00","30.0","v Pakistan","Dambulla","15 Jun 2010","ODI # 2991","Angelo Mathews",49764
"1754","-","-","-","-","-","-","-","v Bangladesh","Dambulla","18 Jun 2010","ODI # 2995","Angelo Mathews",49764
"1755","6.0","0","37","1","6.16","37.00","36.0","v India","Dambulla","22 Jun 2010","ODI # 2999","Angelo Mathews",49764
"1756","3.0","1","16","0","5.33","-","-","v India","Dambulla","24 Jun 2010","ODI # 3001","Angelo Mathews",49764
"1757","10.0","1","36","3","3.60","12.00","20.0","v New Zealand","Dambulla","13 Aug 2010","ODI # 3031","Angelo Mathews",49764
"1758","7.0","1","32","2","4.57","16.00","21.0","v India","Dambulla","16 Aug 2010","ODI # 3032","Angelo Mathews",49764
"1759","-","-","-","-","-","-","-","v New Zealand","Dambulla","19 Aug 2010","ODI # 3037","Angelo Mathews",49764
"1760","8.0","3","20","1","2.50","20.00","48.0","v India","Dambulla","22 Aug 2010","ODI # 3038","Angelo Mathews",49764
"1761","10.0","0","48","1","4.80","48.00","60.0","v India","Dambulla","28 Aug 2010","ODI # 3040","Angelo Mathews",49764
"1762","-","-","-","-","-","-","-","v Australia","Melbourne","3 Nov 2010","ODI # 3065","Angelo Mathews",49764
"1763","-","-","-","-","-","-","-","v Australia","Sydney","5 Nov 2010","ODI # 3066","Angelo Mathews",49764
"1764","-","-","-","-","-","-","-","v Australia","Brisbane","7 Nov 2010","ODI # 3068","Angelo Mathews",49764
"1765","7.0","0","35","0","5.00","-","-","v West Indies","Colombo (SSC)","31 Jan 2011","ODI # 3092","Angelo Mathews",49764
"1766","4.0","0","20","0","5.00","-","-","v West Indies","Colombo (SSC)","3 Feb 2011","ODI # 3096","Angelo Mathews",49764
"1767","6.0","0","33","0","5.50","-","-","v West Indies","Colombo (SSC)","6 Feb 2011","ODI # 3099","Angelo Mathews",49764
"1768","-","-","-","-","-","-","-","v Canada","Hambantota","20 Feb 2011","ODI # 3102","Angelo Mathews",49764
"1769","10.0","0","56","1","5.60","56.00","60.0","v Pakistan","Colombo (RPS)","26 Feb 2011","ODI # 3109","Angelo Mathews",49764
"1770","7.0","0","20","1","2.85","20.00","42.0","v Kenya","Colombo (RPS)","1 Mar 2011","ODI # 3113","Angelo Mathews",49764
"1771","-","-","-","-","-","-","-","v Australia","Colombo (RPS)","5 Mar 2011","ODI # 3119","Angelo Mathews",49764
"1772","5.0","0","29","2","5.80","14.50","15.0","v Zimbabwe","Pallekele","10 Mar 2011","ODI # 3125","Angelo Mathews",49764
"1773","3.0","0","19","1","6.33","19.00","18.0","v New Zealand","Mumbai","18 Mar 2011","ODI # 3137","Angelo Mathews",49764
"1774","5.0","0","20","1","4.00","20.00","30.0","v England","Colombo (RPS)","26 Mar 2011","ODI # 3145","Angelo Mathews",49764
"1775","6.0","0","27","0","4.50","-","-","v New Zealand","Colombo (RPS)","29 Mar 2011","ODI # 3146","Angelo Mathews",49764
"1776","-","-","-","-","-","-","-","v England","The Oval","28 Jun 2011","ODI # 3165","Angelo Mathews",49764
"1777","2.0","0","13","0","6.50","-","-","v England","Leeds","1 Jul 2011","ODI # 3167","Angelo Mathews",49764
"1778","1.0","0","4","0","4.00","-","-","v England","Lord's","3 Jul 2011","ODI # 3168","Angelo Mathews",49764
"1779","3.0","0","22","0","7.33","-","-","v England","Nottingham","6 Jul 2011","ODI # 3169","Angelo Mathews",49764
"1780","-","-","-","-","-","-","-","v England","Manchester","9 Jul 2011","ODI # 3170","Angelo Mathews",49764
"1781","-","-","-","-","-","-","-","v Scotland","Edinburgh","13 Jul 2011","ODI # 3172","Angelo Mathews",49764
"1782","-","-","-","-","-","-","-","v Australia","Pallekele","10 Aug 2011","ODI # 3175","Angelo Mathews",49764
"1783","3.0","0","18","0","6.00","-","-","v Australia","Hambantota","14 Aug 2011","ODI # 3178","Angelo Mathews",49764
"1784","-","-","-","-","-","-","-","v Australia","Colombo (RPS)","20 Aug 2011","ODI # 3182","Angelo Mathews",49764
"1785","3.0","0","6","1","2.00","6.00","18.0","v Australia","Colombo (RPS)","22 Aug 2011","ODI # 3184","Angelo Mathews",49764
"1786","-","-","-","-","-","-","-","v Pakistan","Dubai (DSC)","11 Nov 2011","ODI # 3212","Angelo Mathews",49764
"1787","-","-","-","-","-","-","-","v Pakistan","Dubai (DSC)","14 Nov 2011","ODI # 3213","Angelo Mathews",49764
"1788","-","-","-","-","-","-","-","v Pakistan","Dubai (DSC)","18 Nov 2011","ODI # 3214","Angelo Mathews",49764
"1789","-","-","-","-","-","-","-","v Pakistan","Sharjah","20 Nov 2011","ODI # 3215","Angelo Mathews",49764
"1790","5.0","1","11","1","2.20","11.00","30.0","v Pakistan","Abu Dhabi","23 Nov 2011","ODI # 3216","Angelo Mathews",49764
"1791","5.0","0","23","0","4.60","-","-","v South Africa","Paarl","11 Jan 2012","ODI # 3225","Angelo Mathews",49764
"1792","2.0","0","13","0","6.50","-","-","v South Africa","East London","14 Jan 2012","ODI # 3226","Angelo Mathews",49764
"1793","4.0","0","21","0","5.25","-","-","v South Africa","Bloemfontein","17 Jan 2012","ODI # 3227","Angelo Mathews",49764
"1794","1.0","0","6","0","6.00","-","-","v South Africa","Kimberley","20 Jan 2012","ODI # 3228","Angelo Mathews",49764
"1795","3.0","1","16","0","5.33","-","-","v South Africa","Johannesburg","22 Jan 2012","ODI # 3229","Angelo Mathews",49764
"1796","9.4","1","31","2","3.20","15.50","29.0","v India","Perth","8 Feb 2012","ODI # 3233","Angelo Mathews",49764
"1797","9.0","0","37","2","4.11","18.50","27.0","v Australia","Perth","10 Feb 2012","ODI # 3235","Angelo Mathews",49764
"1798","5.0","0","35","0","7.00","-","-","v India","Adelaide","14 Feb 2012","ODI # 3239","Angelo Mathews",49764
"1799","4.0","0","26","1","6.50","26.00","24.0","v Australia","Sydney","17 Feb 2012","ODI # 3241","Angelo Mathews",49764
"1800","4.0","0","12","0","3.00","-","-","v India","Brisbane","21 Feb 2012","ODI # 3246","Angelo Mathews",49764
"1801","7.0","0","43","2","6.14","21.50","21.0","v Australia","Hobart","24 Feb 2012","ODI # 3248","Angelo Mathews",49764
"1802","7.0","0","44","0","6.28","-","-","v India","Hobart","28 Feb 2012","ODI # 3251","Angelo Mathews",49764
"1803","4.0","0","8","0","2.00","-","-","v Australia","Melbourne","2 Mar 2012","ODI # 3253","Angelo Mathews",49764
"1804","6.0","1","18","0","3.00","-","-","v Pakistan","Pallekele","7 Jun 2012","ODI # 3272","Angelo Mathews",49764
"1805","10.0","0","48","0","4.80","-","-","v Pakistan","Pallekele","9 Jun 2012","ODI # 3273","Angelo Mathews",49764
"1806","0.2","0","0","0","0.00","-","-","v Pakistan","Colombo (RPS)","13 Jun 2012","ODI # 3274","Angelo Mathews",49764
"1807","9.0","0","33","1","3.66","33.00","54.0","v Pakistan","Colombo (RPS)","16 Jun 2012","ODI # 3275","Angelo Mathews",49764
"1808","10.0","0","41","0","4.10","-","-","v Pakistan","Colombo (RPS)","18 Jun 2012","ODI # 3277","Angelo Mathews",49764
"1809","10.0","0","58","1","5.80","58.00","60.0","v India","Hambantota","21 Jul 2012","ODI # 3291","Angelo Mathews",49764
"1810","7.0","2","14","3","2.00","4.66","14.0","v India","Hambantota","24 Jul 2012","ODI # 3292","Angelo Mathews",49764
"1811","8.4","0","49","0","5.65","-","-","v India","Colombo (RPS)","28 Jul 2012","ODI # 3293","Angelo Mathews",49764
"1812","6.0","1","18","1","3.00","18.00","36.0","v India","Colombo (RPS)","31 Jul 2012","ODI # 3294","Angelo Mathews",49764
"1813","5.0","0","29","0","5.80","-","-","v India","Pallekele","4 Aug 2012","ODI # 3295","Angelo Mathews",49764
"1814","7.0","0","38","1","5.42","38.00","42.0","v New Zealand","Pallekele","4 Nov 2012","ODI # 3305","Angelo Mathews",49764
"1815","5.0","0","15","1","3.00","15.00","30.0","v New Zealand","Pallekele","6 Nov 2012","ODI # 3306","Angelo Mathews",49764
"1816","6.0","0","19","0","3.16","-","-","v New Zealand","Hambantota","10 Nov 2012","ODI # 3307","Angelo Mathews",49764
"1817","-","-","-","-","-","-","-","v New Zealand","Hambantota","12 Nov 2012","ODI # 3308","Angelo Mathews",49764
"1818","8.0","0","46","1","5.75","46.00","48.0","v Australia","Melbourne","11 Jan 2013","ODI # 3317","Angelo Mathews",49764
"1819","10.0","1","24","2","2.40","12.00","30.0","v Australia","Adelaide","13 Jan 2013","ODI # 3319","Angelo Mathews",49764
"1820","4.0","0","10","1","2.50","10.00","24.0","v Australia","Brisbane","18 Jan 2013","ODI # 3321","Angelo Mathews",49764
"1821","10.0","1","50","0","5.00","-","-","v Australia","Sydney","20 Jan 2013","ODI # 3324","Angelo Mathews",49764
"1822","7.0","0","44","0","6.28","-","-","v Australia","Hobart","23 Jan 2013","ODI # 3326","Angelo Mathews",49764
"1823","9.0","1","36","2","4.00","18.00","27.0","v Bangladesh","Hambantota","23 Mar 2013","ODI # 3349","Angelo Mathews",49764
"1824","-","-","-","-","-","-","-","v Bangladesh","Hambantota","25 Mar 2013","ODI # 3351","Angelo Mathews",49764
"1825","5.0","0","39","2","7.80","19.50","15.0","v Bangladesh","Pallekele","28 Mar 2013","ODI # 3352","Angelo Mathews",49764
"1826","-","-","-","-","-","-","-","v New Zealand","Cardiff","9 Jun 2013","ODI # 3366","Angelo Mathews",49764
"1827","6.0","0","28","0","4.66","-","-","v England","The Oval","13 Jun 2013","ODI # 3370","Angelo Mathews",49764
"1828","3.0","0","21","1","7.00","21.00","18.0","v Australia","The Oval","17 Jun 2013","ODI # 3374","Angelo Mathews",49764
"1829","4.0","0","10","1","2.50","10.00","24.0","v India","Cardiff","20 Jun 2013","ODI # 3376","Angelo Mathews",49764
"1830","5.0","0","28","0","5.60","-","-","v West Indies","Kingston","28 Jun 2013","ODI # 3378","Angelo Mathews",49764
"1831","8.0","2","23","1","2.87","23.00","48.0","v India","Kingston","2 Jul 2013","ODI # 3382","Angelo Mathews",49764
"1832","8.0","1","29","4","3.62","7.25","12.0","v West Indies","Port of Spain","7 Jul 2013","ODI # 3385","Angelo Mathews",49764
"1833","5.0","1","5","1","1.00","5.00","30.0","v India","Port of Spain","9 Jul 2013","ODI # 3387","Angelo Mathews",49764
"1834","10.0","1","38","1","3.80","38.00","60.0","v India","Port of Spain","11 Jul 2013","ODI # 3388","Angelo Mathews",49764
"1835","5.0","1","17","0","3.40","-","-","v South Africa","Pallekele","26 Jul 2013","ODI # 3398","Angelo Mathews",49764
"1836","7.0","1","31","0","4.42","-","-","v South Africa","Pallekele","28 Jul 2013","ODI # 3400","Angelo Mathews",49764
"1837","4.0","0","32","0","8.00","-","-","v South Africa","Colombo (RPS)","31 Jul 2013","ODI # 3401","Angelo Mathews",49764
"1838","-","-","-","-","-","-","-","v New Zealand","Hambantota","10 Nov 2013","ODI # 3432","Angelo Mathews",49764
"1839","5.0","0","35","0","7.00","-","-","v New Zealand","Hambantota","12 Nov 2013","ODI # 3434","Angelo Mathews",49764
"1840","1.0","0","4","0","4.00","-","-","v New Zealand","Dambulla","16 Nov 2013","ODI # 3435","Angelo Mathews",49764
"1841","5.0","0","29","0","5.80","-","-","v Pakistan","Sharjah","18 Dec 2013","ODI # 3445","Angelo Mathews",49764
"1842","3.4","0","17","0","4.63","-","-","v Pakistan","Dubai (DSC)","20 Dec 2013","ODI # 3446","Angelo Mathews",49764
"1843","4.0","0","29","0","7.25","-","-","v Pakistan","Sharjah","22 Dec 2013","ODI # 3447","Angelo Mathews",49764
"1844","6.0","0","15","1","2.50","15.00","36.0","v Pakistan","Abu Dhabi","25 Dec 2013","ODI # 3448","Angelo Mathews",49764
"1845","10.0","1","26","1","2.60","26.00","60.0","v Pakistan","Abu Dhabi","27 Dec 2013","ODI # 3450","Angelo Mathews",49764
"1846","7.2","1","21","3","2.86","7.00","14.6","v Bangladesh","Dhaka","17 Feb 2014","ODI # 3469","Angelo Mathews",49764
"1847","8.0","1","44","0","5.50","-","-","v Bangladesh","Dhaka","20 Feb 2014","ODI # 3470","Angelo Mathews",49764
"1848","3.0","0","21","0","7.00","-","-","v Bangladesh","Dhaka","22 Feb 2014","ODI # 3471","Angelo Mathews",49764
"1849","5.0","1","25","1","5.00","25.00","30.0","v Pakistan","Fatullah","25 Feb 2014","ODI # 3473","Angelo Mathews",49764
"1850","3.2","1","9","0","2.70","-","-","v India","Fatullah","28 Feb 2014","ODI # 3476","Angelo Mathews",49764
"1851","-","-","-","-","-","-","-","v Afghanistan","Dhaka","3 Mar 2014","ODI # 3481","Angelo Mathews",49764
"1852","-","-","-","-","-","-","-","v Bangladesh","Dhaka","6 Mar 2014","ODI # 3485","Angelo Mathews",49764
"1853","7.0","1","23","0","3.28","-","-","v Pakistan","Dhaka","8 Mar 2014","ODI # 3486","Angelo Mathews",49764
"1854","2.0","0","6","0","3.00","-","-","v Ireland","Dublin","6 May 2014","ODI # 3490","Angelo Mathews",49764
"1855","6.0","0","25","1","4.16","25.00","36.0","v England","The Oval","22 May 2014","ODI # 3492","Angelo Mathews",49764
"1856","2.0","0","9","1","4.50","9.00","12.0","v England","Chester-le-Street","25 May 2014","ODI # 3493","Angelo Mathews",49764
"1857","-","-","-","-","-","-","-","v England","Manchester","28 May 2014","ODI # 3494","Angelo Mathews",49764
"1858","7.0","1","30","1","4.28","30.00","42.0","v England","Lord's","31 May 2014","ODI # 3495","Angelo Mathews",49764
"1859","6.0","0","23","1","3.83","23.00","36.0","v England","Birmingham","3 Jun 2014","ODI # 3496","Angelo Mathews",49764
"1860","6.0","1","30","1","5.00","30.00","36.0","v South Africa","Colombo (RPS)","6 Jul 2014","ODI # 3500","Angelo Mathews",49764
"1861","3.0","1","11","0","3.66","-","-","v South Africa","Pallekele","9 Jul 2014","ODI # 3501","Angelo Mathews",49764
"1862","6.0","0","43","0","7.16","-","-","v South Africa","Hambantota","12 Jul 2014","ODI # 3502","Angelo Mathews",49764
"1863","9.0","0","48","2","5.33","24.00","27.0","v Pakistan","Hambantota","23 Aug 2014","ODI # 3512","Angelo Mathews",49764
"1864","2.0","0","15","0","7.50","-","-","v Pakistan","Hambantota","26 Aug 2014","ODI # 3515","Angelo Mathews",49764
"1865","5.0","0","11","0","2.20","-","-","v Pakistan","Dambulla","30 Aug 2014","ODI # 3519","Angelo Mathews",49764
"1866","4.0","0","33","0","8.25","-","-","v India","Cuttack","2 Nov 2014","ODI # 3539","Angelo Mathews",49764
"1867","4.0","0","18","0","4.50","-","-","v India","Ahmedabad","6 Nov 2014","ODI # 3540","Angelo Mathews",49764
"1868","3.0","0","17","0","5.66","-","-","v India","Hyderabad (Deccan)","9 Nov 2014","ODI # 3543","Angelo Mathews",49764
"1869","8.0","1","44","2","5.50","22.00","24.0","v India","Kolkata","13 Nov 2014","ODI # 3544","Angelo Mathews",49764
"1870","7.0","1","33","2","4.71","16.50","21.0","v India","Ranchi","16 Nov 2014","ODI # 3547","Angelo Mathews",49764
"1871","3.0","1","17","0","5.66","-","-","v England","Colombo (RPS)","26 Nov 2014","ODI # 3554","Angelo Mathews",49764
"1872","6.0","0","23","1","3.83","23.00","36.0","v England","Colombo (RPS)","29 Nov 2014","ODI # 3557","Angelo Mathews",49764
"1873","7.0","0","34","2","4.85","17.00","21.0","v England","Hambantota","3 Dec 2014","ODI # 3561","Angelo Mathews",49764
"1874","6.0","0","21","0","3.50","-","-","v England","Colombo (RPS)","7 Dec 2014","ODI # 3563","Angelo Mathews",49764
"1875","4.0","0","14","0","3.50","-","-","v England","Pallekele","10 Dec 2014","ODI # 3565","Angelo Mathews",49764
"1876","-","-","-","-","-","-","-","v England","Pallekele","13 Dec 2014","ODI # 3567","Angelo Mathews",49764
"1877","2.0","0","3","0","1.50","-","-","v England","Colombo (RPS)","16 Dec 2014","ODI # 3569","Angelo Mathews",49764
"1878","2.0","0","17","0","8.50","-","-","v New Zealand","Christchurch","11 Jan 2015","ODI # 3574","Angelo Mathews",49764
