Incident_Date,Aircaft_Model,Aircaft_Registration,Aircaft_Operator,Aircaft_Nature,Incident_Category,Incident_Cause(es),Incident_Location,Aircaft_Damage_Type,Date,Time,Arit,Aircaft_Engines,Onboard_Crew,Onboard_Passengers,Onboard_Total,Fatalities,Aircaft_First_Flight,Aircraft_Phase,Departure_Airport,Destination_Airport,Ground_Casualties,Collision_Casualties
26-JUN-2019,Rockwell Sabreliner 65,N65HH,Yankee Dawdle LLC,Unknown,Accident | hull-loss,"Airplane - Undercarriage, Airplane - Undercarriage - Gear-up landing, Result - Runway mishap",Sacramento-M...,Minor,Wednesday 26 June 2019,08:22,26-JUN-2019,,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 2,0,1979,Landing (LDG),"Mesa-Falcon Field, AZ (MSC/KFFZ) , United States of America","Sacramento-McClellan Airfield, CA (MCC/KMCC) , United States of America",,
27-JUN-2019,Antonov An-24RV,RA-47366,Angara Airlines,Domestic Scheduled Passenger,Accident | hull-loss,Result - Runway excursion,Nizhneangars...,Damaged beyond repair,Thursday 27 June 2019,10:24,27-JUN-2019,,Fatalities: 2 / Occupants: 4,Fatalities: 0 / Occupants: 42,Fatalities: 2 / Occupants: 46,2,1977,Landing (LDG),"Ulan-Ude Airport (UUD/UIUU) , Russia","Nizhneangarsk Airport (UIUN) , Russia",,
27-JUN-2019,British Aerospace 3212 Jetstream 31,YV2536,Transmandu,Unknown,Accident | hull-loss,Result - Runway excursion,Canaima Airp...,Damaged beyond repair,Thursday 27 June 2019,11:30,27-JUN-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,1992,Landing (LDG),?,"Canaima Airport (CAJ/SVCN) , Venezuela",,
28-JUN-2019,Saab 340A,C6-VIP,Western Air,-,"other occurrence (ground fire, sabotage) | repairable-damage",Result - Damaged on the ground,Nassau-Lynde...,Substantial,Friday 28 June 2019,06:30,28-JUN-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants:,0,1987-06-30  (32 years ),Standing (STD),-,-,,
29-JUN-2019,Cessna 208B Grand Caravan,N80JF,ISR Aviation,Parachuting,Accident | repairable-damage,"Landing/takeoff - Landing, Landing/takeoff - Landing - Bounced, Result - Runway mishap",Plant City-B...,Substantial,Saturday 29 June 2019,09:10,29-JUN-2019,1 Honeywell TPE331-12JR,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,1993,Landing (LDG),"Plant City-Blackwater Creek Ultralight Flightpark, FL , United States of America","Plant City-Blackwater Creek Ultralight Flightpark, FL , United States of America",,
30-JUN-2019,Beechcraft B300 King Air 350i,N534FF,EE Operations LLC,Private,Accident | hull-loss,Result - Loss of control,Dallas-Addis...,Destroyed,Sunday 30 June 2019,09:11,30-JUN-2019,2 Pratt Whitney Canada PT6A-60A,Fatalities: 2 / Occupants: 2,Fatalities: 8 / Occupants: 8,Fatalities: 10 / Occupants: 10,10,2017,Takeoff (TOF),"Dallas-Addison Airport, TX (ADS/KADS) , United States of America","St. Petersburg-Albert Whitted Airport, FL (SPG/KSPG) , United States of America",,
30-JUN-2019,Antonov An-2T,RF-00105,"DOSAAF, Gvardeysky ATSK",Unknown,Accident | repairable-damage,"Result - Emergency, forced landing - Outside airport",near Gvardeysky,Substantial,Sunday 30 June 2019,,30-JUN-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,,Landing (LDG),?,?,,
30-JUN-2019,Dassault Falcon 900B,N908CA,Warren Transportation LLC,-,"other occurrence (ground fire, sabotage) | hull-loss","Fire - Hangar, ground fire, Result - Damaged on the ground",Dallas-Addis...,Damaged beyond repair,Sunday 30 June 2019,09:11,30-JUN-2019,3 Garrett TFE731-5BR-1C,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,1995,Standing (STD),-,-,,
01-JUL-2019,Boeing 737-85R,VT-SYK,SpiceJet,Domestic Scheduled Passenger,Accident | hull-loss,"Landing/takeoff - Landing, Landing/takeoff - Landing - Late, far down rwy, Result - Runway excursion",Mumbai-Chhat...,Substantial,Monday 1 July 2019,23:51,01-JUL-2019,2 CFMI CFM56-7B24,Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 160,Fatalities: 0 / Occupants: 167,0,2002-10-10  (16 years 9 months),Landing (LDG),"Jaipur International Airport (JAI/VIJP) , India","Mumbai-Chhatrapati Shivaji International Airport (BOM/VABB) , India",,
08-JUL-2019,Airbus A320-214,5A-ONA,Afriqiyah Airways,-,"Criminal occurrence (sabotage, shoot down) | repairable-damage",Result - Damaged on the ground,Tripoli-Miti...,Minor,Monday 8 July 2019,,08-JUL-2019,,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,2007,Standing (STD),-,-,,
08-JUL-2019,Cessna 208B Grand Caravan,N9448B,Grant Aviation,Domestic Scheduled Passenger,Accident | hull-loss,Result - Loss of control,Bethel Airpo...,Destroyed,Monday 8 July 2019,15:05,08-JUL-2019,1 Pratt Whitney Canada PT6A-114A,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 5,Fatalities: 0 / Occupants: 6,0,1988,Landing (LDG),"Newtok Airport, AK (WWT/PAEW) , United States of America","Bethel Airport, AK (BET/PABE) , United States of America",,
08-JUL-2019,Canadair CL-215-6B11 (CL-415),C-FAWQ,Gouvernement du Québec,Fire fighting,Accident | repairable-damage,Info-Unavailable,near Roberval Air...,Substantial,Monday 8 July 2019,18:30,08-JUL-2019,,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 2,0,1987,Landing (LDG),"Roberval Airport, QC (YRJ/CYRJ) , Canada","Roberval Airport, QC (YRJ/CYRJ) , Canada",,
09-JUL-2019,Airbus A320-214 (WL),OE-IVQ,easyJet Europe,International Scheduled Passenger,Accident | repairable-damage,"Collision - Aircraft, Collision - Aircraft - On ground (platform), Result - Damaged on the ground",Amsterdam-Sc...,Minor,Tuesday 9 July 2019,ca 07:15,09-JUL-2019,2 CFMI CFM56-5B4/3,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2015-06-15  (4 years ),Pushback / towing (PBT),"Amsterdam-Schiphol International Airport (AMS/EHAM) , Netherlands","London-Gatwick Airport (LGW/EGKK) , United Kingdom",,
09-JUL-2019,Boeing 737-8K2 (WL),PH-BXH,KLM,International Scheduled Passenger,Accident | repairable-damage,"Collision - Aircraft, Collision - Aircraft - On ground (platform), Result - Damaged on the ground",Amsterdam-Sc...,Minor,Tuesday 9 July 2019,ca 07:15,09-JUL-2019,2 CFMI CFM56-7B24,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2000-07-28  (19 years),Pushback / towing (PBT),"Amsterdam-Schiphol International Airport (AMS/EHAM) , Netherlands","Madrid-Barajas Adolfo Suárez Airport (MAD/LEMD) , Spain",,
09-JUL-2019,Antonov An-2,unreg.,Unknown,Agricultural,Accident | hull-loss,Flightcrew - Un(der)qualified,"near Raduga, Novo...",Substantial,Tuesday 9 July 2019,,09-JUL-2019,,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,,En route (ENR),?,?,,
12-JUL-2019,Cessna 525 CitationJet,N262BK,Omicron Business Services,Private,Accident | repairable-damage,"Collision - Object, Collision - Object - Bird, Result - Emergency, forced landing - On runway",Orlando Exec...,Substantial,Friday 12 July 2019,14:55,12-JUL-2019,2 Williams International FJ44-1A,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 3,0,1998,Landing (LDG),"Asheville Municipal Airport, NC (AVL/KAVL) , United States of America","Orlando Executive Airport, FL (ORL/KORL) , United States of America",,
13-JUL-2019,Beechcraft B200 Super King Air,,Unknown,Illegal Flight,"Criminal occurrence (sabotage, shoot down) | hull-loss",Info-Unavailable,Graham Creek...,Destroyed,Saturday 13 July 2019,,13-JUL-2019,,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,,Standing (STD),?,?,,
16-JUL-2019,Antonov An-2,RA-3098K,Unknown,Agricultural,Accident | hull-loss,Info-Unavailable,Novoshchedri...,Damaged beyond repair,Tuesday 16 July 2019,,16-JUL-2019,,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,,Unknown (UNK),?,?,,
17-JUL-2019,Cessna 550 Citation II,N320JT,Avia Jet LLC,Unknown,Accident | hull-loss,"Flightcrew - Alcohol, drug usage",Mesquite Mun...,Destroyed,Wednesday 17 July 2019,19:20,17-JUL-2019,2 Pratt Whitney Canada JT15D-4,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,1981,Landing (LDG),"Pasco-Tri-Cities Airport, WA (PSC/KPSC) , United States of America","Las Vegas-Henderson Sky Harbor Airport, NV (HSH/KHND) , United States of America",,
19-JUL-2019,de Havilland Canada DHC-8-402Q Dash 8,C-FKWE,WestJet Encore,Domestic Scheduled Passenger,Accident | repairable-damage,"Landing/takeoff - Landing, Landing/takeoff - Landing - Heavy, Result - Runway mishap",Edmonton Int...,Substantial,Friday 19 July 2019,17:12,19-JUL-2019,2 Pratt Whitney Canada PW150A,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 70,Fatalities: 0 / Occupants: 74,0,2014,Landing (LDG),"Fort McMurray Airport, AB (YMM/CYMM) , Canada","Edmonton International Airport, AB (YEG/CYEG) , Canada",,
20-JUL-2019,ATR 42-500,AP-BHP,PIA,Domestic Scheduled Passenger,Accident | hull-loss,Result - Runway excursion,Gilgit Airpo...,Substantial,Saturday 20 July 2019,ca 08:15,20-JUL-2019,2 Pratt Whitney Canada PW127E,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2007-06-05  (12 years 2 months),Landing (LDG),"Islamabad International Airport (ISB/OPIS) , Pakistan","Gilgit Airport (GIL/OPGT) , Pakistan",,
23-JUL-2019,Boeing 737-36N (WL),5N-BQO,Air Peace,Domestic Scheduled Passenger,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Landing gear collapse, Result - Runway mishap",Lagos-Murtal...,Substantial,Tuesday 23 July 2019,11:28,23-JUL-2019,2 CFMI CFM56-3C1,Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 133,Fatalities: 0 / Occupants: 139,0,1998-04-13  (21 years 4 months),Landing (LDG),"Port Harcourt Airport (PHC/DNPO) , Nigeria","Lagos-Murtala Muhammed International Airport (LOS/DNMM) , Nigeria",,
25-JUL-2019,Ilyushin Il-76TD,UR-CRP,Europe Air,-,"Criminal occurrence (sabotage, shoot down) | hull-loss",Result - Damaged on the ground,Al Jufra Air...,Damaged beyond repair,Thursday 25 July 2019,ca 04:00,25-JUL-2019,,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,1992,Standing (STD),-,-,,
25-JUL-2019,Ilyushin Il-76TD,UR-CMC,Europe Air,-,"Criminal occurrence (sabotage, shoot down) | hull-loss",Result - Damaged on the ground,Al Jufra Air...,Damaged beyond repair,Thursday 25 July 2019,ca 04:00,25-JUL-2019,,Fatalities: 1 / Occupants:,Fatalities: 0 / Occupants: 0,Fatalities: 1 / Occupants:,1,1991,Standing (STD),-,-,,
26-JUL-2019,Cessna 208 Caravan 675,C-GURL,Seair Seaplanes,Domestic Non Scheduled Passenger,Accident | hull-loss,"ATC & navigation - VFR flight in IMC, Flightcrew - Insufficient rest / fatigue, Result - CFIT - Hill, mountain",Addenbroke I...,Destroyed,Friday 26 July 2019,11:02,26-JUL-2019,1 Pratt Whitney Canada PT6A-114A,Fatalities: 1 / Occupants: 1,Fatalities: 3 / Occupants: 8,Fatalities: 4 / Occupants: 9,4,2008,En route (ENR),"Vancouver International Water Airport, BC , Canada","Hakai Pass Seaplane Base, BC (YHC) , Canada",,
27-JUL-2019,Swearingen SA227-AC Metro III,N681TR,Sierra West Airlines,Training,Accident | repairable-damage,"Airplane - Systems, Airplane - Systems - Hydraulics, Airplane - Undercarriage, Airplane - Undercarriage - Landing gear collapse, Result - Runway excursion",El Paso Inte...,Substantial,Saturday 27 July 2019,05:35,27-JUL-2019,,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 3,0,1987,Landing (LDG),"El Paso International Airport, TX (ELP/KELP) , United States of America","El Paso International Airport, TX (ELP/KELP) , United States of America",,
30-JUL-2019,Beechcraft B300 King Air 350i,766,Pakistan Army Aviation Corps,Military,Accident | hull-loss,Info-Unavailable,"Mora Kalu, R...",Destroyed,Tuesday 30 July 2019,c. 14:00,30-JUL-2019,,Fatalities: 5 / Occupants: 5,Fatalities: 0 / Occupants: 0,Fatalities: 5 / Occupants: 5,19,2011,Unknown (UNK),?,?,Fatalities: 14,
30-JUL-2019,Antonov An-72P,032,Equatorial Guinea AF,Military,Accident | hull-loss,Info-Unavailable,near Grand Batanga,Damaged beyond repair,Tuesday 30 July 2019,,30-JUL-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants: 7,0,1992,En route (ENR),"Malabo-Santa Isabel Airport (SSG/FGSL) , Equatorial Guinea","Bata Airport (BSG/FGBT) , Equatorial Guinea",,
30-JUL-2019,Airbus A319-114,D-AILR,Lufthansa,International Scheduled Passenger,Accident | hull-loss,Result - Damaged on the ground,Frankfurt In...,Substantial,Tuesday 30 July 2019,22:00,30-JUL-2019,2 CFMI CFM56-5A5,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,1997-09-08  (21 years 11 months),Standing (STD),"Frankfurt International Airport (FRA/EDDF) , Germany","Nice-Côte d'Azur Airport (NCE/LFMN) , France",,
30-JUL-2019,Avro RJ85,VH-NJW,Cobham Aviation Services,Domestic Non Scheduled Passenger,Accident | repairable-damage,"Collision - Object, Collision - Object - Houses, buildings, Result - Damaged on the ground",Perth Airpor...,Substantial,Tuesday 30 July 2019,14:30,30-JUL-2019,4 Lycoming LF507-1F,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 62,Fatalities: 0 / Occupants: 66,0,1998-06-13  (21 years 2 months),Pushback / towing (PBT),"Perth Airport, WA (PER/YPPH) , Australia","Granny Smith Airport, WA (YGRS) , Australia",,
31-JUL-2019,Bombardier CL-600-2D24 Regional Jet CRJ-900ER,N947LR,"American Eagle, opb Mesa Airlines",Domestic Scheduled Passenger,Accident | repairable-damage,Result - Damaged on the ground,Dallas/Fort ...,Substantial,Wednesday 31 July 2019,,31-JUL-2019,2 General Electric CF34-8C5,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2007,Standing (STD),"Dallas/Fort Worth International Airport, TX (DFW/KDFW) , United States of America",?,,
01-AUG-2019,Douglas C-118A Liftmaster (DC-6A),N451CE,Everts Air Cargo,Cargo,Accident | repairable-damage,Result - Undershoot / overshoot,Candle 2 Air...,Substantial,Thursday 1 August 2019,13:55,01-AUG-2019,4 Pratt Whitney R-2800-CB3,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 3,0,1953,Landing (LDG),"Fairbanks International Airport, AK (FAI/PAFA) , United States of America","Candle 2 Airport, AK , United States of America",,
02-AUG-2019,Airbus A340-313,HB-JMF,Edelweiss Air,International Scheduled Passenger,Accident | repairable-damage,"Collision - Aircraft, Collision - Aircraft - On ground (platform), Result - Damaged on the ground",Vancouver In...,Substantial,Friday 2 August 2019,15:30,02-AUG-2019,4 CFMI CFM56-5C4/P,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2003-10-25  (15 years 10 months),Standing (STD),"Zürich-Kloten Airport (ZRH/LSZH) , Switzerland","Vancouver International Airport, BC (YVR/CYVR) , Canada",,
02-AUG-2019,Boeing 787-8 Dreamliner,C-GHPU,Air Canada,International Scheduled Passenger,Accident | repairable-damage,"Collision - Aircraft, Collision - Aircraft - On ground (platform), Result - Damaged on the ground",Vancouver In...,Minor,Friday 2 August 2019,15:30,02-AUG-2019,2 General Electric GEnx-1B,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2014-07-10  (5 years ),Taxi (TXI),"Vancouver International Airport, BC (YVR/CYVR) , Canada","San Francisco International Airport, CA (SFO/KSFO) , United States of America",,
02-AUG-2019,Shijiazhuang Y-5B(D),B-50OC,Liaoning Star General Aviation,Agricultural,Accident | repairable-damage,"Collision - Object, Collision - Object - Bird, Result - Emergency, forced landing - Outside airport",Longmen Farm...,Substantial,Friday 2 August 2019,17:40,02-AUG-2019,1 Shvetsov ASh-62IR,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 3,0,2015,Maneuvering (MNV),?,?,,
04-AUG-2019,Antonov An-2,RT-15-305,DOSAAF,Parachuting,Accident | hull-loss,Info-Unavailable,near Fakhrabad,Damaged beyond repair,Sunday 4 August 2019,10:40,04-AUG-2019,,Fatalities: 1 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 1 / Occupants: 2,1,1978,Landing (LDG),"Fakhrabad Airfield , Tajikistan","Fakhrabad Airfield , Tajikistan",,
06-AUG-2019,Cessna 560XLS+ Citation XLS+,D-CAWM,Aerowest,Int'l Non Scheduled Passenger,Accident | hull-loss,Result - Undershoot / overshoot,Aarhus Airpo...,Destroyed,Tuesday 6 August 2019,00:36,06-AUG-2019,2 Pratt Whitney Canada PW545C,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 10,0,2008,Landing (LDG),"Oslo-Gardermoen Airport (OSL/ENGM) , Norway","Aarhus Airport (AAR/EKAH) , Denmark",,
06-AUG-2019,Ilyushin Il-76TD,UR-COZ,SkyAviatrans,Cargo,"Criminal occurrence (sabotage, shoot down) | hull-loss","Result - Damaged on the ground, Security - Destroyed on ground",Misrata Inte...,Damaged beyond repair,Tuesday 6 August 2019,00:17,06-AUG-2019,,Fatalities: 0 / Occupants: 8,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 8,0,1992,Standing (STD),"Ankara-Etimesgut Air Base (ANK/LTAD) , Turkey","Misrata International Airport (MRA/HLMS) , Libya",,
06-AUG-2019,Cessna 208B Grand Caravan,5H-NOW,Tropical Air,Passenger,Accident | hull-loss,Info-Unavailable,Mafia Airpor...,Destroyed,Tuesday 6 August 2019,,06-AUG-2019,,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 8,Fatalities: 0 / Occupants: 9,0,2010,Takeoff (TOF),"Mafia Airport (MFA/HTMA) , Tanzania","Dar es Salaam Julius Nyerere International Airport (DAR/HTDA) , Tanzania",,
06-AUG-2019,Cessna 208B Supervan 900,C-FSKF,Alkan Air,Domestic Non Scheduled Passenger,Accident | hull-loss,"Result - CFIT - Hill, mountain",near Mayo Airport...,Destroyed,Tuesday 6 August 2019,11:13,06-AUG-2019,1 Garrett TPE331-12JR,Fatalities: 1 / Occupants: 1,Fatalities: 1 / Occupants: 1,Fatalities: 2 / Occupants: 2,2,1998,En route (ENR),"Rau Airstrip, YT , Canada","Mayo Airport, YT (YMA/CYMA) , Canada",,
06-AUG-2019,Cessna 510 Citation Mustang,CC-ANR,private,Private,Accident | hull-loss,Info-Unavailable,near Los Ángeles-...,Destroyed,Tuesday 6 August 2019,18:45,06-AUG-2019,,Fatalities: 1 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 1 / Occupants: 1,1,2014,Approach (APR),"Concepción-Carriel Sur Airport (CCP/SCIE) , Chile","Los Ángeles-María Dolores Airport (LSQ/SCGE) , Chile",,
06-AUG-2019,Boeing 737-924ER (WL),N37437,United Airlines,Domestic Scheduled Passenger,Accident | repairable-damage,Result - Damaged on the ground,San Francisc...,Minor,Tuesday 6 August 2019,06:10 UTC,06-AUG-2019,2 CFMI CFM56-7B26,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2009-06-30  (10 years 1 months),Taxi (TXI),"San Francisco International Airport, CA (SFO/KSFO) , United States of America",?,,
06-AUG-2019,Airbus A320-232,N432UA,United Airlines,Domestic Scheduled Passenger,Accident | repairable-damage,Result - Damaged on the ground,San Francisc...,Substantial,Tuesday 6 August 2019,06:10 UTC,06-AUG-2019,2 IAE V2527-A5,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,1996-04-10  (23 years 4 months),Taxi (TXI),"San Francisco International Airport, CA (SFO/KSFO) , United States of America",?,,
07-AUG-2019,HS-125/BAe-125,,Unknown,Illegal Flight,"Criminal occurrence (sabotage, shoot down) | hull-loss",Info-Unavailable,"Las Pilas, C...",Destroyed,Wednesday 7 August 2019,,07-AUG-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,,Standing (STD),?,?,,
07-AUG-2019,British Aerospace 3201 Jetstream 32,HK-4540,SARPA,Domestic Non Scheduled Passenger,Accident | hull-loss,Result - Runway excursion,Bahía Solano...,Substantial,Wednesday 7 August 2019,11:06,07-AUG-2019,2 Garrett TPE331-12UHR-701H,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 18,Fatalities: 0 / Occupants: 20,0,1991,Landing (LDG),"Quibdó-El Caraño Airport (UIB/SKUI) , Colombia","Bahía Solano-José Celestino Mutis Airport (BSC/SKBS) , Colombia",,
08-AUG-2019,Airbus A321-211 (WL),N717FR,Frontier Airlines,Domestic Scheduled Passenger,Accident | repairable-damage,"Landing/takeoff - Tailstrike, Result - Runway mishap",Orlando Inte...,Substantial,Thursday 8 August 2019,13:29,08-AUG-2019,2 CFMI CFM56-5B3/3,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants: 232,0,2017-01-31  (2 years 6 months),Landing (LDG),"Portland International Jetport, ME (PWM/KPWM) , United States of America","Orlando International Airport, FL (MCO/KMCO) , United States of America",,
10-AUG-2019,Canadair CL-600-2B16 Challenger 601,N602TS,private,Private,Accident | repairable-damage,"Landing/takeoff - Landing, Landing/takeoff - Landing - Bounced, Result - Runway excursion",Nassau-Lynde...,Substantial,Saturday 10 August 2019,16:30,10-AUG-2019,2 General Electric CF34,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 2,0,1987,Landing (LDG),"Pompano Beach Airport, FL (PPM/KPMP) , United States of America","Nassau-Lynden Pindling International Airport (NAS/MYNN) , Bahamas",,
12-AUG-2019,Boeing 787-9 Dreamliner,G-CKWB,Norwegian Air UK,International Scheduled Passenger,Accident | repairable-damage,"Collision - Object, Result - Damaged on the ground",London-Gatwi...,Minor,Monday 12 August 2019,10:15,12-AUG-2019,2 Rolls-Royce Trent 1000-J3 Ten,Fatalities: 0 / Occupants: 10,Fatalities: 0 / Occupants: 342,Fatalities: 0 / Occupants: 352,0,2018,Pushback / towing (PBT),"London-Gatwick Airport (LGW/EGKK) , United Kingdom","New York-John F. Kennedy International Airport, NY (JFK/KJFK) , United States of America",,
14-AUG-2019,Beechcraft Super King Air,XB-...,Unknown,Illegal Flight,"Criminal occurrence (sabotage, shoot down) | hull-loss",Info-Unavailable,"El Ramonal, ...",Destroyed,Wednesday 14 August 2019,,14-AUG-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,,Standing (STD),?,?,,
14-AUG-2019,de Havilland Canada DHC-6 Twin Otter 200,T-82,Argentine AF,Military,Accident | repairable-damage,Info-Unavailable,near Base Marambio,Substantial,Wednesday 14 August 2019,,14-AUG-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants: 9,0,1968-10-18  (50 years 10 months),Landing (LDG),?,?,,
15-AUG-2019,Airbus A321-211,VQ-BOZ,Ural Airlines,Domestic Scheduled Passenger,Accident | hull-loss,"Airplane - Engines, Airplane - Engines - All engine powerloss, Collision - Object, Collision - Object - Bird, Result - Emergency, forced landing - Outside airport",near Zhukovsky In...,Substantial,Thursday 15 August 2019,06:15,15-AUG-2019,2 CFMI CFM56-5B3/P,Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 226,Fatalities: 0 / Occupants: 233,0,2003-12-16  (15 years 8 months),Initial climb (ICL),"Zhukovsky International Airport (ZIA/UUBW) , Russia","Simferopol Airport (SIP/URFF) , Russia",,
15-AUG-2019,Cessna 680A Citation Latitude,N8JR,JRM Air LLC,Private,Accident | hull-loss,"Landing/takeoff - Landing, Landing/takeoff - Landing - Unstabilized approach, Result - Runway excursion",Elizabethton...,Destroyed,Thursday 15 August 2019,15:40,15-AUG-2019,2 Pratt Whitney Canada PW306D,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 5,0,2015,Landing (LDG),"Statesville Municipal Airport, NC (SVH/KSVH) , United States of America","Elizabethton Municipal Airport, TN , United States of America",,
15-AUG-2019,de Havilland Canada DHC-6 Twin Otter 300,N322AV,Berry Aviation,Training,Accident | repairable-damage,Result - Runway excursion,San Marcos R...,Substantial,Thursday 15 August 2019,12:33,15-AUG-2019,2 Pratt Whitney Canada PT6A-27,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 3,0,1971,Landing (LDG),"San Marcos Regional Airport, TX (KHYI) , United States of America","San Marcos Regional Airport, TX (KHYI) , United States of America",,
16-AUG-2019,de Havilland Canada DHC-8-200,5Y-SLM,SafariLink,Domestic Scheduled Passenger,Accident | repairable-damage,"Collision - Object, Collision - Object - Person, animal, Result - Runway mishap",Kichwa Tembo...,Substantial,Friday 16 August 2019,10:30,16-AUG-2019,2 Pratt Whitney Canada PW123D,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,1997,Landing (LDG),"Nairobi-Wilson Airport (WIL/HKNW) , Kenya","Kichwa Tembo Airstrip , Kenya",,
18-AUG-2019,Boeing 757-251 (WL),N543US,Delta Air Lines,International Scheduled Passenger,Accident | repairable-damage,"Landing/takeoff - Landing, Landing/takeoff - Landing - Heavy, Result - Runway mishap",Ponta Delgad...,Substantial,Sunday 18 August 2019,08:24,18-AUG-2019,2 Pratt Whitney PW2037,Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 161,Fatalities: 0 / Occupants: 168,0,1996-04-22  (23 years 4 months),Landing (LDG),"New York-John F. Kennedy International Airport, NY (JFK/KJFK) , United States of America","Ponta Delgada-João Paulo II Airport, Azores (PDL/LPPD) , Portugal",,
18-AUG-2019,Cessna 208B Grand Caravan EX,N879MA,Mokulele Airlines,Domestic Scheduled Passenger,Accident | repairable-damage,Result - Runway excursion,Kapalua Airp...,Substantial,Sunday 18 August 2019,10:37,18-AUG-2019,1 Pratt Whitney Canada PT6A-140,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 8,Fatalities: 0 / Occupants: 10,0,2013,Landing (LDG),"Honolulu-Daniel K. Inouye International Airport, HI (HNL/PHNL) , United States of America","Kapalua Airport, HI (JHM/PHJH) , United States of America",,
